"","ID","Description","enrichmentScore","GeneralPathway","DetailedPathway"
"cvn00564","cvn00564","Glycerophospholipid metabolism",0.375109212721973,"Metabolism","Lipid metabolism"
"cvn00053","cvn00053","Ascorbate and aldarate metabolism",-0.534796386964622,"Metabolism","Carbohydrate metabolism"
"cvn00900","cvn00900","Terpenoid backbone biosynthesis",-0.434273624889457,"Metabolism","Metabolism of terpenoids and polyketides"
"cvn04350","cvn04350","TGF-beta signaling pathway",-0.384997519618745,"Environmental Information Processing","Signal transduction"
"cvn00640","cvn00640","Propanoate metabolism",0.389120452389324,"Metabolism","Carbohydrate metabolism"
"cvn01040","cvn01040","Biosynthesis of unsaturated fatty acids",0.433896841008964,"Metabolism","Lipid metabolism"
"cvn04140","cvn04140","Autophagy",0.298833212477961,"Cellular Processes","Transport and catabolism"
"cvn00830","cvn00830","Retinol metabolism",0.403720491491904,"Metabolism","Metabolism of cofactors and vitamins"
"cvn03060","cvn03060","Protein export",0.438473090284773,"Genetic Information Processing","Folding, sorting and degradation"
"cvn00040","cvn00040","Pentose and glucuronate interconversions",0.481181079283794,"Metabolism","Carbohydrate metabolism"
"cvn00270","cvn00270","Cysteine and methionine metabolism",0.343462804384863,"Metabolism","Amino acid metabolism"
"cvn00603","cvn00603","Glycosphingolipid biosynthesis",-0.461920183607009,"Metabolism","Glycan biosynthesis and metabolism"
"cvn03250","cvn03250","Viral life cycle",0.37720403132526,"Genetic Information Processing","Information processing in viruses"
"cvn04137","cvn04137","Mitophagy",0.319475404641689,"Cellular Processes","Transport and catabolism"
"cvn03040","cvn03040","Spliceosome",-0.295743709974361,"Genetic Information Processing","Transcription"
"cvn04146","cvn04146","Peroxisome",-0.304884211130242,"Cellular Processes","Transport and catabolism"
"cvn04145","cvn04145","Phagosome",0.316411700960148,"Cellular Processes","Transport and catabolism"
"cvn03082","cvn03082","ATP-dependent chromatin remodeling",0.302961772665938,"Genetic Information Processing","Chromosome"
"cvn04148","cvn04148","Efferocytosis",0.284288589058076,"Cellular Processes","Transport and catabolism"
"cvn00650","cvn00650","Butanoate metabolism",0.385384179723939,"Metabolism","Carbohydrate metabolism"
"cvn00020","cvn00020","Citrate cycle (TCA cycle)",0.336416433643982,"Metabolism","Carbohydrate metabolism"
"cvn00100","cvn00100","Steroid biosynthesis",0.466535662930427,"Metabolism","Lipid metabolism"
"cvn00250","cvn00250","Alanine, aspartate and glutamate metabolism",0.351807698361998,"Metabolism","Amino acid metabolism"
"cvn04136","cvn04136","Autophagy",-0.365914360597387,"Cellular Processes","Transport and catabolism"
"cvn03083","cvn03083","Polycomb repressive complex",0.330131273514092,"Genetic Information Processing","Chromosome"
"cvn01230","cvn01230","Biosynthesis of amino acids",0.296214202046432,"NA","NA"
"cvn00350","cvn00350","Tyrosine metabolism",0.450560348722976,"Metabolism","Amino acid metabolism"
"cvn04512","cvn04512","ECM-receptor interaction",-0.366066443838326,"Environmental Information Processing","Signaling molecules and interaction"
"cvn04144","cvn04144","Endocytosis",0.259697279177118,"Cellular Processes","Transport and catabolism"
"cvn03030","cvn03030","DNA replication",0.339813419794786,"Genetic Information Processing","Replication and repair"
"cvn00563","cvn00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0.378810016621094,"Metabolism","Glycan biosynthesis and metabolism"
"cvn03460","cvn03460","Fanconi anemia pathway",0.3181198176493,"Genetic Information Processing","Replication and repair"
"cvn04980","cvn04980","Cobalamin transport and metabolism",0.4148611210863,"Organismal Systems","Digestive system"
"cvn04120","cvn04120","Ubiquitin mediated proteolysis",0.261440632710445,"Genetic Information Processing","Folding, sorting and degradation"
"cvn00052","cvn00052","Galactose metabolism",-0.359044917406371,"Metabolism","Carbohydrate metabolism"
"cvn03420","cvn03420","Nucleotide excision repair",0.302159970050882,"Genetic Information Processing","Replication and repair"
"cvn04068","cvn04068","FoxO signaling pathway",-0.283574849654187,"Environmental Information Processing","Signal transduction"
"cvn00532","cvn00532","Glycosaminoglycan biosynthesis",-0.443910998527443,"Metabolism","Glycan biosynthesis and metabolism"
"cvn03018","cvn03018","RNA degradation",0.289874392544641,"Genetic Information Processing","Folding, sorting and degradation"
"cvn00534","cvn00534","Glycosaminoglycan biosynthesis",-0.393910424999812,"Metabolism","Glycan biosynthesis and metabolism"
"cvn03050","cvn03050","Proteasome",-0.335404440571827,"Genetic Information Processing","Folding, sorting and degradation"
"cvn00030","cvn00030","Pentose phosphate pathway",-0.35166503981877,"Metabolism","Carbohydrate metabolism"
"cvn00770","cvn00770","Pantothenate and CoA biosynthesis",-0.386957001181074,"Metabolism","Metabolism of cofactors and vitamins"
"cvn00982","cvn00982","Drug metabolism",0.360545484837591,"Metabolism","Xenobiotics biodegradation and metabolism"
"cvn00260","cvn00260","Glycine, serine and threonine metabolism",0.313531155502308,"Metabolism","Amino acid metabolism"
"cvn01250","cvn01250","Biosynthesis of nucleotide sugars",0.325182344557986,"NA","NA"
"cvn00410","cvn00410","beta-Alanine metabolism",-0.321990807148655,"Metabolism","Metabolism of other amino acids"
"cvn01200","cvn01200","Carbon metabolism",0.250765992456389,"NA","NA"
"cvn00240","cvn00240","Pyrimidine metabolism",-0.310175873947441,"Metabolism","Nucleotide metabolism"
"cvn03013","cvn03013","Nucleocytoplasmic transport",-0.260443166272852,"Genetic Information Processing","Translation"
"cvn00430","cvn00430","Taurine and hypotaurine metabolism",-0.39940187539522,"Metabolism","Metabolism of other amino acids"
"cvn01232","cvn01232","Nucleotide metabolism",-0.287326767296606,"NA","NA"
"cvn00562","cvn00562","Inositol phosphate metabolism",-0.290689765040654,"Metabolism","Carbohydrate metabolism"
"cvn04130","cvn04130","SNARE interactions in vesicular transport",0.376676425004572,"Genetic Information Processing","Folding, sorting and degradation"
"cvn00790","cvn00790","Folate biosynthesis",0.39186333966333,"Metabolism","Metabolism of cofactors and vitamins"
"cvn00380","cvn00380","Tryptophan metabolism",-0.306614249386117,"Metabolism","Amino acid metabolism"
"cvn00061","cvn00061","Fatty acid biosynthesis",0.373337352903301,"Metabolism","Lipid metabolism"
"cvn04142","cvn04142","Lysosome",-0.240971943344735,"Cellular Processes","Transport and catabolism"
"cvn00620","cvn00620","Pyruvate metabolism",0.29370218344691,"Metabolism","Carbohydrate metabolism"
"cvn00970","cvn00970","Aminoacyl-tRNA biosynthesis",-0.280836494052488,"Genetic Information Processing","Translation"
"cvn02010","cvn02010","ABC transporters",0.287966749542351,"Environmental Information Processing","Membrane transport"
"cvn00051","cvn00051","Fructose and mannose metabolism",0.305896462216768,"Metabolism","Carbohydrate metabolism"
"cvn00515","cvn00515","Mannose type O-glycan biosynthesis",-0.402837134637945,"Metabolism","Glycan biosynthesis and metabolism"
"cvn04820","cvn04820","Cytoskeleton in muscle cells",-0.26398943647152,"Cellular Processes","Cell motility"
"cvn03430","cvn03430","Mismatch repair",0.32303080592179,"Genetic Information Processing","Replication and repair"
"cvn03020","cvn03020","RNA polymerase",0.343557699818099,"Genetic Information Processing","Transcription"
"cvn00130","cvn00130","Ubiquinone and other terpenoid-quinone biosynthesis",-0.393085797554935,"Metabolism","Metabolism of cofactors and vitamins"
"cvn00630","cvn00630","Glyoxylate and dicarboxylate metabolism",0.282563715467768,"Metabolism","Carbohydrate metabolism"
"cvn00220","cvn00220","Arginine biosynthesis",0.369731730316121,"Metabolism","Amino acid metabolism"
"cvn03022","cvn03022","Basal transcription factors",-0.296082441847074,"Genetic Information Processing","Transcription"
"cvn00980","cvn00980","Metabolism of xenobiotics by cytochrome P450",0.333008381292219,"Metabolism","Xenobiotics biodegradation and metabolism"
"cvn00512","cvn00512","Mucin type O-glycan biosynthesis",0.339707850649112,"Metabolism","Glycan biosynthesis and metabolism"
"cvn04814","cvn04814","Motor proteins",0.234609001498766,"Cellular Processes","Cell motility"
"cvn04070","cvn04070","Phosphatidylinositol signaling system",-0.256302681241304,"Environmental Information Processing","Signal transduction"
"cvn03015","cvn03015","mRNA surveillance pathway",0.254247370918036,"Genetic Information Processing","Translation"
"cvn00230","cvn00230","Purine metabolism",0.24190558656131,"Metabolism","Nucleotide metabolism"
"cvn04310","cvn04310","Wnt signaling pathway",-0.245946856297857,"Environmental Information Processing","Signal transduction"
"cvn00511","cvn00511","Other glycan degradation",-0.272797483320206,"Metabolism","Glycan biosynthesis and metabolism"
"cvn00500","cvn00500","Starch and sucrose metabolism",-0.296786168191741,"Metabolism","Carbohydrate metabolism"
"cvn00062","cvn00062","Fatty acid elongation",0.359002049554927,"Metabolism","Lipid metabolism"
"cvn00565","cvn00565","Ether lipid metabolism",-0.324962606903519,"Metabolism","Lipid metabolism"
"cvn00785","cvn00785","Lipoic acid metabolism",0.319950520047856,"Metabolism","Metabolism of cofactors and vitamins"
"cvn00600","cvn00600","Sphingolipid metabolism",-0.255940373567513,"Metabolism","Lipid metabolism"
"cvn00514","cvn00514","Other types of O-glycan biosynthesis",0.270784981623855,"Metabolism","Glycan biosynthesis and metabolism"
"cvn04150","cvn04150","mTOR signaling pathway",-0.229424009811089,"Environmental Information Processing","Signal transduction"
"cvn03008","cvn03008","Ribosome biogenesis in eukaryotes",-0.239518207424347,"Genetic Information Processing","Translation"
"cvn00520","cvn00520","Amino sugar and nucleotide sugar metabolism",-0.244277628591558,"Metabolism","Carbohydrate metabolism"
"cvn04330","cvn04330","Notch signaling pathway",0.265796170000063,"Environmental Information Processing","Signal transduction"
"cvn00480","cvn00480","Glutathione metabolism",0.247695873500226,"Metabolism","Metabolism of other amino acids"
"cvn00601","cvn00601","Glycosphingolipid biosynthesis",0.290456167309742,"Metabolism","Glycan biosynthesis and metabolism"
"cvn00561","cvn00561","Glycerolipid metabolism",0.252163866605676,"Metabolism","Lipid metabolism"
"cvn03410","cvn03410","Base excision repair",0.227136319614633,"Genetic Information Processing","Replication and repair"
"cvn03440","cvn03440","Homologous recombination",-0.246907504946183,"Genetic Information Processing","Replication and repair"
"cvn00340","cvn00340","Histidine metabolism",-0.23789505451516,"Metabolism","Amino acid metabolism"
"cvn03010","cvn03010","Ribosome",0.199886154632425,"Genetic Information Processing","Translation"
"cvn00590","cvn00590","Arachidonic acid metabolism",0.238656844618258,"Metabolism","Lipid metabolism"
"cvn00730","cvn00730","Thiamine metabolism",0.256523526072428,"Metabolism","Metabolism of cofactors and vitamins"
"cvn00190","cvn00190","Oxidative phosphorylation",0.190904870921122,"Metabolism","Energy metabolism"
"cvn04080","cvn04080","Neuroactive ligand-receptor interaction",-0.144312028565086,"Environmental Information Processing","Signaling molecules and interaction"
"cvn00591","cvn00591","Linoleic acid metabolism",-0.157200651440809,"Metabolism","Lipid metabolism"
