"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"cvn00330","cvn00330","Arginine and proline metabolism",49,0.372801571802266,1.26194962265442,0.142020497803807,0.681766959657426,0.676132521974307,4058,"tags=43%, list=30%, signal=30%","111137596/111132445/111128753/111137751/111109392/111112920/111132779/111125850/111125295/111136221/111132935/111131063/111130726/111100724/111132780/111136020/111128747/111108560/111125396/111136399/111122441"
"cvn04142","cvn04142","Lysosome",111,0.306258916451257,1.18768766282627,0.160664819944598,0.681766959657426,0.676132521974307,3485,"tags=34%, list=26%, signal=26%","111106920/111106930/111125814/111106926/111115087/111137183/111123898/111129849/111127257/111119188/111115230/111106927/111129848/111134525/111134947/111129123/111118027/111107171/111120022/111114456/111127450/111099613/111123884/111111095/111105249/111106928/111133261/111133259/111130268/111117595/111133444/111106929/111121876/111114901/111119851/111106467/111128025/111134948"
"cvn04146","cvn04146","Peroxisome",77,-0.285775888311842,-1.18311419091291,0.163398692810458,0.681766959657426,0.676132521974307,1982,"tags=30%, list=15%, signal=26%","111107850/111113258/111121838/111136234/111136066/111136438/111131209/111107112/111107492/111115744/111137185/111135553/111103250/111128430/111124704/111104085/111113990/111135419/111136587/111107606/111130560/111135201/111135891"
"cvn00350","cvn00350","Tyrosine metabolism",13,0.511728160199072,1.24716675106705,0.18815331010453,0.734404855569293,0.728335393953018,30,"tags=8%, list=0%, signal=8%","111137596"
"cvn04150","cvn04150","mTOR signaling pathway",84,0.320206271954371,1.18936475467858,0.187948350071736,0.734404855569293,0.728335393953018,2384,"tags=27%, list=18%, signal=23%","111124875/111119905/111120776/111124929/111106364/111119487/111119689/111130138/111134634/111121839/111119108/111132325/111133565/111120632/111133687/111128906/111120947/111121135/111130771/111135803/111128744/111125836/111130218"
"cvn00360","cvn00360","Phenylalanine metabolism",10,0.549071733737251,1.24984578565255,0.204301075268817,0.758942193592134,0.752669944058315,30,"tags=10%, list=0%, signal=10%","111137596"
"cvn03010","cvn03010","Ribosome",83,0.316004860344924,1.17215503134858,0.207142857142857,0.758942193592134,0.752669944058315,2804,"tags=25%, list=21%, signal=20%","111124824/111118104/111127769/111114067/111133074/111111438/111137089/111130039/111107317/111133720/111130094/111123463/111106383/111102380/111130771/111120976/111131662/111130218/111127354/111120557/111125796"
"cvn03013","cvn03013","Nucleocytoplasmic transport",91,0.306961700724648,1.1499945142361,0.213256484149856,0.758942193592134,0.752669944058315,1877,"tags=21%, list=14%, signal=18%","111136185/111101410/111118318/111106364/111101470/111119442/111110572/111107607/111122996/111128793/111125457/111120993/111136615/111138352/111133565/111101880/111127225/111101511/111118211"
"cvn03022","cvn03022","Basal transcription factors",27,-0.357708069791404,-1.17896746860146,0.226063829787234,0.775738529226901,0.769327467001886,4429,"tags=56%, list=33%, signal=37%","111120195/111109366/111120194/111109365/111131487/111128470/111136115/111100932/111119151/111135800/111127293/111104805/111133129/111101548/111101884"
"cvn00630","cvn00630","Glyoxylate and dicarboxylate metabolism",37,0.365930984933042,1.16365908977397,0.251552795031056,0.775738529226901,0.769327467001886,2472,"tags=35%, list=18%, signal=29%","111129934/111136621/111102576/111125218/111137062/111102686/111134249/111100562/111130103/111102575/111109454/111132935/111106392"
"cvn00620","cvn00620","Pyruvate metabolism",37,0.363031910692187,1.15444004511472,0.259316770186335,0.775738529226901,0.769327467001886,1835,"tags=24%, list=14%, signal=21%","111129934/111136621/111125218/111134713/111112920/111100523/111136227/111130103/111103557"
"cvn00900","cvn00900","Terpenoid backbone biosynthesis",22,-0.365095397950888,-1.14444467415837,0.264248704663212,0.775738529226901,0.769327467001886,612,"tags=36%, list=5%, signal=35%","111137241/111104137/111133475/111104702/111103374/111103286/111122171/111103307"
"cvn03050","cvn03050","Proteasome",27,-0.346952813686794,-1.14351929693676,0.257978723404255,0.775738529226901,0.769327467001886,533,"tags=19%, list=4%, signal=18%","111108200/111133428/111110923/111111088/111122651"
"cvn00970","cvn00970","Aminoacyl-tRNA biosynthesis",45,0.339689477720585,1.13367357922302,0.260614934114202,0.775738529226901,0.769327467001886,1984,"tags=33%, list=15%, signal=28%","111125541/111130118/111125113/111115204/111104253/111108055/111130233/111099623/111125665/111133426/111136015/111128976/111101460/111130116/111124379"
"cvn00020","cvn00020","Citrate cycle (TCA cycle)",37,-0.317892979959257,-1.11881747925864,0.268156424581006,0.775738529226901,0.769327467001886,1653,"tags=30%, list=12%, signal=26%","111117164/111132318/111109973/111103250/111123350/111107273/111099657/111125610/111105925/111121721/111110280"
"cvn03250","cvn03250","Viral life cycle - HIV-1",28,-0.335095316061676,-1.11417140318575,0.275675675675676,0.775738529226901,0.769327467001886,2987,"tags=57%, list=22%, signal=44%","111130748/111102475/111124977/111129825/111118801/111100430/111123211/111106750/111135329/111128189/111120869/111137756/111110601/111111648/111130886/111104027"
"cvn04141","cvn04141","Protein processing in endoplasmic reticulum",108,-0.242998564184887,-1.06935414689503,0.275510204081633,0.775738529226901,0.769327467001886,1894,"tags=24%, list=14%, signal=21%","111120079/111118267/111126835/111120358/111129138/111130344/111104099/111136449/111138095/111101167/111111296/111131517/111110708/111119706/111125362/111120699/111137033/111100861/111108170/111101095/111136571/111136327/111115975/111120048/111126213/111129841"
"cvn00030","cvn00030","Pentose phosphate pathway",21,-0.366351470470841,-1.12943687492661,0.287917737789203,0.791773778920309,0.785230193970554,499,"tags=19%, list=4%, signal=18%","111125502/111105262/111130977/111105573"
"cvn00770","cvn00770","Pantothenate and CoA biosynthesis",15,0.455056247730089,1.15887078246519,0.301724137931034,0.799183220732076,0.792578400726026,1986,"tags=27%, list=15%, signal=23%","111134767/111136921/111115790/111111294"
"cvn00062","cvn00062","Fatty acid elongation",11,-0.434805984079743,-1.1141830480114,0.305555555555556,0.799183220732076,0.792578400726026,906,"tags=27%, list=7%, signal=25%","111103990/111119293/111129730"
"cvn00601","cvn00601","Glycosphingolipid biosynthesis - lacto and neolacto series",14,-0.402078673634399,-1.11166423279503,0.31042654028436,0.799183220732076,0.792578400726026,3146,"tags=43%, list=23%, signal=33%","111105280/111101820/111134834/111101197/111115005/111115600"
"cvn00534","cvn00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",15,0.438634135536562,1.11704934587933,0.331034482758621,0.801536830948596,0.794912559618442,3101,"tags=47%, list=23%, signal=36%","111126772/111118293/111099932/111136074/111132159/111135541/111123131"
"cvn00670","cvn00670","One carbon pool by folate",19,0.39633613631466,1.09991356167418,0.334983498349835,0.801536830948596,0.794912559618442,2757,"tags=37%, list=21%, signal=29%","111100544/111099502/111130865/111115204/111109454/111106392/111128337"
"cvn00565","cvn00565","Ether lipid metabolism",16,-0.379657271898794,-1.08419172631098,0.327751196172249,0.801536830948596,0.794912559618442,2538,"tags=38%, list=19%, signal=30%","111137368/111123661/111100381/111121919/111127642/111137103"
"cvn00640","cvn00640","Propanoate metabolism",28,-0.320578810916237,-1.06590491263215,0.337837837837838,0.801536830948596,0.794912559618442,1982,"tags=32%, list=15%, signal=27%","111118132/111134559/111136066/111136438/111107112/111134458/111119284/111119686/111105925"
"cvn03430","cvn03430","Mismatch repair",21,0.390002231784566,1.09740155442501,0.350734094616639,0.81613125862718,0.809386372192245,2062,"tags=29%, list=15%, signal=24%","111122897/111110235/111119232/111130346/111135402/111118905"
"cvn00515","cvn00515","Mannose type O-glycan biosynthesis",10,0.481511174054695,1.09605844675453,0.363799283154122,0.830560627578278,0.823696490160276,1921,"tags=40%, list=14%, signal=34%","111122294/111126140/111129961/111121066"
"cvn00500","cvn00500","Starch and sucrose metabolism",22,0.370584368607183,1.0568043730087,0.387987012987013,0.837269179707929,0.830349599710343,4223,"tags=45%, list=32%, signal=31%","111118006/111137764/111100475/111135290/111099882/111119178/111103500/111120703/111101224/111109336"
"cvn04310","cvn04310","Wnt signaling pathway",68,0.290238669010941,1.03610054830612,0.396253602305476,0.837269179707929,0.830349599710343,1766,"tags=21%, list=13%, signal=18%","111109809/111134499/111124875/111124929/111131147/111122907/111124955/111112940/111120874/111108759/111122108/111133687/111121739/111125819"
"cvn00430","cvn00430","Taurine and hypotaurine metabolism",13,0.423368745532335,1.03182014189621,0.433797909407665,0.837269179707929,0.830349599710343,2942,"tags=31%, list=22%, signal=24%","111124674/111126728/111132492/111131381"
"cvn04137","cvn04137","Mitophagy - animal",63,0.290829520080117,1.02446676302526,0.40431654676259,0.837269179707929,0.830349599710343,2913,"tags=32%, list=22%, signal=25%","111118255/111107048/111107437/111107401/111122907/111100287/111135148/111115682/111107924/111133712/111133049/111121739/111137573/111120710/111132898/111125144/111126610/111104077/111108183/111121740"
"cvn00220","cvn00220","Arginine biosynthesis",13,0.415833059836596,1.01345442084119,0.445993031358885,0.837269179707929,0.830349599710343,1439,"tags=23%, list=11%, signal=21%","111137596/111138184/111107912"
"cvn04144","cvn04144","Endocytosis",131,0.253537256914685,1.01056099467474,0.445040214477212,0.837269179707929,0.830349599710343,1194,"tags=15%, list=9%, signal=14%","111131029/111119177/111104196/111101256/111120602/111125352/111112319/111127032/111112122/111123772/111136674/111112940/111122220/111125223/111120903/111120971/111105462/111112119/111134954/111135084"
"cvn00983","cvn00983","Drug metabolism - other enzymes",39,-0.283550165526035,-1.00855675056701,0.435754189944134,0.837269179707929,0.830349599710343,2114,"tags=26%, list=16%, signal=22%","111124500/111121161/111134455/111132068/111126974/111135080/111112948/111136587/111106862/111110471"
"cvn00230","cvn00230","Purine metabolism",79,-0.241469694740646,-1.00473783583007,0.43046357615894,0.837269179707929,0.830349599710343,2114,"tags=22%, list=16%, signal=18%","111124500/111110751/111116677/111134455/111099427/111125502/111137449/111129901/111119398/111109844/111123024/111115321/111135848/111136587/111103017/111106862/111127492"
"cvn04145","cvn04145","Phagosome",55,0.292394546775127,1.00428278232573,0.445440956651719,0.837269179707929,0.830349599710343,3426,"tags=35%, list=26%, signal=26%","111138109/111099220/111136674/111115230/111134000/111108442/111114114/111134525/111124264/111125836/111119261/111134651/111119158/111125144/111120142/111101010/111130836/111136609/111106467"
"cvn00982","cvn00982","Drug metabolism - cytochrome P450",19,-0.335979157562313,-1.00087075617049,0.446969696969697,0.837269179707929,0.830349599710343,2032,"tags=26%, list=15%, signal=22%","111135121/111134997/111121161/111126974/111110471"
"cvn01250","cvn01250","Biosynthesis of nucleotide sugars",31,0.322954768313815,1.00019543320705,0.457098283931357,0.837269179707929,0.830349599710343,3248,"tags=35%, list=24%, signal=27%","111118006/111138520/111118324/111099690/111100475/111124535/111099882/111100603/111099454/111118471/111133304"
"cvn00760","cvn00760","Nicotinate and nicotinamide metabolism",24,-0.314268366576288,-0.999436959478073,0.463611859838275,0.837269179707929,0.830349599710343,1470,"tags=25%, list=11%, signal=22%","111119924/111122042/111104817/111109680/111135848/111103017"
"cvn01230","cvn01230","Biosynthesis of amino acids",67,-0.251024833860557,-0.998446513822136,0.441176470588235,0.837269179707929,0.830349599710343,1417,"tags=21%, list=11%, signal=19%","111114229/111109973/111103250/111123350/111122808/111126492/111125746/111125610/111105262/111121721/111123929/111110280/111129350/111105573"
"cvn01232","cvn01232","Nucleotide metabolism",52,-0.263528068034294,-0.988402558133785,0.461538461538462,0.837269179707929,0.830349599710343,1660,"tags=19%, list=12%, signal=17%","111134455/111099427/111129901/111123024/111125470/111115321/111135848/111136587/111103017/111106862"
"cvn00480","cvn00480","Glutathione metabolism",37,-0.277363267697702,-0.976174032041395,0.488826815642458,0.869824186657903,0.862635557016103,2114,"tags=32%, list=16%, signal=27%","111101605/111135121/111136420/111124500/111121161/111136821/111126974/111103250/111119190/111119277/111110471/111138068"
"cvn00650","cvn00650","Butanoate metabolism",21,0.346409549836643,0.974738982182009,0.497553017944535,0.872520509728822,0.865309596425278,708,"tags=14%, list=5%, signal=14%","111131000/111122030/111109449"
"cvn00052","cvn00052","Galactose metabolism",21,0.341793206378475,0.96174935783147,0.517128874388255,0.87736329588015,0.870112359550562,4145,"tags=43%, list=31%, signal=30%","111118006/111109442/111100475/111099882/111118471/111131531/111119178/111120703/111101224"
"cvn00513","cvn00513","Various types of N-glycan biosynthesis",31,-0.282600961603419,-0.956371819523075,0.512465373961219,0.87736329588015,0.870112359550562,3156,"tags=32%, list=24%, signal=25%","111113415/111118581/111119558/111101820/111124588/111136555/111101197/111134828/111136571/111126213"
"cvn01200","cvn01200","Carbon metabolism",108,0.247807195710502,0.954086309862026,0.56638418079096,0.87736329588015,0.870112359550562,2472,"tags=26%, list=18%, signal=21%","111137596/111129934/111129670/111136621/111102576/111137062/111128143/111127779/111102686/111138184/111111318/111134249/111107912/111116065/111100562/111131515/111100475/111130103/111102575/111103557/111101642/111109454/111130458/111129161/111101916/111099882/111119107/111106392"
"cvn03030","cvn03030","DNA replication",33,0.306338198988049,0.951509477438643,0.524409448818898,0.87736329588015,0.870112359550562,4474,"tags=55%, list=33%, signal=36%","111122897/111130346/111135402/111125562/111103623/111122245/111120003/111109564/111131355/111137485/111121171/111137577/111135545/111108767/111120888/111131693/111126184/111120733"
"cvn01240","cvn01240","Biosynthesis of cofactors",99,-0.216436184476468,-0.942355179632165,0.597315436241611,0.87736329588015,0.870112359550562,2420,"tags=24%, list=18%, signal=20%","111130741/111132784/111108525/111133858/111132054/111136090/111108307/111102934/111124262/111122042/111114229/111104817/111121154/111127901/111114756/111138494/111125746/111126157/111110659/111135080/111115321/111102767/111138462/111138068"
"cvn00563","cvn00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",20,0.33722977734677,0.940090190694973,0.532894736842105,0.87736329588015,0.870112359550562,3815,"tags=45%, list=28%, signal=32%","111136211/111136158/111118285/111129796/111132406/111125613/111133439/111120568/111119347"
"cvn00240","cvn00240","Pyrimidine metabolism",37,-0.266532597843477,-0.938055723337191,0.572625698324022,0.87736329588015,0.870112359550562,2114,"tags=24%, list=16%, signal=21%","111124500/111122585/111099427/111132068/111129901/111125470/111138142/111135848/111103017"
"cvn00790","cvn00790","Folate biosynthesis",12,0.391656186336282,0.934928923641539,0.559440559440559,0.87736329588015,0.870112359550562,2951,"tags=33%, list=22%, signal=26%","111109442/111132821/111103021/111137020"
"cvn03083","cvn03083","Polycomb repressive complex",38,0.292321071970634,0.933857436268161,0.56055900621118,0.87736329588015,0.870112359550562,2214,"tags=29%, list=17%, signal=24%","111104330/111104315/111122907/111104148/111118834/111104245/111103962/111118085/111105528/111123344/111110179"
"cvn04148","cvn04148","Efferocytosis",98,0.241047224614308,0.915289224907688,0.644978783592645,0.87736329588015,0.870112359550562,2594,"tags=20%, list=19%, signal=17%","111109809/111123492/111104335/111122163/111117403/111124014/111133023/111127576/111123084/111122108/111134947/111137094/111121119/111110874/111125427/111136548/111128744/111124013/111107163/111125144"
"cvn03450","cvn03450","Non-homologous end-joining",13,0.373404014181888,0.910047770326834,0.581881533101045,0.87736329588015,0.870112359550562,2965,"tags=46%, list=22%, signal=36%","111104153/111121647/111127309/111105836/111106142/111119812"
"cvn03018","cvn03018","RNA degradation",54,0.266174714603955,0.907801762126863,0.621621621621622,0.87736329588015,0.870112359550562,1501,"tags=15%, list=11%, signal=13%","111108235/111130755/111107428/111101883/111132118/111138213/111126626/111114628"
"cvn00600","cvn00600","Sphingolipid metabolism",45,-0.25022170478283,-0.906871733578369,0.626959247648903,0.87736329588015,0.870112359550562,1361,"tags=27%, list=10%, signal=24%","111124154/111137368/111122386/111135321/111135040/111108630/111121919/111137275/111132237/111130191/111118144/111130121"
"cvn00830","cvn00830","Retinol metabolism",22,-0.285888912203565,-0.896160413986684,0.621761658031088,0.87736329588015,0.870112359550562,1180,"tags=18%, list=9%, signal=17%","111128430/111138494/111127589/111127588"
"cvn00410","cvn00410","beta-Alanine metabolism",29,-0.265840476737567,-0.892900609300996,0.645333333333333,0.87736329588015,0.870112359550562,2032,"tags=41%, list=15%, signal=35%","111122529/111130419/111118132/111134260/111134997/111136066/111136438/111115386/111107112/111134458/111132068/111119686"
"cvn00250","cvn00250","Alanine, aspartate and glutamate metabolism",30,0.288749335944263,0.892281051087207,0.613354037267081,0.87736329588015,0.870112359550562,1439,"tags=17%, list=11%, signal=15%","111137596/111137062/111138184/111118324/111107912"
"cvn01210","cvn01210","2-Oxocarboxylic acid metabolism",32,0.28753610709419,0.891725177640259,0.628705148205928,0.87736329588015,0.870112359550562,1667,"tags=22%, list=12%, signal=19%","111137596/111137062/111128143/111130627/111138184/111107912/111131515"
"cvn03020","cvn03020","RNA polymerase",16,-0.311940073472205,-0.890810928161439,0.624401913875598,0.87736329588015,0.870112359550562,3387,"tags=44%, list=25%, signal=33%","111130877/111112947/111134430/111125090/111104454/111121947/111123724"
"cvn00910","cvn00910","Nitrogen metabolism",10,-0.354940483193558,-0.875721978529332,0.632882882882883,0.87736329588015,0.870112359550562,2809,"tags=60%, list=21%, signal=47%","111100398/111134700/111100399/111102140/111126492/111123929"
"cvn04130","cvn04130","SNARE interactions in vesicular transport",14,-0.315335237750186,-0.871836603464182,0.630331753554502,0.87736329588015,0.870112359550562,1338,"tags=29%, list=10%, signal=26%","111132999/111101201/111130083/111135408"
"cvn04814","cvn04814","Motor proteins",110,0.23036833871055,0.891145373499079,0.694249649368864,0.913433191895438,0.905884157251674,3683,"tags=33%, list=27%, signal=24%","111130940/111116030/111099548/111125151/111123434/111128702/111138370/111134000/111121592/111114230/111138369/111124264/111102596/111120563/111130400/111132966/111119261/111107250/111134651/111119158/111124554/111120142/111120585/111138125/111138063/111126582/111101010/111133144/111125880/111121055/111131555/111134649/111100502/111130257/111127902/111129880"
"cvn04820","cvn04820","Cytoskeleton in muscle cells",59,-0.230056410721235,-0.886243323500863,0.681114551083591,0.913433191895438,0.905884157251674,3454,"tags=36%, list=26%, signal=27%","111113265/111134722/111102004/111112605/111130534/111107357/111120504/111128420/111122350/111132974/111123242/111119035/111111487/111118385/111125973/111131563/111118916/111129877/111123024/111132450/111135364"
"cvn04350","cvn04350","TGF-beta signaling pathway",37,-0.245739138483183,-0.864873592075491,0.698324022346369,0.913433191895438,0.905884157251674,3266,"tags=35%, list=24%, signal=27%","111130759/111125014/111112875/111123211/111118964/111117024/111118909/111125017/111129922/111120677/111134629/111106049/111135362"
"cvn04136","cvn04136","Autophagy - other",24,0.285972108984531,0.834596256355629,0.702060221870048,0.913433191895438,0.905884157251674,1383,"tags=17%, list=10%, signal=15%","111120776/111115682/111128059/111135071"
"cvn03015","cvn03015","mRNA surveillance pathway",61,0.242654707275391,0.849043287412199,0.735380116959064,0.943819115323855,0.936018957345972,1437,"tags=15%, list=11%, signal=13%","111101410/111136311/111118318/111119442/111137165/111128793/111138213/111138352/111101880"
"cvn00564","cvn00564","Glycerophospholipid metabolism",45,0.248805281930805,0.830358291898882,0.745241581259151,0.943819115323855,0.936018957345972,2318,"tags=22%, list=17%, signal=18%","111124518/111118137/111130055/111121318/111121119/111122043/111116763/111104269/111130102/111122045"
"cvn00340","cvn00340","Histidine metabolism",26,0.273958758173467,0.816083383085583,0.748815165876777,0.943819115323855,0.936018957345972,3334,"tags=35%, list=25%, signal=26%","111108524/111109392/111112920/111109637/111125850/111125295/111131063/111130726/111100724"
"cvn03420","cvn03420","Nucleotide excision repair",47,0.239867229361784,0.807934696043307,0.797058823529412,0.94726966873706,0.93944099378882,3116,"tags=32%, list=23%, signal=25%","111122897/111120860/111135325/111136987/111109822/111130346/111135402/111103789/111125562/111135723/111108639/111113135/111111048/111131355/111102132"
"cvn02010","cvn02010","ABC transporters",39,0.251069941079831,0.8034305222233,0.779503105590062,0.94726966873706,0.93944099378882,4908,"tags=49%, list=37%, signal=31%","111118150/111130326/111119830/111113492/111134479/111106706/111099748/111110863/111119220/111124859/111099746/111110314/111136652/111110315/111112699/111134952/111123982/111125188/111124346"
"cvn00010","cvn00010","Glycolysis / Gluconeogenesis",44,0.241980040213458,0.799492749772756,0.796433878157504,0.94726966873706,0.93944099378882,2884,"tags=25%, list=22%, signal=20%","111129670/111118006/111127779/111134713/111112920/111100475/111130103/111130458/111099882/111131063/111137133"
"cvn04070","cvn04070","Phosphatidylinositol signaling system",55,0.232363945305865,0.798096654256101,0.8101644245142,0.94726966873706,0.93944099378882,2641,"tags=22%, list=20%, signal=18%","111135587/111131147/111100314/111134544/111120505/111122043/111101050/111108697/111104269/111136180/111128349/111127799"
