"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"cvn00280","cvn00280","Valine, leucine and isoleucine degradation",50,0.515889686389336,1.43772938770221,0.030010718113612,0.259378349410504,0.227900942065775,2378,"tags=28%, list=18%, signal=23%","111127947/111113990/111122171/111115744/111115745/111103451/111108694/111112920/111115614/111135360/111111207/111109254/111121738/111103498"
"cvn04310","cvn04310","Wnt signaling pathway",68,0.483121557022858,1.37682309968549,0.0260960334029228,0.259378349410504,0.227900942065775,3748,"tags=44%, list=28%, signal=32%","111134796/111121723/111116519/111114913/111119203/111103827/111103778/111121740/111123003/111135857/111133687/111108759/111126345/111135231/111118435/111124929/111125644/111109809/111117024/111125819/111119924/111101169/111127135/111108394/111129084/111121739/111135006/111115059/111105834/111131147"
"cvn04144","cvn04144","Endocytosis",132,0.44538533412203,1.33554242585463,0.0282258064516129,0.259378349410504,0.227900942065775,3187,"tags=33%, list=24%, signal=25%","111120187/111125099/111112319/111119513/111112439/111119512/111136896/111104852/111102907/111107174/111136866/111125956/111134954/111112863/111116971/111112700/111135084/111133388/111134171/111121253/111115795/111127289/111129312/111134242/111121335/111121437/111129503/111135594/111106223/111123210/111125223/111105462/111104835/111104585/111104028/111133563/111105923/111119177/111101822/111104196/111137900/111112119/111123772"
"cvn01040","cvn01040","Biosynthesis of unsaturated fatty acids",18,0.635269945877981,1.53954973767096,0.0333745364647713,0.269221260815822,0.236549346171362,1603,"tags=33%, list=12%, signal=29%","111113990/111115744/111107112/111115745/111119293/111124908"
"cvn03060","cvn03060","Protein export",17,-0.511542596986771,-1.5935329181573,0.0408351445076079,0.285976890756303,0.251271561256081,2382,"tags=41%, list=18%, signal=34%","111120831/111126975/111135297/111108442/111109509/111106955/111101167"
"cvn00430","cvn00430","Taurine and hypotaurine metabolism",13,-0.558361964854807,-1.56987400608739,0.0384794363798024,0.285976890756303,0.251271561256081,3057,"tags=62%, list=23%, signal=48%","111126728/111138329/111131381/111099052/111122278/111135113/111124675/111110958"
"cvn00514","cvn00514","Other types of O-glycan biosynthesis",29,0.558054097904684,1.45325479343134,0.0466744457409568,0.285976890756303,0.251271561256081,1363,"tags=28%, list=10%, signal=25%","111127037/111101197/111101820/111118946/111123056/111136634/111099105/111114547"
"cvn03460","cvn03460","Fanconi anemia pathway",41,0.519256012494001,1.41567304117895,0.0455049944506104,0.285976890756303,0.251271561256081,3200,"tags=37%, list=24%, signal=28%","111129379/111128124/111130645/111121059/111131048/111129910/111108030/111102874/111119126/111134136/111138268/111128959/111108150/111120979/111131667"
"cvn04080","cvn04080","Neuroactive ligand-receptor interaction",64,0.473901068197899,1.34757281277637,0.0472689075630252,0.285976890756303,0.251271561256081,2862,"tags=28%, list=21%, signal=22%","111129566/111131195/111134720/111135843/111119377/111115939/111118671/111110739/111104676/111104778/111115795/111128844/111124637/111100850/111127153/111128930/111128924/111123767"
"cvn01250","cvn01250","Biosynthesis of nucleotide sugars",31,0.537790076370465,1.41466469620424,0.0611303344867359,0.352227165375954,0.309481893892748,3069,"tags=35%, list=23%, signal=28%","111100603/111118471/111124535/111124599/111127562/111099882/111132797/111118006/111109888/111129163/111128700"
"cvn01212","cvn01212","Fatty acid metabolism",48,0.485741156805768,1.35114967287181,0.0681081081081081,0.374594594594595,0.329134876503298,2029,"tags=25%, list=15%, signal=21%","111127947/111113990/111128659/111115744/111107112/111115745/111099995/111119293/111135553/111124908/111100523/111117093"
"cvn00515","cvn00515","Mannose type O-glycan biosynthesis",10,0.684541679950103,1.45896840823291,0.0716253443526171,0.376811594202899,0.331082827442303,272,"tags=30%, list=2%, signal=29%","111127037/111101197/111101820"
"cvn01230","cvn01230","Biosynthesis of amino acids",67,0.452576080076392,1.29011279108919,0.0866388308977036,0.436804105775922,0.383794821081932,2308,"tags=24%, list=17%, signal=20%","111134810/111116065/111128747/111100398/111100399/111130098/111126492/111111213/111111035/111122808/111128990/111136221/111117164/111132780/111132779/111117165"
"cvn04330","cvn04330","Notch signaling pathway",26,0.529534067180757,1.35864737296171,0.0910179640718563,0.440526946107784,0.387065868263473,1778,"tags=27%, list=13%, signal=23%","111129125/111118946/111132383/111127576/111136502/111125404/111133687"
"cvn00562","cvn00562","Inositol phosphate metabolism",47,0.470541309187061,1.30316244172675,0.0955483170466884,0.444667167794204,0.390703644603867,2592,"tags=28%, list=19%, signal=22%","111101050/111127799/111125442/111125100/111127562/111126338/111100148/111135914/111134544/111120505/111135557/111138290/111130239"
"cvn04070","cvn04070","Phosphatidylinositol signaling system",55,0.459649220346011,1.2920004942073,0.103266596417281,0.462787339499668,0.406624804606059,2592,"tags=27%, list=19%, signal=22%","111101050/111127799/111125442/111100277/111125100/111126338/111100148/111135914/111134544/111120505/111135557/111122823/111128823/111138290/111130239"
"cvn00563","cvn00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",20,0.535538622611454,1.33204127173548,0.128760529482551,0.498152230290456,0.437697914391789,3390,"tags=55%, list=25%, signal=41%","111129796/111099115/111119347/111118285/111136211/111137394/111136158/111120568/111133439/111101711/111119995"
"cvn00760","cvn00760","Nicotinate and nicotinamide metabolism",24,0.513222387644817,1.3097825822732,0.126491646778043,0.498152230290456,0.437697914391789,464,"tags=17%, list=3%, signal=16%","111138521/111121723/111103017/111135848"
"cvn00640","cvn00640","Propanoate metabolism",28,0.498941294760311,1.29281559391262,0.122065727699531,0.498152230290456,0.437697914391789,1979,"tags=25%, list=15%, signal=21%","111105925/111130103/111107112/111105866/111099995/111100523/111109254"
"cvn00240","cvn00240","Pyrimidine metabolism",37,0.477929341147513,1.28430173096219,0.130681818181818,0.498152230290456,0.437697914391789,3624,"tags=43%, list=27%, signal=32%","111103017/111135848/111124500/111134405/111132068/111118263/111127104/111135526/111126502/111129901/111138142/111125470/111118358/111118131/111102818/111100897"
"cvn04146","cvn04146","Peroxisome",77,0.425589017552296,1.22788618254375,0.131742738589212,0.498152230290456,0.437697914391789,2083,"tags=22%, list=15%, signal=19%","111135289/111133729/111113990/111107393/111115744/111107112/111115745/111132335/111134248/111131127/111101232/111135112/111131586/111135553/111135891/111106696/111135201"
"cvn04512","cvn04512","ECM-receptor interaction",23,0.511267227448735,1.30337011646322,0.141666666666667,0.519444444444444,0.456406166932483,1679,"tags=26%, list=12%, signal=23%","111114114/111111291/111113265/111134722/111109289/111119175"
"cvn00360","cvn00360","Phenylalanine metabolism",10,0.625661271894128,1.33347618806044,0.151515151515152,0.53921568627451,0.473778027957594,2664,"tags=40%, list=20%, signal=32%","111134810/111100724/111125148/111135147"
"cvn03050","cvn03050","Proteasome",27,-0.342043579196457,-1.23178497988535,0.159235668789809,0.550500454959054,0.483693309707389,2235,"tags=37%, list=17%, signal=31%","111130411/111111088/111130528/111109472/111099573/111122853/111115377/111104018/111138440/111130431"
"cvn04140","cvn04140","Autophagy - animal",104,0.402816576496721,1.19138750320781,0.164285714285714,0.55218253968254,0.485171261487051,2580,"tags=26%, list=19%, signal=21%","111125099/111113124/111115682/111111295/111110712/111111995/111130075/111133363/111125870/111107437/111103827/111103778/111121740/111135071/111122737/111102243/111133771/111135557/111120866/111127007/111108144/111131216/111107852/111128115/111129365/111101201/111107462"
"cvn00100","cvn00100","Steroid biosynthesis",10,0.603586316948182,1.28642768418899,0.181818181818182,0.557490136184294,0.489834743406818,684,"tags=20%, list=5%, signal=19%","111114616/111134947"
"cvn00500","cvn00500","Starch and sucrose metabolism",22,0.493160823400813,1.25037075268279,0.198102016607355,0.557490136184294,0.489834743406818,2288,"tags=36%, list=17%, signal=30%","111135290/111125157/111129461/111099882/111108864/111120703/111118006/111137764"
"cvn00310","cvn00310","Lysine degradation",31,0.473231464770024,1.24484232000221,0.182237600922722,0.557490136184294,0.489834743406818,3092,"tags=39%, list=23%, signal=30%","111123912/111103451/111112920/111115614/111121380/111137017/111109254/111130627/111131506/111103498/111130847/111107127"
"cvn00561","cvn00561","Glycerolipid metabolism",34,0.461596900703599,1.2270702819762,0.18316268486917,0.557490136184294,0.489834743406818,2378,"tags=29%, list=18%, signal=24%","111115675/111131656/111103451/111100277/111112920/111109442/111115614/111122823/111136067/111103498"
"cvn00250","cvn00250","Alanine, aspartate and glutamate metabolism",32,0.457789558637594,1.21113492636809,0.207331042382589,0.557490136184294,0.489834743406818,4265,"tags=44%, list=31%, signal=30%","111134810/111100398/111100399/111126492/111135360/111104084/111136594/111127491/111123929/111108835/111112622/111133052/111130741/111134252"
"cvn00970","cvn00970","Aminoacyl-tRNA biosynthesis",45,0.435142094528501,1.19987819771846,0.191930207197383,0.557490136184294,0.489834743406818,902,"tags=13%, list=7%, signal=12%","111118963/111135733/111126003/111119553/111118652/111125723"
"cvn03410","cvn03410","Base excision repair",47,0.432640467019866,1.1981961974082,0.201954397394137,0.557490136184294,0.489834743406818,2479,"tags=30%, list=18%, signal=24%","111121171/111137687/111135354/111118241/111102061/111131837/111100311/111123349/111109690/111099552/111132381/111128425/111135118/111108767"
"cvn04148","cvn04148","Efferocytosis",98,0.399736776904381,1.17530988040257,0.188331627430911,0.557490136184294,0.489834743406818,1402,"tags=14%, list=10%, signal=13%","111135946/111113124/111121723/111134726/111117970/111110712/111134431/111128659/111117731/111134947/111130916/111127576/111130408/111112330"
"cvn03040","cvn03040","Spliceosome",92,0.398738703393381,1.16680849279488,0.203893442622951,0.557490136184294,0.489834743406818,1558,"tags=16%, list=12%, signal=15%","111112733/111137770/111119513/111119512/111129112/111133954/111121854/111121021/111118318/111119442/111134531/111114893/111136440/111135640/111136164"
"cvn00410","cvn00410","beta-Alanine metabolism",29,0.462562579753072,1.2045808619847,0.219369894982497,0.572740397131565,0.503234276731518,4419,"tags=52%, list=33%, signal=35%","111107112/111103451/111132068/111112920/111127104/111115614/111103498/111115386/111134458/111134260/111116870/111134997/111130419/111134506/111136066"
"cvn00983","cvn00983","Drug metabolism - other enzymes",39,0.437321671943281,1.18706079559394,0.222469410456062,0.572740397131565,0.503234276731518,2195,"tags=26%, list=16%, signal=22%","111107393/111109043/111124500/111109028/111132068/111118263/111127104/111121161/111126502/111126505"
"cvn04141","cvn04141","Protein processing in endoplasmic reticulum",108,0.385154014116739,1.14412077107309,0.229441624365482,0.578384094754653,0.508193071511265,2009,"tags=20%, list=15%, signal=17%","111131566/111138095/111137525/111131501/111119513/111119512/111112828/111121846/111126835/111133727/111128114/111118121/111121035/111136571/111121740/111104099/111119846/111102146/111127289/111129841/111137033/111121335"
"cvn00010","cvn00010","Glycolysis / Gluconeogenesis",44,0.422439345224635,1.16539794071185,0.239912758996728,0.580588876772083,0.510130287550938,2378,"tags=25%, list=18%, signal=21%","111130103/111103451/111112920/111111035/111122808/111115614/111099882/111127323/111109254/111118006/111103498"
"cvn00230","cvn00230","Purine metabolism",79,0.397965641896163,1.14939189649858,0.235477178423237,0.580588876772083,0.510130287550938,3268,"tags=32%, list=24%, signal=24%","111138521/111119949/111103017/111107393/111135848/111124500/111126455/111127492/111116677/111119950/111110751/111129901/111135359/111134201/111128130/111118006/111123024/111110100/111132060/111127491/111118358/111120226/111137449/111111874/111118131"
"cvn00350","cvn00350","Tyrosine metabolism",13,0.531451775107462,1.20369294368629,0.245059288537549,0.581415174765558,0.51085630840645,2664,"tags=31%, list=20%, signal=25%","111134810/111100724/111125148/111135147"
"cvn00620","cvn00620","Pyruvate metabolism",37,0.43169561368526,1.16006149062449,0.261363636363636,0.604942055358682,0.531528034721417,2378,"tags=30%, list=18%, signal=25%","111130103/111103451/111125858/111099995/111112920/111115614/111128990/111100523/111127323/111109254/111103498"
"cvn01200","cvn01200","Carbon metabolism",108,0.37741913069776,1.12114388271902,0.26497461928934,0.604942055358682,0.531528034721417,3245,"tags=27%, list=24%, signal=21%","111105925/111134810/111116065/111131656/111130103/111100625/111107112/111105866/111134248/111111213/111111035/111122808/111099882/111128990/111117164/111127323/111109254/111123214/111117165/111109454/111120752/111121719/111134458/111109973/111119284/111102576/111106299/111137005/111116870"
"cvn00062","cvn00062","Fatty acid elongation",11,0.544199648678098,1.1847112409776,0.287652645861601,0.632835820895522,0.556036693435822,1251,"tags=18%, list=9%, signal=17%","111127947/111119293"
"cvn00340","cvn00340","Histidine metabolism",27,0.446040949197292,1.15249988617659,0.287573964497041,0.632835820895522,0.556036693435822,2805,"tags=37%, list=21%, signal=29%","111100724/111103451/111108448/111112920/111115614/111109637/111108524/111103498/111113239/111115386"
"cvn00601","cvn00601","Glycosphingolipid biosynthesis - lacto and neolacto series",14,0.50231281859167,1.15054327231288,0.299741602067183,0.63771568839795,0.560324354312248,2372,"tags=36%, list=18%, signal=29%","111101197/111101820/111134834/111115600/111119565"
"cvn03450","cvn03450","Non-homologous end-joining",13,-0.387861617546082,-1.09050026626175,0.300411522633745,0.63771568839795,0.560324354312248,2082,"tags=46%, list=15%, signal=39%","111106142/111132242/111105836/111121647/111134792/111104153"
"cvn00450","cvn00450","Selenocompound metabolism",13,0.500439248408146,1.13345221573632,0.328063241106719,0.643704255895907,0.565586166554907,2813,"tags=38%, list=21%, signal=31%","111119949/111135137/111119950/111110368/111107520"
"cvn01210","cvn01210","2-Oxocarboxylic acid metabolism",32,0.426179511284129,1.12750691071857,0.310423825887743,0.643704255895907,0.565586166554907,3047,"tags=31%, list=22%, signal=24%","111134810/111111213/111117164/111135360/111127323/111109254/111130627/111117165/111121719/111109973"
"cvn04137","cvn04137","Mitophagy - animal",63,0.387885572007174,1.10343812246625,0.329831932773109,0.643704255895907,0.565586166554907,2485,"tags=25%, list=18%, signal=21%","111115682/111111295/111137396/111111995/111108202/111107437/111112700/111121740/111130067/111132041/111137573/111133771/111127007/111131216/111104494/111128115"
"cvn00790","cvn00790","Folate biosynthesis",12,-0.388102114903044,-1.08864362838447,0.318181818181818,0.643704255895907,0.565586166554907,1865,"tags=50%, list=14%, signal=43%","111117281/111128057/111135358/111137020/111134904/111114756"
"cvn04142","cvn04142","Lysosome",113,0.36296721994257,1.08216290254678,0.327235772357724,0.643704255895907,0.565586166554907,2224,"tags=18%, list=16%, signal=15%","111133259/111106921/111106925/111106928/111119851/111119435/111107171/111134947/111120040/111117672/111119282/111113388/111119434/111118438/111106926/111137174/111120703/111119208/111119431/111106930"
"cvn00020","cvn00020","Citrate cycle (TCA cycle)",37,0.403728097206018,1.08490659484269,0.352272727272727,0.645833333333333,0.567456865303755,2308,"tags=27%, list=17%, signal=22%","111105925/111100625/111105866/111111213/111128990/111117164/111127323/111109254/111103886/111117165"
"cvn01232","cvn01232","Nucleotide metabolism",52,0.386710494944754,1.08403644623893,0.347133757961783,0.645833333333333,0.567456865303755,2072,"tags=19%, list=15%, signal=16%","111138521/111103017/111107393/111135848/111124500/111118263/111135526/111126502/111129901/111128130"
"cvn04820","cvn04820","Cytoskeleton in muscle cells",60,0.382951601586274,1.08324028947325,0.345626975763962,0.645833333333333,0.567456865303755,3517,"tags=35%, list=26%, signal=26%","111114114/111112605/111113265/111134722/111130951/111131563/111126968/111103558/111124927/111126214/111130864/111123024/111128420/111118354/111130257/111125072/111132450/111128702/111125973/111132974/111114836"
"cvn04145","cvn04145","Phagosome",57,-0.25142989115118,-1.02928719214719,0.341697350807347,0.645833333333333,0.567456865303755,1574,"tags=18%, list=12%, signal=16%","111136731/111120142/111108442/111137486/111125459/111138109/111119158/111119261/111125836/111134508"
"cvn03440","cvn03440","Homologous recombination",25,0.426076861064761,1.09217411847107,0.369047619047619,0.647170462387854,0.568631724238132,3561,"tags=36%, list=26%, signal=27%","111130645/111131048/111127309/111136966/111119126/111115556/111120979/111131667/111121716"
"cvn03030","cvn03030","DNA replication",33,0.409549516397298,1.08753036579208,0.366325369738339,0.647170462387854,0.568631724238132,2019,"tags=24%, list=15%, signal=21%","111121171/111137687/111124297/111122245/111131693/111121347/111105728/111132381"
"cvn00520","cvn00520","Amino sugar and nucleotide sugar metabolism",46,0.389821920767928,1.07631760238748,0.368191721132898,0.647170462387854,0.568631724238132,3069,"tags=22%, list=23%, signal=17%","111100603/111118471/111124535/111124599/111099882/111132797/111118006/111109888/111129163/111128700"
"cvn00260","cvn00260","Glycine, serine and threonine metabolism",35,0.403518107191908,1.07829316490306,0.375,0.648214285714286,0.569548872180451,1979,"tags=20%, list=15%, signal=17%","111134403/111116065/111100724/111108232/111125858/111135360/111109254"
"cvn03083","cvn03083","Polycomb repressive complex",38,0.389115163593443,1.05046169624463,0.406989853438557,0.693602426282611,0.609428839099989,865,"tags=11%, list=6%, signal=10%","111123912/111104330/111104315/111123056"
"cvn00510","cvn00510","N-Glycan biosynthesis",33,0.39315872629981,1.04400575829859,0.428896473265074,0.708393532419563,0.622424939316015,2343,"tags=24%, list=17%, signal=20%","111101197/111101820/111136571/111125632/111125051/111137033/111137190/111113429"
"cvn00770","cvn00770","Pantothenate and CoA biosynthesis",15,0.45109814129858,1.04371017065046,0.42984693877551,0.708393532419563,0.622424939316015,2378,"tags=27%, list=18%, signal=22%","111103451/111132068/111127104/111103498"
"cvn00061","cvn00061","Fatty acid biosynthesis",14,0.45305318867398,1.03771450565445,0.435400516795866,0.708393532419563,0.622424939316015,4812,"tags=57%, list=36%, signal=37%","111099995/111135553/111100523/111129333/111121884/111121658/111135547/111121707"
"cvn00564","cvn00564","Glycerophospholipid metabolism",45,0.367236385521191,1.01263228250364,0.473282442748092,0.708393532419563,0.622424939316015,2819,"tags=27%, list=21%, signal=21%","111115675/111114331/111120839/111100277/111100381/111111015/111122823/111136067/111138290/111101119/111137103/111121119"
"cvn03018","cvn03018","RNA degradation",54,0.35963312756773,1.00917880322966,0.482029598308668,0.708393532419563,0.622424939316015,2865,"tags=22%, list=21%, signal=18%","111100321/111101883/111126014/111109182/111101096/111131294/111104518/111122313/111123162/111134434/111131610/111108235"
"cvn03082","cvn03082","ATP-dependent chromatin remodeling",70,0.352665312738714,1.00827195571224,0.4859228362878,0.708393532419563,0.622424939316015,3668,"tags=37%, list=27%, signal=27%","111114820/111125651/111123963/111105716/111104330/111125271/111104315/111117803/111128560/111108477/111114783/111129852/111134187/111114721/111135329/111128559/111119597/111121076/111118354/111121077/111125973/111118359/111132974/111123662/111120856/111105834"
"cvn00534","cvn00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",15,0.434539807758654,1.00539899278816,0.478316326530612,0.708393532419563,0.622424939316015,3374,"tags=33%, list=25%, signal=25%","111118293/111104029/111132159/111136074/111135541"
"cvn00040","cvn00040","Pentose and glucuronate interconversions",12,0.4537207774223,1.00271223786901,0.471544715447154,0.708393532419563,0.622424939316015,3010,"tags=42%, list=22%, signal=32%","111124535/111124599/111109442/111120752/111104054"
"cvn03008","cvn03008","Ribosome biogenesis in eukaryotes",57,-0.244041778653281,-0.999042221935365,0.472727272727273,0.708393532419563,0.622424939316015,1705,"tags=25%, list=13%, signal=22%","111130565/111112561/111134591/111123245/111128176/111104038/111110500/111133163/111130413/111138173/111128265/111120769/111122623/111121480"
"cvn00730","cvn00730","Thiamine metabolism",10,-0.369556134431929,-0.990156208423421,0.456521739130435,0.708393532419563,0.622424939316015,2042,"tags=70%, list=15%, signal=59%","111136090/111130301/111135358/111137020/111125074/111124652/111134904"
"cvn00600","cvn00600","Sphingolipid metabolism",45,-0.247073320899745,-0.981987473474143,0.482352941176471,0.708393532419563,0.622424939316015,1809,"tags=36%, list=13%, signal=31%","111122386/111108630/111137368/111133398/111121929/111131382/111121876/111111442/111129840/111122385/111135040/111127974/111133742/111124357/111112101/111135173"
"cvn00670","cvn00670","One carbon pool by folate",19,-0.308837056707414,-0.981934938988736,0.46524064171123,0.708393532419563,0.622424939316015,2092,"tags=37%, list=15%, signal=31%","111115204/111117281/111099502/111104244/111108616/111100544/111114756"
"cvn04068","cvn04068","FoxO signaling pathway",66,0.350043559020527,0.997432706908733,0.502087682672234,0.723245352420718,0.635474385337038,3392,"tags=29%, list=25%, signal=22%","111105936/111129300/111121723/111134248/111121740/111135557/111135231/111119845/111125223/111105462/111117024/111119924/111108199/111121135/111104196/111113171/111121739/111103474/111121090"
"cvn00591","cvn00591","Linoleic acid metabolism",11,0.449377997835592,0.978286492424306,0.508819538670285,0.7243195785777,0.636418246510202,6765,"tags=82%, list=50%, signal=41%","111128571/111121119/111121956/111123661/111111230/111127589/111127642/111127588/111119379"
"cvn00220","cvn00220","Arginine biosynthesis",13,0.428416544077897,0.970326933164834,0.520421607378129,0.732221098752949,0.64336086101825,1048,"tags=15%, list=8%, signal=14%","111134810/111126492"
"cvn01240","cvn01240","Biosynthesis of cofactors",101,0.329819453694141,0.973863451665981,0.541284403669725,0.744266055045872,0.653944076203854,2027,"tags=16%, list=15%, signal=14%","111127901/111116065/111128337/111138462/111124535/111136728/111103451/111124599/111126157/111108232/111134405/111118263/111104850/111122042/111109254/111132797"
"cvn00532","cvn00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",12,0.431361316459013,0.953298355464466,0.535230352303523,0.744266055045872,0.653944076203854,1399,"tags=17%, list=10%, signal=15%","111118293/111111504"
"cvn00480","cvn00480","Glutathione metabolism",38,0.351499353688711,0.94891343707829,0.571589627959414,0.777104999809989,0.682797781477242,3230,"tags=29%, list=24%, signal=22%","111137298/111124500/111136821/111127513/111121161/111101605/111126505/111119277/111118358/111138068/111137005"
"cvn03010","cvn03010","Ribosome",83,0.32716709537412,0.949747869323368,0.59156378600823,0.786552074099767,0.691098386116368,582,"tags=8%, list=4%, signal=8%","111102380/111102365/111123203/111125877/111104114/111137903/111125240"
"cvn00330","cvn00330","Arginine and proline metabolism",49,0.339185937884329,0.944940431307141,0.598060344827586,0.786552074099767,0.691098386116368,2378,"tags=22%, list=18%, signal=19%","111134810/111128747/111100724/111103451/111136821/111112920/111115614/111136221/111132780/111132779/111103498"
"cvn00900","cvn00900","Terpenoid backbone biosynthesis",22,0.355510512809742,0.901369140442202,0.602609727164887,0.786552074099767,0.691098386116368,640,"tags=14%, list=5%, signal=13%","111122171/111123669/111132335"
"cvn03430","cvn03430","Mismatch repair",21,0.355337711220982,0.891198019153553,0.604540023894863,0.786552074099767,0.691098386116368,329,"tags=10%, list=2%, signal=9%","111121171/111137687"
"cvn04136","cvn04136","Autophagy - other",24,0.351287243295367,0.896511772907037,0.612171837708831,0.788008429391154,0.692378002335855,3963,"tags=42%, list=29%, signal=30%","111115682/111133363/111135071/111120866/111108144/111106048/111129370/111123262/111119270/111120906"
"cvn00051","cvn00051","Fructose and mannose metabolism",28,0.336988366227381,0.873176502729017,0.653755868544601,0.832678527304176,0.731627066182878,3010,"tags=25%, list=22%, signal=19%","111131656/111109442/111099882/111107727/111132797/111109888/111104054"
"cvn00513","cvn00513","Various types of N-glycan biosynthesis",31,0.327984410800369,0.862767810808404,0.667820069204152,0.839980479472946,0.738042874526033,272,"tags=6%, list=2%, signal=6%","111101197/111101820"
"cvn03022","cvn03022","Basal transcription factors",27,0.332550349454058,0.859257968541947,0.673372781065089,0.839980479472946,0.738042874526033,3043,"tags=26%, list=22%, signal=20%","111136115/111135800/111130231/111101884/111104805/111134971/111130101"
"cvn00630","cvn00630","Glyoxylate and dicarboxylate metabolism",37,0.321277640691034,0.863344001998798,0.689772727272727,0.847222222222222,0.744405780290948,3416,"tags=35%, list=25%, signal=26%","111130103/111134248/111126492/111111213/111125858/111117164/111109254/111117165/111109454/111121719/111119284/111102576/111123929"
"cvn04350","cvn04350","TGF-beta signaling pathway",37,0.320884136637273,0.862286569667541,0.693181818181818,0.847222222222222,0.744405780290948,4859,"tags=43%, list=36%, signal=28%","111125017/111113417/111125137/111130563/111125223/111117024/111130350/111113134/111119270/111136674/111130759/111128797/111112841/111112989/111123211/111135485"
"cvn04120","cvn04120","Ubiquitin mediated proteolysis",117,0.300422600251204,0.895143341453097,0.707317073170732,0.851485148514851,0.74815137016094,3341,"tags=29%, list=25%, signal=22%","111119906/111119134/111100416/111101598/111108202/111127369/111134817/111100408/111135325/111135857/111119846/111129312/111100417/111126102/111121932/111135620/111125231/111120881/111125292/111108501/111131216/111104494/111128115/111129365/111105462/111101169/111121135/111124761/111131720/111104196/111130310/111108006/111135880/111134540"
"cvn00130","cvn00130","Ubiquinone and other terpenoid-quinone biosynthesis",10,0.385775965827876,0.822206979185598,0.710743801652893,0.851485148514851,0.74815137016094,5246,"tags=50%, list=39%, signal=31%","111123706/111135147/111104443/111110659/111121226"
