"","symbol","baseMean.x","log2FC.x","lfcSE.x","stat.x","pvalue.x","padj.x","name.x","baseMean.y","log2FC.y","lfcSE.y","stat.y","pvalue.y","padj.y","name.y"
"12","LOC111106792",11.536536273041,1.32456405037431,0.321855102039095,3.33865781081757,0.000841841970633714,0.0345076161765397,"uncharacterized LOC111106792",11.536536273041,-1.42042369012727,0.312072155358607,-3.75049061580748,0.000176488910456331,0.0184998092809742,"uncharacterized LOC111106792"
"13","LOC111106920",19.500188752838,-1.37685860036084,0.317529540519909,-3.54883075922879,0.000386945690619925,0.0193028232600588,"plasma alpha-L-fucosidase-like",19.500188752838,1.43143868699971,0.310650184719474,3.80311599707107,0.000142887408481687,0.0162294774215972,"plasma alpha-L-fucosidase-like"
"14","LOC111107307",7.3793069182508,-1.67168001997628,0.344139004846929,-4.13112143625983,3.60997804557294e-05,0.00350207981287748,"FYVE, RhoGEF and PH domain-containing protein 4-like",7.3793069182508,1.49636906389529,0.338622281825002,3.68070599837079,0.000232589064754273,0.0224410933122591,"FYVE, RhoGEF and PH domain-containing protein 4-like"
"15","LOC111108235",15.0361043011327,-1.70852972253891,0.339621726634832,-4.29457130729198,1.75031218897832e-05,0.00212839333391425,"exosome complex component MTR3-like",15.0361043011327,2.37019117184641,0.331537216133686,6.39503219750594,1.60513529193393e-10,4.80095965817437e-07,"exosome complex component MTR3-like"
"16","LOC111108643",19.7731972957617,-1.35182489794983,0.296664735255887,-3.71404068973503,0.0002039759752912,0.0120332043261315,"uncharacterized LOC111108643",19.7731972957617,1.33315155716647,0.288596716164781,3.75316660411348,0.000174614718441839,0.0184998092809742,"uncharacterized LOC111108643"
"17","LOC111109525",11.0230908713924,-2.14083113495578,0.343820918139478,-5.49946508545105,3.80945126067597e-08,1.5118326798619e-05,"FYVE, RhoGEF and PH domain-containing protein 4-like, transcript variant X1",11.0230908713924,2.01216850763188,0.338756899159756,5.2018675103082,1.97295860846443e-07,9.83519866319518e-05,"FYVE, RhoGEF and PH domain-containing protein 4-like, transcript variant X1"
"18","LOC111110427",243.919823722632,-1.04528527754379,0.140774965742428,-5.64933738999373,1.61067461280416e-08,7.14987471723959e-06,"uncharacterized LOC111110427",243.919823722632,0.882101078740605,0.136889249975595,4.61760933640368,3.88186163327116e-06,0.000967554012092836,"uncharacterized LOC111110427"
"19","LOC111111231",12.2370241378583,-1.52278459493437,0.305388449883493,-4.16775616569632,3.07612729669466e-05,0.0030870882100507,"ferrochelatase, mitochondrial-like, transcript variant X1",12.2370241378583,1.79871681166446,0.29295461932666,5.28654170131912,1.2465041029333e-07,8.0195558287074e-05,"ferrochelatase, mitochondrial-like, transcript variant X1"
"20","LOC111112550",24.8850359642615,0.972610015942877,0.213981819120748,3.37696921594593,0.000732892519830657,0.0315215989686772,"insulin-like growth factor 2 mRNA-binding protein 2, transcript variant X1",24.8850359642615,-1.11647033702822,0.201097204880537,-4.30871397512936,1.64206562826176e-05,0.00306963643383183,"insulin-like growth factor 2 mRNA-binding protein 2, transcript variant X1"
"21","LOC111112560",27.3962505967381,-1.81636599383774,0.295142245626664,-5.3071561833242,1.11348765347074e-07,3.60068914905668e-05,"E3 ubiquitin-protein ligase TRIM23-like, transcript variant X1",27.3962505967381,1.98023837740181,0.287094003310865,6.02673116626651,1.67308949722236e-09,2.50210534309604e-06,"E3 ubiquitin-protein ligase TRIM23-like, transcript variant X1"
"22","LOC111115224",3.60928173214191,1.7686231420631,0.356592854914378,4.25870322731997,2.05616234436909e-05,0.00242599370657926,"protein lin-9 homolog",3.60928173214191,-1.96844007887917,0.355816996471756,-4.82956153280771,1.36834025798729e-06,0.000423383349479998,"protein lin-9 homolog"
"24","LOC111118255",17.5330239118648,-2.15355695957115,0.312293327164745,-6.09541349107007,1.09154930435926e-09,1.05892410848452e-06,"vacuolar fusion protein CCZ1 homolog, transcript variant X2",17.5330239118648,1.87487994914183,0.306886669108283,5.29472314279151,1.19196858384485e-07,8.0195558287074e-05,"vacuolar fusion protein CCZ1 homolog, transcript variant X2"
"25","LOC111118811",15.4227006377444,1.29255829143399,0.272539281443992,3.82535055464376,0.000130586132799608,0.00883835291064633,"KAT8 regulatory NSL complex subunit 2-like, transcript variant X1",15.4227006377444,-1.20333240956974,0.254818958622189,-3.7412146047705,0.000183133057783099,0.0188879646837673,"KAT8 regulatory NSL complex subunit 2-like, transcript variant X1"
"27","LOC111119407",9.68278653622818,-1.87106747524806,0.348364677686817,-4.65336349830912,3.26563815223238e-06,0.000606644398024274,"coiled-coil domain-containing protein 57-like",9.68278653622818,2.04888893240257,0.342340458198577,5.25467816999623,1.48283535549451e-07,8.09703344130227e-05,"coiled-coil domain-containing protein 57-like"
"28","LOC111121012",37.9207446571067,-1.39989845722878,0.232151220487235,-4.95323029021941,7.29915045798061e-07,0.000177024674023969,"adenosine 3'-phospho 5'-phosphosulfate transporter 2-like, transcript variant X1",37.9207446571067,1.21525169303187,0.224733379543535,4.29509712794971,1.74616869762038e-05,0.00319762688239749,"adenosine 3'-phospho 5'-phosphosulfate transporter 2-like, transcript variant X1"
"29","LOC111121672",8.25432259949349,1.78381123734999,0.314329404152377,4.87963014941628,1.06284966190151e-06,0.00025080379454222,"2-(3-amino-3-carboxypropyl)histidine synthase subunit 2-like, transcript variant X1",8.25432259949349,-1.53452620128529,0.294553544689766,-4.36092596555982,1.2951318617593e-05,0.00252635178164483,"2-(3-amino-3-carboxypropyl)histidine synthase subunit 2-like, transcript variant X1"
"30","LOC111122030",39.5081315058726,-1.03107891799412,0.234425940260782,-3.33187921577803,0.000862616862598731,0.0351939618100445,"acyl-coenzyme A synthetase ACSM3, mitochondrial-like",39.5081315058726,1.02333953819482,0.225340448327442,3.4318718363029,0.000599430765894349,0.0444619036538558,"acyl-coenzyme A synthetase ACSM3, mitochondrial-like"
"31","LOC111122294",38.4257867448861,-1.12185169819333,0.220451478430404,-3.95484622920581,7.65838923776707e-05,0.00622683865592915,"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like",38.4257867448861,1.09708330072533,0.211157253290301,4.01162303224674,6.03027365175124e-05,0.00887043368478096,"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like"
"32","LOC111122641",15.3718313039824,1.67702819906393,0.295152854806309,4.83487852421554,1.33226966448618e-06,0.000298257601041765,"rab-like protein 6, transcript variant X3",15.3718313039824,-1.36683996372157,0.276092667147126,-4.0451634419049,5.2286632653165e-05,0.00808910266891119,"rab-like protein 6, transcript variant X3"
"33","LOC111122838",65.5920220678765,-0.815886909141877,0.153746997418439,-3.68063714182174,0.000232651887529251,0.0131746779310379,"condensin-2 complex subunit D3-like",65.5920220678765,0.776713909876995,0.145335836529628,3.62411585782298,0.000289951617276546,0.0256123600587403,"condensin-2 complex subunit D3-like"
"34","LOC111123110",45.6401584703842,-1.07233537122785,0.226329030374895,-3.6333623215092,0.000279751749514579,0.0147341959079341,"cell division control protein 6 homolog",45.6401584703842,1.15688933506936,0.217010285424195,4.17901544757035,2.92773801142701e-05,0.00505203714933358,"cell division control protein 6 homolog"
"35","LOC111123483",15.1034704489166,-1.67046102279827,0.299613170412219,-4.74098325131684,2.12683516329898e-06,0.000431846460715428,"uncharacterized LOC111123483, transcript variant X10",15.1034704489166,1.60451032084761,0.290863590031548,4.65685760359588,3.21072351417948e-06,0.000873024911900984,"uncharacterized LOC111123483, transcript variant X10"
"38","LOC111124549",44.0536363928555,1.2930586206969,0.185002904553612,5.63806618719673,1.71970414685639e-08,7.14987471723959e-06,"protein cramped-like",44.0536363928555,-0.88324579793174,0.164600597195641,-3.84716585918019,0.000119492080290249,0.014849738975919,"protein cramped-like"
"42","LOC111125319",55.6364940299059,-1.1843652075868,0.227646408558446,-4.10445837254187,4.05263233334386e-05,0.00380468095725003,"DDB1- and CUL4-associated factor 8-like",55.6364940299059,1.26113059287745,0.219744253694636,4.60139719640883,4.19666275932482e-06,0.000990964603668989,"DDB1- and CUL4-associated factor 8-like"
"43","LOC111125659",48.8234577682818,-0.859720682133239,0.158885215861243,-3.83749160567412,0.000124297481959673,0.0085452072046449,"procollagen galactosyltransferase 1-like",48.8234577682818,0.92301200395458,0.148298162732274,4.538235616375,5.67268583147659e-06,0.0012414880479473,"procollagen galactosyltransferase 1-like"
"44","LOC111126975",32.4186049713192,-1.3491673355276,0.256410060063145,-4.28675589115696,1.81301332526648e-05,0.00216841360861667,"signal recognition particle receptor subunit alpha-like, transcript variant X1",32.4186049713192,1.49105162198392,0.247183176302467,5.0207770631821,5.14628613086667e-07,0.000200772284575072,"signal recognition particle receptor subunit alpha-like, transcript variant X1"
"46","LOC111127826",13.4411798063768,-1.31229657647863,0.325193986756122,-3.26665504204203,0.00108826198614269,0.0413113713087472,"mitochondrial uncoupling protein 2-like, transcript variant X1",13.4411798063768,1.40428285332495,0.317012415304173,3.64112822590062,0.000271445892029071,0.0246224213007451,"mitochondrial uncoupling protein 2-like, transcript variant X1"
"47","LOC111128233",39.7464589044511,-1.04141603824606,0.209420205322102,-3.77908156965471,0.000157407859071339,0.0101053530702343,"probable ATP-dependent RNA helicase DDX49",39.7464589044511,1.05995612117451,0.199631851866397,4.05724894901324,4.96541460498195e-05,0.00781660793868474,"probable ATP-dependent RNA helicase DDX49"
"48","LOC111128838",37.0976093806889,-1.47804644843541,0.278576606798422,-4.40828992264962,1.04190013522434e-05,0.00139951232009903,"tyrosine-protein kinase JAK2-like, transcript variant X1",37.0976093806889,1.60566777677288,0.271201616176746,4.99874519880948,5.77045946517877e-07,0.000204947503127661,"tyrosine-protein kinase JAK2-like, transcript variant X1"
"50","LOC111130099",12.2671912256283,-1.58847101818709,0.338555557209103,-3.95347525593977,7.70242326011164e-05,0.00622683865592915,"collagen type IV alpha-3-binding protein-like",12.2671912256283,1.87012443594794,0.331420187273454,4.88843015048803,1.01643248716881e-06,0.000325730310977349,"collagen type IV alpha-3-binding protein-like"
"51","LOC111130551",9.43682737794629,-1.33344662298842,0.307404380848271,-3.52449961838113,0.000424283425901646,0.0204478771739027,"uncharacterized LOC111130551",9.43682737794629,1.33972204503523,0.296804441015816,3.67151529574708,0.000241116644719047,0.023016379287915,"uncharacterized LOC111130551"
"52","LOC111130727",6.82988015394268,-1.38866909491418,0.352341984666767,-3.23171561853775,0.00123049449802434,0.0445363973211087,"uncharacterized LOC111130727",6.82988015394268,1.63049969210058,0.345312169815768,3.99783098532874,6.39255684375773e-05,0.00925167944500615,"uncharacterized LOC111130727"
"53","LOC111131029",7.99152728487203,-2.19964597643525,0.332097631266664,-5.8707012422794,4.33955664540134e-09,3.15738908924992e-06,"EH domain-containing protein 3-like",7.99152728487203,1.82428298886688,0.327166779033516,4.81186688183157,1.49526939688704e-06,0.000447235076608913,"EH domain-containing protein 3-like"
"54","LOC111131321",17.3356710725136,-1.42907006307575,0.310270009935566,-3.80014189357395,0.000144613259397485,0.00947533391581724,"vacuolar protein sorting-associated protein 54-like",17.3356710725136,1.28789351071615,0.303591847712264,3.41871337632175,0.000629179647273777,0.046275647335964,"vacuolar protein sorting-associated protein 54-like"
"55","LOC111131329",61.752105506524,-1.19788220296446,0.208981816763353,-4.53571615772593,5.74083461730782e-06,0.000928207908216936,"MAM and LDL-receptor class A domain-containing protein 1-like",61.752105506524,1.19963351344987,0.20149779364684,4.7128730109783,2.44248420470564e-06,0.000684887836525742,"MAM and LDL-receptor class A domain-containing protein 1-like"
"56","LOC111131404",46.46363709171,-0.965987661043883,0.200982528255789,-3.56243732854554,0.00036742763975492,0.0185434145820821,"U4/U6.U5 tri-snRNP-associated protein 1-like",46.46363709171,1.22452951511978,0.189812404778899,5.13417190122508,2.83388993112541e-07,0.000133834180799939,"U4/U6.U5 tri-snRNP-associated protein 1-like"
"57","LOC111131432",3.84751910340245,-1.76894596172839,0.360229995129495,-4.21660045600136,2.4801283099336e-05,0.00274101269291522,"sorbitol dehydrogenase-like",3.84751910340245,1.49542518344743,0.357838460352479,3.4804117540095,0.000500643718553299,0.0401096079158817,"sorbitol dehydrogenase-like"
"58","LOC111132043",31.0820974189575,1.41621398127285,0.264203819991524,4.41406933976301,1.01445442816908e-05,0.00138393775192879,"cryptochrome-1-like",31.0820974189575,-1.19938458926639,0.249510625371733,-3.80498661270218,0.000141811860463053,0.0162294774215972,"cryptochrome-1-like"
"59","LOC111132409",15.5375409007331,-2.10421782693221,0.298819701865757,-6.20513913692749,5.46485315335947e-10,6.81623326885451e-07,"uncharacterized LOC111132409, transcript variant X5",15.5375409007331,1.71426337492531,0.293251155142992,4.9932058211717,5.93852120953883e-07,0.000204947503127661,"uncharacterized LOC111132409, transcript variant X5"
"60","LOC111132949",12.3026794830972,-1.41106583728768,0.335176962791411,-3.46403830268681,0.000532130735583649,0.0243247824731981,"transforming acidic coiled-coil-containing protein 3-like",12.3026794830972,1.382329422184,0.32883695357944,3.4434372714454,0.000574369819368773,0.0440497469162052,"transforming acidic coiled-coil-containing protein 3-like"
"61","LOC111133240",9.42403423143133,-1.50234271129271,0.360789052943726,-3.47112170137835,0.000518289042550501,0.0238167454237286,"protein-tyrosine sulfotransferase 1-like, transcript variant X1",9.42403423143133,1.79727661446364,0.35835681838267,4.31769826913517,1.57664760972999e-05,0.00301005510683133,"protein-tyrosine sulfotransferase 1-like, transcript variant X1"
"62","LOC111133241",32.9859879333715,-1.76272788658394,0.254734871650627,-5.93844053145055,2.87745989235259e-09,2.51231023201305e-06,"vacuolar protein sorting-associated protein 51 homolog",32.9859879333715,1.15833022897614,0.250708556802797,3.62305236231174,0.000291146854562745,0.0256123600587403,"vacuolar protein sorting-associated protein 51 homolog"
"64","LOC111133384",7.32344927007475,1.72658146114607,0.338335525276427,4.36425190626869,1.27558521274692e-05,0.00159101921321333,"guanine nucleotide-binding protein G(s) subunit alpha-like",7.32344927007475,-1.43634141340288,0.324671186739607,-3.65397812265474,0.000258208278634293,0.0243884514124791,"guanine nucleotide-binding protein G(s) subunit alpha-like"
"65","LOC111133701",63.6314293065073,-0.994017288952854,0.228430474937477,-3.25708419227555,0.00112563040809375,0.0421797385968519,"protein LCHN-like",63.6314293065073,1.01412541913579,0.221341122981797,3.45225238239456,0.000555927470216677,0.0436069086248072,"protein LCHN-like"
"67","LOC111134393",11.0937604243109,-1.84309458553345,0.35310825480469,-4.51163223701642,6.43306571221396e-06,0.000968398219540346,"zinc finger protein 850-like",11.0937604243109,1.44472723273723,0.350667834719154,3.40700547483654,0.000656798095505261,0.0475278170239412,"zinc finger protein 850-like"
"68","LOC111134499",35.0602005208753,-1.50272473666612,0.298677633569943,-4.19423684891612,2.73791790223335e-05,0.00290226717070705,"tyrosine-protein kinase RYK-like, transcript variant X2",35.0602005208753,1.71559512458985,0.291889173551678,5.02106709459838,5.13852048917499e-07,0.000200772284575072,"tyrosine-protein kinase RYK-like, transcript variant X2"
"69","LOC111134862",7.40398814820384,-1.75805091342605,0.355484933601062,-4.24223580490316,2.21303987056777e-05,0.00256334194332479,"3-keto-steroid reductase-like, transcript variant X2",7.40398814820384,1.583110972113,0.351887073645614,3.78846246979672,0.000151582485505624,0.0170018705305245,"3-keto-steroid reductase-like, transcript variant X2"
"70","LOC111134926",65.9637246827106,-1.01541771542535,0.181325780085546,-4.22122940854987,2.42973501552281e-05,0.0027197456949397,"huntingtin-like, transcript variant X2",65.9637246827106,0.884007141903671,0.17413359637741,3.64092372232151,0.000271661619165694,0.0246224213007451,"huntingtin-like, transcript variant X2"
"71","LOC111135050",15.7594645441796,-1.5015617385166,0.308535446053915,-4.05646013942234,4.9822060545017e-05,0.00448449907854169,"protein BANP-like, transcript variant X1",15.7594645441796,1.61375597490888,0.299455184082403,4.55412378011664,5.26043765017848e-06,0.00118145531910093,"protein BANP-like, transcript variant X1"
"72","LOC111135126",18.3905282435276,-1.46588738477462,0.283162534056945,-4.29395572696104,1.75517489453472e-05,0.00212839333391425,"MORC family CW-type zinc finger protein 2-like",18.3905282435276,1.32260563971312,0.274756304849019,3.90384359078686,9.46769797203931e-05,0.0125834490961044,"MORC family CW-type zinc finger protein 2-like"
"73","LOC111135297",27.5615713424601,-1.40296064893927,0.252411847483921,-4.56777548451928,4.92927601653147e-06,0.000812028469817665,"signal recognition particle subunit SRP72-like",27.5615713424601,1.1352568991302,0.245299282669757,3.60888498937034,0.0003075158957445,0.0267897100244213,"signal recognition particle subunit SRP72-like"
"74","LOC111135380",23.8970731747528,-1.53730492037248,0.239469169989382,-5.37566034253831,7.63025136289338e-08,2.66478898597689e-05,"serine/threonine-protein phosphatase 4 regulatory subunit 1-like, transcript variant X2",23.8970731747528,1.32540984768004,0.231367992215571,4.64804935800307,3.35088742524515e-06,0.000884338613727197,"serine/threonine-protein phosphatase 4 regulatory subunit 1-like, transcript variant X2"
"75","LOC111135587",15.1372028991234,-1.31901870535441,0.29198185105299,-3.66125052464443,0.000250987183893924,0.0137821956136972,"phosphatidylinositide phosphatase SAC2-like",15.1372028991234,1.23505216493618,0.282964102145611,3.48119127997825,0.00049918886487471,0.0401096079158817,"phosphatidylinositide phosphatase SAC2-like"
"76","LOC111135891",14.9447123951565,1.72363709230186,0.356995591368948,4.12788596814598,3.66113581221084e-05,0.00351179734440697,"peroxisome biogenesis factor 2-like",14.9447123951565,-1.5391882815984,0.353507109021599,-3.64685249234869,0.000265472217533149,0.0245575485353087,"peroxisome biogenesis factor 2-like"
"78","LOC111137010",43.8319559716454,-1.39381384550997,0.276179694974951,-4.14155662534755,3.44956683662167e-05,0.0033840638259038,"ras-related protein Rab-2",43.8319559716454,1.24909582509912,0.270748394378678,3.69012650062756,0.00022414256275524,0.0221014419297008,"ras-related protein Rab-2"
"79","LOC111137596",21.1712497698913,-1.58669146830472,0.275255572302212,-4.85618313600251,1.19670031194214e-06,0.000274957642725443,"aspartate aminotransferase, mitochondrial-like",21.1712497698913,1.73120810069727,0.264762113347683,5.5944866203427,2.21275531954983e-08,2.48188168529008e-05,"aspartate aminotransferase, mitochondrial-like"
"80","LOC111138145",28.1769252243185,-0.984276972438932,0.227302694776459,-3.23039272878423,0.0012362028344037,0.0445363973211087,"PRELI domain containing protein 3A-like, transcript variant X3",28.1769252243185,1.03815624770656,0.216053589191594,3.64796646357783,0.000264324129559475,0.0245575485353087,"PRELI domain containing protein 3A-like, transcript variant X3"
