"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-305 0.18023124134591 2 100 "GO:0004197;GO:0008234" "cysteine-type peptidase activity" 0.665460838901615
191 0.685641321837139 3 23 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 0.979985594016096
-86 0.614309335680091 2 180 "GO:0004222;GO:0008237" "metallopeptidase activity" 0.953543551102536
-95 0.715193722597031 3 76 "GO:0004252;GO:0008236;GO:0017171" "serine hydrolase activity" 0.988834316627891
89 0.905879734945347 5 9 "GO:0004312" "fatty acid synthase activity" 0.995625311718836
-346 0.443705348657553 3 25 "GO:0004364" "glutathione transferase activity" 0.889931750432479
1196 0.194605484795341 2 6 "GO:0004379;GO:0019107" "glycylpeptide N-tetradecanoyltransferase activity" 0.680155803294608
1473 0.110115849411159 2 6 "GO:0004382;GO:0017110" "nucleoside-diphosphatase activity" 0.592060458644981
-927 0.245752939785184 3 8 "GO:0004383" "guanylate cyclase activity" 0.735176167323474
1052 0.0932915151121964 3 13 "GO:0004386" "helicase activity" 0.592060458644981
-5 0.994509434579251 4 11 "GO:0004407;GO:0033558;GO:0019213" "deacetylase activity" 0.995625311718836
-1203 0.192128142266081 6 6 "GO:0004435;GO:0004629" "phospholipase C activity" 0.680155803294608
-287 0.755527397751489 3 6 "GO:0004439;GO:0034595;GO:0106019;GO:0052866;GO:0034593" "phosphatidylinositol phosphate phosphatase activity" 0.988834316627891
396 0.695006483846543 3 5 "GO:0004467;GO:0015645" "fatty acid ligase activity" 0.979985594016096
191 0.455092980149373 2 79 "GO:0004497" "monooxygenase activity" 0.900490578407297
1654 0.0728561928639974 2 6 "GO:0004499" "N,N-dimethylaniline monooxygenase activity" 0.592060458644981
453 0.469940904655605 2 13 "GO:0004500;GO:0016715" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen" 0.912460165745423
237 0.482161088679462 2 45 "GO:0004518" "nuclease activity" 0.922453587965651
134 0.780665827315614 3 22 "GO:0004519" "endonuclease activity" 0.991277111663352
-67 0.928853697293423 2 9 "GO:0004521" "endoribonuclease activity" 0.995625311718836
594 0.430609342639055 6 9 "GO:0004531;GO:0016889;GO:0016894" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters" 0.875635793480343
590 0.328990591764769 3 14 "GO:0004536;GO:0004520" "deoxyribonuclease activity" 0.806483881201135
281 0.504335393024242 3 29 "GO:0004540" "ribonuclease activity" 0.929516877312841
-296 0.76951267019541 3 5 "GO:0004550" "nucleoside diphosphate kinase activity" 0.989889666311162
-317 0.108182113831353 2 133 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 0.592060458644981
1249 0.216148978965654 6 5 "GO:0004558;GO:0090599" "alpha-glucosidase activity" 0.726672281665484
-1162 0.0748722383374262 4 12 "GO:0004559;GO:0015923" "mannosidase activity" 0.592060458644981
38 0.937937508228091 3 22 "GO:0004560;GO:0015928" "fucosidase activity" 0.995625311718836
-360 0.511019975466883 6 17 "GO:0004563;GO:0015929" "beta-N-acetylhexosaminidase activity" 0.929516877312841
-317 0.753887656933552 2 5 "GO:0004565" "beta-galactosidase activity" 0.988834316627891
-622 0.230113611084582 5 19 "GO:0004568" "chitinase activity" 0.73401031884113
-1601 0.0826537113458923 7 6 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide mannosidase activity" 0.592060458644981
-266 0.396476374021157 3 52 "GO:0004601;GO:0016209;GO:0016684" "antioxidant activity" 0.869232851293014
-456 0.146851151656183 2 52 "GO:0004620;GO:0016298" "lipase activity" 0.609864194525089
730 0.226734411171512 5 14 "GO:0004623" "phospholipase A2 activity" 0.73401031884113
-1077 0.1317760440855 6 10 "GO:0004630;GO:0004621" "phospholipase D activity" 0.609864194525089
-387 0.587938439701621 5 10 "GO:0004656;GO:0019798;GO:0031545;GO:0031543" "procollagen-proline 4-dioxygenase activity" 0.934875086552577
1006 0.0663974427090625 3 17 "GO:0004659" "prenyltransferase activity" 0.592060458644981
5 0.968579343366034 2 367 "GO:0004672;GO:0016773" "phosphotransferase activity, alcohol group as acceptor" 0.995625311718836
-90 0.627347774345466 3 152 "GO:0004674" "protein serine/threonine kinase activity" 0.953543551102536
1389 0.132120287347941 3 6 "GO:0004675;GO:0005024" "transmembrane receptor protein serine/threonine kinase activity" 0.609864194525089
-1265 0.0525017809933108 2 12 "GO:0004683" "calmodulin-dependent protein kinase activity" 0.592060458644981
-470 0.532449227357025 4 9 "GO:0004693;GO:0097472" "cyclin-dependent protein kinase activity" 0.930172590123931
-175 0.796957735955718 4 11 "GO:0004707" "MAP kinase activity" 0.995625311718836
160 0.544909663936762 4 74 "GO:0004713" "protein tyrosine kinase activity" 0.930172590123931
665 0.0463603387454333 2 46 "GO:0004714;GO:0019199" "transmembrane receptor protein kinase activity" 0.592060458644981
-272 0.563552639513712 2 23 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.930172590123931
156 0.745847654024561 2 22 "GO:0004722" "protein serine/threonine phosphatase activity" 0.988834316627891
-249 0.104168155581459 2 224 "GO:0004725;GO:0004721" "phosphoprotein phosphatase activity" 0.592060458644981
226 0.671093907581576 6 18 "GO:0004748;GO:0061731;GO:0016728;GO:0016725" "oxidoreductase activity, acting on CH or CH2 groups" 0.979723338535164
-943 0.306448665765523 3 6 "GO:0004784;GO:0016721" "superoxide dismutase activity" 0.798229772220624
-1223 0.184745502018012 2 6 "GO:0004806" "triglyceride lipase activity" 0.665460838901615
182 0.725594319491034 4 19 "GO:0004812;GO:0016875" "aminoacyl-tRNA ligase activity" 0.988834316627891
-10 0.991774501819044 3 6 "GO:0004833" "tryptophan 2,3-dioxygenase activity" 0.995625311718836
23 0.919415766720718 4 101 "GO:0004842;GO:0019787" "ubiquitin-protein transferase activity" 0.995625311718836
52 0.867370108427097 4 54 "GO:0004843;GO:0008242;GO:0101005" "omega peptidase activity" 0.995625311718836
150 0.5671980018224 3 75 "GO:0004866;GO:0030414;GO:0061135;GO:0004857;GO:0061134" "enzyme inhibitor activity" 0.930172590123931
23 0.949890106438068 2 39 "GO:0004867" "serine-type endopeptidase inhibitor activity" 0.995625311718836
-148 0.82030114301193 2 12 "GO:0004869" "cysteine-type endopeptidase inhibitor activity" 0.995625311718836
-1 0.989754058410937 3 546 "GO:0004888;GO:0038023;GO:0060089" "signaling receptor activity" 0.995625311718836
-45 0.740680655213121 2 286 "GO:0004930" "G protein-coupled receptor activity" 0.988834316627891
625 0.464445643761901 6 7 "GO:0004957;GO:0004955;GO:0004954;GO:0004953" "prostaglandin E receptor activity" 0.910829512488617
203 0.641750023591397 3 27 "GO:0004970;GO:0022824;GO:0005230;GO:0022835;GO:0030594" "extracellular ligand-gated ion channel activity" 0.953543551102536
168 0.867673071691332 6 5 "GO:0004972" "NMDA glutamate receptor activity" 0.995625311718836
-275 0.747878337679738 3 7 "GO:0005000" "vasopressin receptor activity" 0.988834316627891
-77 0.568597434160276 2 293 "GO:0005044;GO:0038024" "scavenger receptor activity" 0.930172590123931
347 0.73157100385281 4 5 "GO:0005048" "signal sequence binding" 0.988834316627891
239 0.337104593844107 2 83 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.812420402962505
383 0.144081033191858 2 75 "GO:0005096;GO:0008047" "enzyme activator activity" 0.609864194525089
30 0.886195107623866 2 118 "GO:0005102" "signaling receptor binding" 0.995625311718836
-77 0.888533860809246 5 17 "GO:0005109" "frizzled binding" 0.995625311718836
1267 0.0299193857149933 4 15 "GO:0005112" "Notch binding" 0.592060458644981
540 0.527173574693321 2 7 "GO:0005125" "cytokine activity" 0.930172590123931
33 0.951342654860807 2 17 "GO:0005164;GO:0032813;GO:0005126" "tumor necrosis factor receptor superfamily binding" 0.995625311718836
-90 0.861589112301381 3 19 "GO:0005178;GO:0050839" "cell adhesion molecule binding" 0.995625311718836
-110 0.897600968690474 2 7 "GO:0005179" "hormone activity" 0.995625311718836
-66 0.761441374648791 1 111 "GO:0005198" "structural molecule activity" 0.988834316627891
880 0.242580382043336 2 9 "GO:0005201" "extracellular matrix structural constituent" 0.73401031884113
-276 0.0718147388574485 2 224 "GO:0005216;GO:0015267;GO:0022803" "channel activity" 0.592060458644981
-390 0.567347243432892 2 11 "GO:0005217" "intracellular ligand-gated ion channel activity" 0.930172590123931
-196 0.831351329629537 5 6 "GO:0005220;GO:0015278;GO:0099604" "calcium-release channel activity" 0.995625311718836
-621 0.538784263177946 3 5 "GO:0005222;GO:0005221;GO:0043855" "intracellular cyclic nucleotide activated cation channel activity" 0.930172590123931
-590 0.0201030470368183 3 80 "GO:0005244;GO:0022832;GO:0022843" "voltage-gated channel activity" 0.592060458644981
-922 0.0159994852499794 2 35 "GO:0005245" "voltage-gated calcium channel activity" 0.592060458644981
-494 0.536007806621039 4 8 "GO:0005247;GO:0008308" "voltage-gated anion channel activity" 0.930172590123931
-341 0.340827888645953 3 40 "GO:0005249;GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 0.812920572243388
-504 0.528039303180116 2 8 "GO:0005251" "delayed rectifier potassium channel activity" 0.930172590123931
-474 0.276395936837556 2 27 "GO:0005254;GO:0005253;GO:0015108" "chloride transmembrane transporter activity" 0.780542125629258
-242 0.170604910265666 5 167 "GO:0005261" "cation channel activity" 0.661189892698754
-370 0.145147735271734 2 80 "GO:0005262;GO:0015085" "calcium ion transmembrane transporter activity" 0.609864194525089
-290 0.530235205176263 5 24 "GO:0005313;GO:0015172;GO:0015179;GO:0015245;GO:0015171" "L-amino acid transmembrane transporter activity" 0.930172590123931
-59 0.838695889163066 2 61 "GO:0005319" "lipid transporter activity" 0.995625311718836
140 0.869710343449721 5 7 "GO:0005347;GO:0000295;GO:0005346;GO:0015216;GO:0015215;GO:0015605" "organophosphate ester transmembrane transporter activity" 0.995625311718836
782 0.0777356462543051 3 26 "GO:0005355;GO:0015149;GO:0015145;GO:0051119;GO:0015144" "carbohydrate transmembrane transporter activity" 0.592060458644981
-680 0.140643911823129 2 24 "GO:0005385" "zinc ion transmembrane transporter activity" 0.609864194525089
705 0.243283873383604 2 14 "GO:0005402;GO:0005412" "carbohydrate:cation symporter activity" 0.73401031884113
296 0.623736056718979 7 14 "GO:0005415;GO:0005337" "nucleoside transmembrane transporter activity" 0.953543551102536
-415 0.58152533402333 3 9 "GO:0005432;GO:0015368;GO:0015491;GO:0015298" "cation:cation antiporter activity" 0.932967624350896
137 0.840882445415981 2 11 "GO:0005452" "inorganic anion exchanger activity" 0.995625311718836
802 0.155742382214894 3 16 "GO:0005484" "SNAP receptor activity" 0.629548381580935
-1056 0.295996272787512 2 5 "GO:0005501;GO:0019840" "retinoid binding" 0.797608277053372
-70 0.815861358482398 2 57 "GO:0005506" "iron ion binding" 0.995625311718836
-546 0.10964729275097 2 44 "GO:0005507" "copper ion binding" 0.592060458644981
63 0.559132948153832 5 467 "GO:0005509" "calcium ion binding" 0.930172590123931
-1597 0.0108378878165358 3 13 "GO:0005516" "calmodulin binding" 0.592060458644981
-535 0.101798836604966 4 48 "GO:0005525;GO:0032550;GO:0032561;GO:0001883;GO:0032549;GO:0001882;GO:0019001" "GTP binding" 0.592060458644981
-222 0.496888158868862 2 48 "GO:0005543" "phospholipid binding" 0.928050370797398
592 0.407524038406433 2 10 "GO:0005544" "calcium-dependent phospholipid binding" 0.869232851293014
-1112 0.193003512650388 3 7 "GO:0005546;GO:1902936" "phosphatidylinositol-4,5-bisphosphate binding" 0.680155803294608
-287 0.647503225559972 5 13 "GO:0008017;GO:0015631" "microtubule binding" 0.955203794997774
-211 0.408761057548556 4 79 "GO:0008028;GO:0046943;GO:0005342" "carboxylic acid transmembrane transporter activity" 0.869232851293014
472 0.181925330937475 2 41 "GO:0008066" "glutamate receptor activity" 0.665460838901615
280 0.681207213535099 2 11 "GO:0008080" "N-acetyltransferase activity" 0.979985594016096
-572 0.134871332477588 5 35 "GO:0008081" "phosphoric diester hydrolase activity" 0.609864194525089
-268 0.322317549535502 3 70 "GO:0008092" "cytoskeletal protein binding" 0.798229772220624
-1021 0.268143879546905 2 6 "GO:0008126" "acetylesterase activity" 0.769551133984207
-829 0.0140874560717927 2 45 "GO:0008135;GO:0090079;GO:0045182" "translation regulator activity" 0.592060458644981
-219 0.681027222323765 4 18 "GO:0008146;GO:0016782" "transferase activity, transferring sulfur-containing groups" 0.979985594016096
326 0.290842467428821 2 54 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 0.797608277053372
1597 0.0143878923795705 2 12 "GO:0008170" "N-methyltransferase activity" 0.592060458644981
630 0.494526078423214 2 6 "GO:0008171" "O-methyltransferase activity" 0.928050370797398
1193 0.0949391442478046 2 10 "GO:0008173" "RNA methyltransferase activity" 0.592060458644981
-312 0.408098570131006 2 36 "GO:0008188;GO:0004983" "neuropeptide receptor activity" 0.869232851293014
-228 0.761934657571633 3 9 "GO:0008227" "G protein-coupled amine receptor activity" 0.988834316627891
1102 0.0293367371246763 2 20 "GO:0008235;GO:0004181" "metalloexopeptidase activity" 0.592060458644981
627 0.09635017774275 4 36 "GO:0008238" "exopeptidase activity" 0.592060458644981
-2203 0.00580779627975557 2 8 "GO:0008253;GO:0008252" "nucleotidase activity" 0.592060458644981
24 0.828539584130855 2 429 "GO:0008270;GO:0046914" "transition metal ion binding" 0.995625311718836
1913 0.038005536806051 2 6 "GO:0008276" "protein methyltransferase activity" 0.592060458644981
-133 0.62370960034037 2 70 "GO:0008289" "lipid binding" 0.953543551102536
1639 0.0548995794152516 2 7 "GO:0008318" "protein prenyltransferase activity" 0.592060458644981
688 0.223203991157071 5 16 "GO:0008374" "O-acyltransferase activity" 0.73401031884113
-17 0.964156693942363 5 38 "GO:0008375;GO:0008194" "UDP-glycosyltransferase activity" 0.995625311718836
-30 0.961811281775281 3 13 "GO:0008483;GO:0016769" "transferase activity, transferring nitrogenous groups" 0.995625311718836
-174 0.817594461462761 4 9 "GO:0008484" "sulfuric ester hydrolase activity" 0.995625311718836
81 0.620158876952162 4 194 "GO:0008509" "anion transmembrane transporter activity" 0.953543551102536
-152 0.691732521784175 2 35 "GO:0008514" "organic anion transmembrane transporter activity" 0.979985594016096
-306 0.374924273228047 2 43 "GO:0008528" "G protein-coupled peptide receptor activity" 0.842982601589176
648 0.1232036712439 2 29 "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 0.604040221515232
-114 0.844965113217911 2 15 "GO:0009975;GO:0016849" "cyclase activity" 0.995625311718836
53 0.958050943767705 4 5 "GO:0015036" "disulfide oxidoreductase activity" 0.995625311718836
-185 0.0691768099125957 2 527 "GO:0015075;GO:0015318;GO:0022857;GO:0005215" "transporter activity" 0.592060458644981
-139 0.488839939226669 2 129 "GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 0.922783414689915
322 0.523700572807741 3 20 "GO:0015078" "proton transmembrane transporter activity" 0.930172590123931
-214 0.433555496909969 6 69 "GO:0015081" "sodium ion transmembrane transporter activity" 0.875635793480343
-119 0.881200287739539 2 8 "GO:0015101;GO:0005307;GO:0015220" "organic cation transmembrane transporter activity" 0.995625311718836
-18 0.957497935092463 2 44 "GO:0015103" "inorganic anion transmembrane transporter activity" 0.995625311718836
520 0.406947476262422 2 13 "GO:0015252" "proton channel activity" 0.869232851293014
-164 0.581565537889529 4 58 "GO:0015276;GO:0022834" "ligand-gated ion channel activity" 0.932967624350896
-412 0.427052228478962 4 19 "GO:0015280;GO:0005272" "sodium channel activity" 0.875635793480343
49 0.884479188578127 4 45 "GO:0015294;GO:0015293;GO:0015370" "symporter activity" 0.995625311718836
283 0.758966840234339 2 6 "GO:0015295" "solute:proton symporter activity" 0.988834316627891
-447 0.429118661584078 5 16 "GO:0015297" "antiporter activity" 0.875635793480343
-1259 0.140510302923013 5 7 "GO:0015925" "galactosidase activity" 0.609864194525089
1074 0.178615450764313 3 8 "GO:0015926" "glucosidase activity" 0.665460838901615
453 0.336953898687754 2 23 "GO:0015932;GO:1901505" "nucleobase-containing compound transmembrane transporter activity" 0.812420402962505
813 0.232804926979956 3 11 "GO:0016229" "steroid dehydrogenase activity" 0.73401031884113
112 0.307346900472326 4 446 "GO:0016301;GO:0016772" "transferase activity, transferring phosphorus-containing groups" 0.798229772220624
-419 0.557661652084124 3 10 "GO:0016405" "CoA-ligase activity" 0.930172590123931
172 0.746562762531109 2 18 "GO:0016407" "acetyltransferase activity" 0.988834316627891
624 0.319116025122582 2 13 "GO:0016408" "C-acyltransferase activity" 0.798229772220624
562 0.351815666781209 2 14 "GO:0016409" "palmitoyltransferase activity" 0.827939535825112
546 0.292445189714199 5 19 "GO:0016410" "N-acyltransferase activity" 0.797608277053372
80 0.937073257209848 2 5 "GO:0016411" "acylglycerol O-acyltransferase activity" 0.995625311718836
-63 0.933902522239015 2 9 "GO:0016421;GO:0016885" "ligase activity, forming carbon-carbon bonds" 0.995625311718836
26 0.809346665027208 2 465 "GO:0016491" "oxidoreductase activity" 0.995625311718836
-4 0.987765479887581 2 65 "GO:0016616;GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 0.995625311718836
233 0.800314604436514 4 6 "GO:0016624" "oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor" 0.995625311718836
658 0.13086028471286 3 27 "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 0.609864194525089
1615 0.0586197277968222 2 7 "GO:0016634" "oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor" 0.592060458644981
-524 0.369025193081685 2 15 "GO:0016641;GO:0016638" "oxidoreductase activity, acting on the CH-NH2 group of donors" 0.842982601589176
63 0.907977460372881 3 17 "GO:0016645" "oxidoreductase activity, acting on the CH-NH group of donors" 0.995625311718836
-103 0.890859148249044 2 9 "GO:0016646" "oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor" 0.995625311718836
20 0.973113822769222 3 14 "GO:0016651" "oxidoreductase activity, acting on NAD(P)H" 0.995625311718836
-486 0.456622701232029 2 12 "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 0.900490578407297
361 0.695173163097926 2 6 "GO:0016668" "oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor" 0.979985594016096
-323 0.59274107169603 3 14 "GO:0016702;GO:0016701" "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen" 0.938285194209411
195 0.514960667511827 3 57 "GO:0016705" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen" 0.929516877312841
-541 0.338316711715264 2 16 "GO:0016706" "2-oxoglutarate-dependent dioxygenase activity" 0.812420402962505
770 0.173244719507076 2 16 "GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 0.661189892698754
-77 0.938964407415899 4 5 "GO:0016714" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen" 0.995625311718836
-197 0.696816952119094 3 20 "GO:0016722" "oxidoreductase activity, oxidizing metal ions" 0.979985594016096
172 0.0330221299633768 2 881 "GO:0016740" "transferase activity" 0.592060458644981
440 0.0643576857740097 2 91 "GO:0016747;GO:0016746" "transferase activity, transferring acyl groups" 0.592060458644981
-433 0.63862906045967 3 6 "GO:0016755;GO:0003810" "transferase activity, transferring amino-acyl groups" 0.953543551102536
57 0.798231147556919 2 104 "GO:0016757" "transferase activity, transferring glycosyl groups" 0.995625311718836
129 0.642899051451568 2 66 "GO:0016758" "transferase activity, transferring hexosyl groups" 0.953543551102536
-70 0.853529379533224 4 36 "GO:0016763" "transferase activity, transferring pentosyl groups" 0.995625311718836
279 0.383674156992743 2 50 "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 0.857196059610369
1734 0.0860578977614886 3 5 "GO:0016774" "phosphotransferase activity, carboxyl group as acceptor" 0.592060458644981
