"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-149 0.204874568446245 4 23 "GO:0000462;GO:0030490" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.712095555931823
133 0.394966274532649 2 13 "GO:0000463;GO:0000470" "maturation of LSU-rRNA" 0.815066766535557
-41 0.870586868861426 7 5 "GO:0000479;GO:0000478;GO:0000469;GO:0090502;GO:0090501;GO:0090305" "RNA phosphodiester bond hydrolysis, endonucleolytic" 0.95470154218137
410 0.0212492792811105 2 10 "GO:0000491" "small nucleolar ribonucleoprotein complex assembly" 0.367281736952137
437 0.0395324197859883 4 7 "GO:0000492" "box C/D snoRNP assembly" 0.427326632924731
60 0.760954465872654 2 8 "GO:0000712" "resolution of meiotic recombination intermediates" 0.95193342142275
-10 0.900785893644434 4 54 "GO:0000723;GO:0032200;GO:0060249" "telomere maintenance" 0.960935822927859
-140 0.0589197432376733 2 59 "GO:0000724;GO:0000725;GO:0006302;GO:0006310" "DNA recombination" 0.534991268598074
-94 0.579157314192117 2 11 "GO:0000727" "double-strand break repair via break-induced replication" 0.892125735488211
-238 0.230811339074094 2 8 "GO:0000902" "cell morphogenesis" 0.71772841054547
92 0.246943148499924 4 51 "GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361" "cellular nitrogen compound catabolic process" 0.718667880890804
-436 0.0823975908333043 2 5 "GO:0000972" "transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery" 0.550125091740002
41 0.818213227986529 5 10 "GO:0001510;GO:0043414;GO:0032259" "macromolecule methylation" 0.95470154218137
107 0.613480159289284 2 7 "GO:0001522" "pseudouridine synthesis" 0.913550821334853
381 0.12898255283743 5 5 "GO:0001578" "microtubule bundle formation" 0.613449676031192
-22 0.930634394203142 2 5 "GO:0001676" "long-chain fatty acid metabolic process" 0.98023025869919
34 0.891063365962505 3 5 "GO:0001708" "cell fate specification" 0.959675496280958
236 0.347245974538292 3 5 "GO:0001731" "formation of translation preinitiation complex" 0.780443922972201
21 0.808009969722145 5 44 "GO:0001932;GO:0031399;GO:0042325;GO:0032268;GO:0019220;GO:0051246;GO:0051174" "regulation of protein metabolic process" 0.95470154218137
572 0.00702342484330442 4 7 "GO:0001934;GO:0031401;GO:0042327;GO:0045937;GO:0010562" "positive regulation of protein phosphorylation" 0.355417507784152
12 0.950375243347237 3 8 "GO:0002084;GO:0035601;GO:0042159;GO:0098734;GO:0098732;GO:0030163;GO:0042157" "protein catabolic process" 0.987229028376577
21 0.910334971781969 3 9 "GO:0002098;GO:0002097" "tRNA wobble base modification" 0.965635694366855
-106 0.390186150820831 2 21 "GO:0002181;GO:0006412;GO:0043043" "peptide biosynthetic process" 0.813574828389218
-27 0.770265290864938 3 37 "GO:0002224;GO:0002221" "toll-like receptor signaling pathway" 0.95412105032526
-127 0.243414114220707 4 27 "GO:0003333;GO:0006865;GO:1905039;GO:0015849;GO:1903825;GO:0098656" "carboxylic acid transmembrane transport" 0.718667880890804
147 0.15515945092831 3 30 "GO:0003341;GO:0007018" "microtubule-based movement" 0.619817489704182
-621 0.00677128192721485 2 6 "GO:0003352;GO:0060632;GO:0051270" "regulation of cilium movement" 0.355417507784152
-76 0.26996770691259 2 69 "GO:0005975" "carbohydrate metabolic process" 0.754578648940374
-85 0.0887168847340313 2 135 "GO:0006259" "DNA metabolic process" 0.564849931528003
115 0.445612101920042 2 14 "GO:0006325" "chromatin organization" 0.857236840134318
111 0.55406417297207 3 9 "GO:0006338" "chromatin remodeling" 0.890854171096697
-338 0.111313186541375 2 7 "GO:0006353" "DNA-templated transcription, termination" 0.613449676031192
68 0.200272846765885 5 118 "GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219" "regulation of RNA metabolic process" 0.712095555931823
-79 0.318091842468574 2 52 "GO:0006364;GO:0016072" "rRNA processing" 0.780443922972201
-115 0.0120353610118888 2 164 "GO:0006396" "RNA processing" 0.364841643323217
-62 0.629892867341912 2 19 "GO:0006400" "tRNA modification" 0.928478447315675
81 0.552732563448704 5 17 "GO:0006405;GO:0050658;GO:0051168;GO:0050657;GO:0051236;GO:0006913;GO:0015931;GO:0051169" "nucleocytoplasmic transport" 0.890854171096697
312 0.14153681994307 6 7 "GO:0006417;GO:0010608;GO:0034248" "regulation of translation" 0.613449676031192
269 0.15151067417602 3 9 "GO:0006473;GO:0043543" "protein acetylation" 0.619817489704182
-46 0.498031244143449 3 70 "GO:0006486;GO:0043413;GO:0070085" "macromolecule glycosylation" 0.864768248803935
-141 0.347102903236566 4 14 "GO:0006487" "protein N-linked glycosylation" 0.780443922972201
-168 0.504883529837693 6 5 "GO:0006493" "protein O-linked glycosylation" 0.864768248803935
45 0.576976341923117 4 50 "GO:0006508" "proteolysis" 0.892125735488211
61 0.685877148489188 5 14 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "proteolysis involved in cellular protein catabolic process" 0.94453357568112
-61 0.558821761873397 3 29 "GO:0006518;GO:0043604" "peptide metabolic process" 0.890854171096697
-99 0.558129041807286 4 11 "GO:0006520" "cellular amino acid metabolic process" 0.890854171096697
378 0.13264532383817 2 5 "GO:0006575" "cellular modified amino acid metabolic process" 0.613449676031192
178 0.438903023698735 8 6 "GO:0006597;GO:0006596;GO:0008215;GO:0006595;GO:0042401;GO:0006576;GO:0009309;GO:0044106;GO:0009308" "cellular biogenic amine biosynthetic process" 0.851546892133443
47 0.763224152858769 7 13 "GO:0006623;GO:0006605;GO:0007034;GO:0072666;GO:0072594;GO:0072665;GO:0033365" "protein targeting" 0.95193342142275
50 0.41961607597521 3 87 "GO:0006629" "lipid metabolic process" 0.835551309178708
23 0.856761202226062 5 19 "GO:0006631;GO:0032787" "monocarboxylic acid metabolic process" 0.95470154218137
100 0.325577493947776 2 31 "GO:0006644" "phospholipid metabolic process" 0.780443922972201
163 0.218383472969808 3 18 "GO:0006650;GO:0046486;GO:0046488" "glycerophospholipid metabolic process" 0.712095555931823
329 0.0787877564748189 2 9 "GO:0006661" "phosphatidylinositol biosynthetic process" 0.544927674524186
55 0.825550441022136 4 5 "GO:0006664;GO:1903509;GO:0009247;GO:0046467" "glycolipid biosynthetic process" 0.95470154218137
51 0.786304371752582 2 9 "GO:0006665;GO:0006643" "membrane lipid metabolic process" 0.95470154218137
105 0.483874190680784 2 14 "GO:0006790" "sulfur compound metabolic process" 0.864768248803935
178 0.0235887500386573 3 52 "GO:0006796;GO:0019637;GO:0006793" "phosphorus metabolic process" 0.367281736952137
43 0.865245185949462 4 5 "GO:0006801;GO:0072593" "superoxide metabolic process" 0.95470154218137
-60 0.150880241492314 2 201 "GO:0006810;GO:0051234;GO:0006811;GO:0051179" "localization" 0.619817489704182
-22 0.823700992680943 4 33 "GO:0006814;GO:0015672" "monovalent inorganic cation transport" 0.95470154218137
29 0.892033170551904 4 7 "GO:0006839" "mitochondrial transport" 0.959675496280958
45 0.858028036360938 2 5 "GO:0006869" "lipid transport" 0.95470154218137
253 0.269746794363451 4 6 "GO:0006884;GO:0008361" "cell volume homeostasis" 0.754578648940374
-79 0.320991049462428 5 51 "GO:0006886;GO:0015031;GO:0045184;GO:0015833;GO:0008104;GO:0042886;GO:0033036" "amide transport" 0.780443922972201
525 0.0219336786657071 2 6 "GO:0006888" "endoplasmic reticulum to Golgi vesicle-mediated transport" 0.367281736952137
-174 0.41271862293386 2 7 "GO:0006891" "intra-Golgi vesicle-mediated transport" 0.829089623061825
-357 0.155636990806777 2 5 "GO:0006897" "endocytosis" 0.619817489704182
84 0.346931079527418 2 40 "GO:0006928" "movement of cell or subcellular component" 0.780443922972201
-104 0.0644993426671295 2 104 "GO:0006950;GO:0050896" "response to stimulus" 0.544927674524186
-58 0.801088232292467 2 6 "GO:0006955;GO:0002376" "immune response" 0.95470154218137
-157 0.0105095357755254 2 87 "GO:0006974;GO:0033554;GO:0051716;GO:0006281" "cellular response to stress" 0.364841643323217
23 0.566291555558165 2 221 "GO:0006996" "organelle organization" 0.890854171096697
-93 0.381371406107176 5 28 "GO:0007005" "mitochondrion organization" 0.813574828389218
-646 0.00483241696405378 3 6 "GO:0007007;GO:0007006;GO:0061024" "membrane organization" 0.355417507784152
73 0.279463233669487 3 72 "GO:0007010;GO:0000226" "cytoskeleton organization" 0.755216119559209
-30 0.850024246445243 5 13 "GO:0007015;GO:0097435" "supramolecular fiber organization" 0.95470154218137
103 0.0740778897034206 2 100 "GO:0007017" "microtubule-based process" 0.544927674524186
274 0.1964204439505 2 7 "GO:0007059" "chromosome segregation" 0.712095555931823
233 0.213667731355133 2 9 "GO:0007154" "cell communication" 0.712095555931823
31 0.758898334129218 2 32 "GO:0007155;GO:0022610" "cell adhesion" 0.95193342142275
143 0.568544908325948 4 5 "GO:0007157;GO:0098742" "cell-cell adhesion via plasma-membrane adhesion molecules" 0.890854171096697
-174 0.382385551619062 4 8 "GO:0007158" "neuron cell-cell adhesion" 0.813574828389218
57 0.205181479593077 2 168 "GO:0007165" "signal transduction" 0.712095555931823
39 0.594930119373701 2 59 "GO:0007186" "G protein-coupled receptor signaling pathway" 0.894365146343246
33 0.739857913975124 3 32 "GO:0007218" "neuropeptide signaling pathway" 0.95193342142275
63 0.644680655353465 3 17 "GO:0007219;GO:0007166" "cell surface receptor signaling pathway" 0.944145217840236
0 0.999127272737782 4 6 "GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0007267;GO:0023052" "signaling" 0.999127272737782
-64 0.707425280882952 3 11 "GO:0007283;GO:0003006;GO:0048232;GO:0007276;GO:0048609" "spermatogenesis" 0.94453357568112
-170 0.498781172044633 3 5 "GO:0007346" "regulation of mitotic cell cycle" 0.864768248803935
-170 0.459436831256305 3 6 "GO:0007600;GO:0050877;GO:0003008" "system process" 0.864768248803935
-86 0.436770718158042 3 26 "GO:0008033;GO:0006399" "tRNA metabolic process" 0.851546892133443
191 0.138772979063786 2 19 "GO:0008610" "lipid biosynthetic process" 0.613449676031192
-46 0.840210602150983 4 6 "GO:0008643" "carbohydrate transport" 0.95470154218137
-47 0.565336420010348 2 49 "GO:0009059" "macromolecule biosynthetic process" 0.890854171096697
75 0.743081118422135 4 6 "GO:0009100" "glycoprotein metabolic process" 0.95193342142275
291 0.119904678171067 2 9 "GO:0009117;GO:0006753" "nucleoside phosphate metabolic process" 0.613449676031192
243 0.221720772576518 3 8 "GO:0009408;GO:0009266;GO:0009628" "response to temperature stimulus" 0.712095555931823
30 0.77338446369977 4 30 "GO:0009451" "RNA modification" 0.95412105032526
-56 0.662365035084798 2 19 "GO:0009653" "anatomical structure morphogenesis" 0.94453357568112
-171 0.3368701265703 2 10 "GO:0009966;GO:0010646;GO:0023051;GO:0048583" "regulation of signaling" 0.780443922972201
-61 0.246694817437265 2 123 "GO:0016071" "mRNA metabolic process" 0.718667880890804
-23 0.820928426967966 3 31 "GO:0016192" "vesicle-mediated transport" 0.95470154218137
172 0.385491357576537 5 8 "GO:0016311" "dephosphorylation" 0.813574828389218
-65 0.715548934198256 2 10 "GO:0016477;GO:0048870;GO:0040011" "cell motility" 0.94453357568112
161 0.483223857061657 9 6 "GO:0016573;GO:0016570;GO:0018393;GO:0016569;GO:0006475;GO:0018394;GO:0018205" "peptidyl-lysine modification" 0.864768248803935
119 0.214099003696833 2 35 "GO:0018193" "peptidyl-amino acid modification" 0.712095555931823
58 0.163300733194771 2 206 "GO:0019222;GO:0060255;GO:0010468" "regulation of metabolic process" 0.628292651444288
4 0.981665537604622 3 12 "GO:0019318;GO:0005996;GO:0019319;GO:0046364;GO:0016051" "carbohydrate biosynthetic process" 0.990391453494441
-84 0.590590024973839 2 13 "GO:0019725" "cellular homeostasis" 0.894365146343246
40 0.69144701000408 3 32 "GO:0019752;GO:0043436;GO:0006082" "carboxylic acid metabolic process" 0.94453357568112
176 0.0169935919396278 2 60 "GO:0022402" "cell cycle process" 0.367281736952137
72 0.492800268291624 2 29 "GO:0022411" "cellular component disassembly" 0.864768248803935
107 0.316342819490351 1 28 "GO:0022414" "reproductive process" 0.780443922972201
6 0.901671058518211 2 139 "GO:0022607" "cellular component assembly" 0.960935822927859
-39 0.491756690619791 2 105 "GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933" "protein-containing complex subunit organization" 0.864768248803935
-115 0.162302919440209 2 48 "GO:0030001;GO:0006812" "cation transport" 0.628292651444288
248 0.14288397313787 2 11 "GO:0030030" "cell projection organization" 0.613449676031192
35 0.867531343546421 4 7 "GO:0030036;GO:0030029" "actin cytoskeleton organization" 0.95470154218137
-109 0.664262593854359 3 5 "GO:0030154" "cell differentiation" 0.94453357568112
-50 0.843629865017797 3 5 "GO:0030203;GO:0006022" "glycosaminoglycan metabolic process" 0.95470154218137
162 0.340665918593594 2 11 "GO:0030431" "sleep" 0.780443922972201
-100 0.69202948750552 3 5 "GO:0030488" "tRNA methylation" 0.94453357568112
65 0.794600365797542 2 5 "GO:0031023" "microtubule organizing center organization" 0.95470154218137
54 0.245197123304076 2 160 "GO:0031323;GO:0051171;GO:0080090" "regulation of cellular metabolic process" 0.718667880890804
-101 0.461495861290757 2 17 "GO:0031570;GO:0000075;GO:0045786" "negative regulation of cell cycle" 0.864768248803935
334 0.0491009443147218 3 11 "GO:0032270;GO:0031325;GO:0051247;GO:0009893;GO:0010604;GO:0051173" "positive regulation of cellular metabolic process" 0.473020921932646
60 0.615741302485606 1 22 "GO:0032501" "multicellular organismal process" 0.913550821334853
-77 0.341518696064056 1 49 "GO:0032502" "developmental process" 0.780443922972201
39 0.824590178105608 2 10 "GO:0032535;GO:0090066" "regulation of cellular component size" 0.95470154218137
7 0.965164463004852 3 13 "GO:0032774" "RNA biosynthetic process" 0.988989081071606
-178 0.272579071423395 2 12 "GO:0032879" "regulation of localization" 0.754578648940374
-466 0.0128578552713028 2 9 "GO:0032886" "regulation of microtubule-based process" 0.364841643323217
-411 0.102023833037824 2 5 "GO:0032970" "regulation of actin filament-based process" 0.609458160515422
-165 0.23990929568323 2 16 "GO:0032984;GO:0000390;GO:0032988" "protein-containing complex disassembly" 0.718667880890804
-27 0.880001395088131 3 10 "GO:0033043" "regulation of organelle organization" 0.959675496280958
-119 0.18392131285317 2 40 "GO:0034220;GO:0055085" "transmembrane transport" 0.695835633627827
-102 0.105744206387344 7 83 "GO:0034470;GO:0034660" "ncRNA processing" 0.613449676031192
-10 0.952436815922777 3 12 "GO:0034613;GO:0070727" "cellular protein localization" 0.987229028376577
-35 0.715077135731598 3 35 "GO:0034645" "cellular macromolecule biosynthetic process" 0.94453357568112
202 0.0500110225831872 4 30 "GO:0034654;GO:0018130;GO:0019438;GO:1901362" "organic cyclic compound biosynthetic process" 0.473020921932646
139 0.33932611888821 2 15 "GO:0035556" "intracellular signal transduction" 0.780443922972201
-160 0.525505461149388 2 5 "GO:0042127" "regulation of cell population proliferation" 0.890221937917247
84 0.715681828269395 2 6 "GO:0042221" "response to chemical" 0.94453357568112
-39 0.553934889424421 2 74 "GO:0042592;GO:0065008" "regulation of biological quality" 0.890854171096697
-41 0.700000386322558 3 28 "GO:0042981;GO:0043067;GO:0010941" "regulation of apoptotic process" 0.94453357568112
89 0.696985167157631 2 6 "GO:0043254;GO:0044087" "regulation of protein-containing complex assembly" 0.94453357568112
-39 0.678773120781938 2 37 "GO:0043603" "cellular amide metabolic process" 0.94453357568112
-413 0.0713961156884105 2 6 "GO:0044092" "negative regulation of molecular function" 0.544927674524186
352 0.0760844141132676 3 8 "GO:0044242;GO:0016042" "cellular lipid catabolic process" 0.544927674524186
96 0.0895797248238243 2 103 "GO:0044248;GO:1901575;GO:0009056" "catabolic process" 0.564849931528003
93 0.0792185606136482 2 120 "GO:0044249;GO:1901576;GO:0009058" "biosynthetic process" 0.544927674524186
110 0.143228338456622 2 57 "GO:0044255" "cellular lipid metabolic process" 0.613449676031192
66 0.342603797464655 4 67 "GO:0044265;GO:0009057" "macromolecule catabolic process" 0.780443922972201
42 0.581650259261036 4 57 "GO:0044271" "cellular nitrogen compound biosynthetic process" 0.892125735488211
191 0.403959495013201 4 6 "GO:0044272" "sulfur compound biosynthetic process" 0.826115363675645
31 0.659518850509768 2 64 "GO:0044281" "small molecule metabolic process" 0.94453357568112
74 0.564592931183505 2 19 "GO:0044283" "small molecule biosynthetic process" 0.890854171096697
258 0.128070126864413 4 11 "GO:0044772;GO:0044770" "mitotic cell cycle phase transition" 0.613449676031192
-6 0.975553526700441 2 8 "GO:0046395;GO:0016054;GO:0044282" "organic acid catabolic process" 0.990391453494441
251 0.207372634118871 2 8 "GO:0046434" "organophosphate catabolic process" 0.712095555931823
231 0.112628974075969 4 15 "GO:0046474;GO:0008654;GO:0045017" "phospholipid biosynthetic process" 0.613449676031192
4 0.956922926837626 2 71 "GO:0046907;GO:0051641;GO:0051649" "establishment of localization in cell" 0.987370474509732
138 0.3254234421978 4 16 "GO:0048193" "Golgi vesicle transport" 0.780443922972201
-9 0.857935728508585 3 142 "GO:0048519;GO:0010629;GO:0010605;GO:0009892" "negative regulation of biological process" 0.95470154218137
151 0.314531341849919 3 14 "GO:0048522;GO:0048518" "positive regulation of biological process" 0.780443922972201
-39 0.50528600335629 2 97 "GO:0048523" "negative regulation of cellular process" 0.864768248803935
-174 0.354160267939305 2 9 "GO:0048856" "anatomical structure development" 0.788180204139434
28 0.86569531076106 2 12 "GO:0048869" "cellular developmental process" 0.95470154218137
502 0.0456213766294361 2 5 "GO:0051049" "regulation of transport" 0.470729658858273
45 0.744385233652576 2 17 "GO:0051128" "regulation of cellular component organization" 0.95193342142275
-22 0.747674219714163 5 73 "GO:0051276" "chromosome organization" 0.95193342142275
-136 0.494399914037976 2 8 "GO:0051336" "regulation of hydrolase activity" 0.864768248803935
-405 0.0776198090592205 4 6 "GO:0051493;GO:1902903" "regulation of cytoskeleton organization" 0.544927674524186
312 0.0959505499966932 3 9 "GO:0051604" "protein maturation" 0.588669590520253
-57 0.670023215703041 3 18 "GO:0051640;GO:0051656" "organelle localization" 0.94453357568112
-35 0.684582270109279 2 43 "GO:0051726" "regulation of cell cycle" 0.94453357568112
-208 0.365304806871353 5 6 "GO:0055080;GO:0098771;GO:0050801" "ion homeostasis" 0.805089234561137
-390 0.0373509635767991 4 9 "GO:0055082;GO:0048878" "chemical homeostasis" 0.42393343659667
176 0.277804380174307 2 12 "GO:0055086" "nucleobase-containing small molecule metabolic process" 0.755216119559209
225 0.229428020347601 2 9 "GO:0060271;GO:0044782;GO:0120031;GO:0120036;GO:0030031" "cilium organization" 0.71772841054547
760 0.00247264104650776 4 5 "GO:0061912;GO:0016236" "macroautophagy" 0.355417507784152
36 0.832586848541654 3 11 "GO:0061982" "meiosis I cell cycle process" 0.95470154218137
-97 0.33265219831396 2 32 "GO:0065009;GO:0050790" "regulation of catalytic activity" 0.780443922972201
-250 0.123881213808854 4 12 "GO:0070838;GO:0072511" "divalent metal ion transport" 0.613449676031192
-33 0.554372163228825 3 104 "GO:0071705;GO:0071702;GO:0006820" "anion transport" 0.890854171096697
320 0.00782857946661128 2 22 "GO:0090407" "organophosphate biosynthetic process" 0.355417507784152
-52 0.740249113898279 2 13 "GO:0098609" "cell-cell adhesion" 0.95193342142275
-260 0.143150764560125 4 10 "GO:0098662;GO:0098655;GO:0098660;GO:0070588;GO:0006816" "inorganic cation transmembrane transport" 0.613449676031192
8 0.939513020634885 4 26 "GO:1901137;GO:1901135" "carbohydrate derivative metabolic process" 0.982808551539718
-109 0.38624818680592 2 20 "GO:1901565" "organonitrogen compound catabolic process" 0.813574828389218
95 0.222725922780438 2 53 "GO:1901566" "organonitrogen compound biosynthetic process" 0.712095555931823
134 0.593714853398837 2 5 "GO:1901605" "alpha-amino acid metabolic process" 0.894365146343246
-1 0.998545455078591 3 6 "GO:1901615;GO:0006066" "organic hydroxy compound metabolic process" 0.999127272737782
150 0.303698164558739 2 15 "GO:1903046" "meiotic cell cycle process" 0.780443922972201
195 0.0292039327750583 3 40 "GO:1903047" "mitotic cell cycle process" 0.389958396466955
