"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.673966301638443 2 166 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 1
0 1 4 5 "GO:0004556;GO:0016160" "alpha-amylase activity" 1
0 1 7 6 "GO:0004558;GO:0090599" "alpha-1,4-glucosidase activity" 1
0 0.0772860472078614 2 12 "GO:0004559;GO:0015923" "mannosidase activity" 1
0 1 6 24 "GO:0004560;GO:0015928" "alpha-L-fucosidase activity" 1
0 1 6 18 "GO:0004563;GO:0015929" "hexosaminidase activity" 1
0 1 6 5 "GO:0004565" "beta-galactosidase activity" 1
0 1 2 24 "GO:0004568" "chitinase activity" 1
0 1 3 6 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide mannosidase activity" 1
0 0.362534530069467 2 67 "GO:0004601;GO:0016209;GO:0016684" "antioxidant activity" 1
0 0.0522021293803577 3 8 "GO:0004602" "glutathione peroxidase activity" 1
0 1 2 69 "GO:0004620;GO:0016298" "lipase activity" 1
0 1 2 6 "GO:0004622" "lysophospholipase activity" 1
0 1 2 22 "GO:0004623" "phospholipase A2 activity" 1
0 1 2 12 "GO:0004630;GO:0004621" "phospholipase D activity" 1
0 1 3 13 "GO:0004656;GO:0019798;GO:0031545;GO:0031543" "peptidyl-proline dioxygenase activity" 1
0 1 3 17 "GO:0004659" "prenyltransferase activity" 1
0 0.51294621673375 3 406 "GO:0004672;GO:0016773" "phosphotransferase activity, alcohol group as acceptor" 1
0 0.673966301638443 4 166 "GO:0004674" "protein serine/threonine kinase activity" 1
0 1 4 6 "GO:0004675;GO:0005024" "transmembrane receptor protein serine/threonine kinase activity" 1
0 1 2 12 "GO:0004683" "calmodulin-dependent protein kinase activity" 1
0 1 5 10 "GO:0004693;GO:0097472" "cyclin-dependent protein serine/threonine kinase activity" 1
0 1 2 11 "GO:0004707" "MAP kinase activity" 1
0 0.439235141262609 2 86 "GO:0004713" "protein tyrosine kinase activity" 1
0 1 4 53 "GO:0004714;GO:0019199" "transmembrane receptor protein kinase activity" 1
0 1 2 26 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 1
0 1 2 25 "GO:0004722" "protein serine/threonine phosphatase activity" 1
0 0.865192930253487 2 295 "GO:0004725;GO:0004721" "phosphoprotein phosphatase activity" 1
0 1 6 54 "GO:0004748;GO:0061731;GO:0016728;GO:0016725" "oxidoreductase activity, acting on CH or CH2 groups" 1
0 1 2 10 "GO:0004784;GO:0016721" "superoxide dismutase activity" 1
0 1 2 5 "GO:0004792;GO:0016783" "thiosulfate sulfurtransferase activity" 1
0 1 2 7 "GO:0004806" "triglyceride lipase activity" 1
0 1 2 23 "GO:0004812;GO:0016875" "aminoacyl-tRNA ligase activity" 1
0 1 3 5 "GO:0004830" "tryptophan-tRNA ligase activity" 1
0 1 3 7 "GO:0004833" "tryptophan 2,3-dioxygenase activity" 1
0 1 3 140 "GO:0004842;GO:0019787" "ubiquitin-like protein transferase activity" 1
0 0.0680101658697858 4 64 "GO:0004843;GO:0008242;GO:0101005" "thiol-dependent ubiquitin-specific protease activity" 1
0 1 2 6 "GO:0004864;GO:0019212;GO:0019888;GO:0019208" "phosphatase inhibitor activity" 1
0 1 4 172 "GO:0004866;GO:0030414;GO:0061135;GO:0004857;GO:0061134" "enzyme inhibitor activity" 1
0 1 5 112 "GO:0004867" "serine-type endopeptidase inhibitor activity" 1
0 1 2 24 "GO:0004869" "cysteine-type endopeptidase inhibitor activity" 1
0 0.999366899061323 2 1045 "GO:0004888;GO:0038023;GO:0060089" "signaling receptor activity" 1
0 0.982221438347679 4 585 "GO:0004930" "G protein-coupled receptor activity" 1
0 1 8 13 "GO:0004957;GO:0004955;GO:0004954;GO:0004953" "prostaglandin E receptor activity" 1
0 1 3 41 "GO:0004970;GO:0022824;GO:0005230;GO:0022835;GO:0030594" "extracellular ligand-gated ion channel activity" 1
0 1 3 6 "GO:0004972" "NMDA glutamate receptor activity" 1
0 1 5 13 "GO:0004993;GO:0099589" "G protein-coupled serotonin receptor activity" 1
0 1 2 10 "GO:0005000" "vasopressin receptor activity" 1
0 1 2 562 "GO:0005044;GO:0038024" "scavenger receptor activity" 1
0 1 2 5 "GO:0005048" "signal sequence binding" 1
0 1 2 87 "GO:0005085" "guanyl-nucleotide exchange factor activity" 1
0 0.0167981367808385 4 81 "GO:0005096;GO:0008047" "enzyme activator activity" 1
0 1 3 178 "GO:0005102" "signaling receptor binding" 1
0 1 2 19 "GO:0005109" "frizzled binding" 1
0 1 4 21 "GO:0005112" "Notch binding" 1
0 1 2 25 "GO:0005125" "cytokine activity" 1
0 1 4 31 "GO:0005164;GO:0032813;GO:0005126" "cytokine receptor binding" 1
0 1 3 23 "GO:0005178;GO:0050839" "cell adhesion molecule binding" 1
0 1 2 12 "GO:0005179" "hormone activity" 1
0 0.586457556164755 1 131 "GO:0005198" "structural molecule activity" 1
0 1 2 9 "GO:0005201" "extracellular matrix structural constituent" 1
0 1 2 12 "GO:0005217" "intracellular ligand-gated ion channel activity" 1
0 1 2 5 "GO:0005220" "inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity" 1
0 1 4 5 "GO:0005222;GO:0005221;GO:0043855" "intracellular cyclic nucleotide activated cation channel activity" 1
0 1 2 8 "GO:0005242" "inward rectifier potassium channel activity" 1
0 1 3 105 "GO:0005244;GO:0022832;GO:0022843" "voltage-gated ion channel activity" 1
0 1 2 41 "GO:0005245" "voltage-gated calcium channel activity" 1
0 1 5 8 "GO:0005247;GO:0008308" "voltage-gated anion channel activity" 1
0 1 5 58 "GO:0005249;GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 1
0 1 2 13 "GO:0005251" "delayed rectifier potassium channel activity" 1
0 1 2 33 "GO:0005254;GO:0005253;GO:0015108" "chloride transmembrane transporter activity" 1
0 1 3 299 "GO:0005261;GO:0005216;GO:0015267;GO:0022803" "channel activity" 1
0 1 4 97 "GO:0005262;GO:0015085" "calcium ion transmembrane transporter activity" 1
0 1 6 6 "GO:0005307;GO:0015220" "choline transmembrane transporter activity" 1
0 1 3 28 "GO:0005313;GO:0015172;GO:0015179;GO:0015245;GO:0015171" "amino acid transmembrane transporter activity" 1
0 1 2 67 "GO:0005319" "lipid transporter activity" 1
0 1 3 5 "GO:0005335" "serotonin:sodium symporter activity" 1
0 0.0458268073806741 4 7 "GO:0005347;GO:0000295;GO:0005346;GO:0015216;GO:0015215;GO:0015605" "purine nucleotide transmembrane transporter activity" 1
0 1 5 31 "GO:0005355;GO:0015149;GO:0015145;GO:0051119;GO:0015144" "carbohydrate transmembrane transporter activity" 1
0 1 3 5 "GO:0005375" "copper ion transmembrane transporter activity" 1
0 1 3 5 "GO:0005381" "iron ion transmembrane transporter activity" 1
0 0.16565436995629 2 27 "GO:0005385" "zinc ion transmembrane transporter activity" 1
0 1 3 18 "GO:0005402;GO:0005412" "carbohydrate:cation symporter activity" 1
0 1 2 16 "GO:0005415;GO:0005337" "nucleoside transmembrane transporter activity" 1
0 1 3 10 "GO:0005432;GO:0015368;GO:0015491;GO:0015298" "cation:cation antiporter activity" 1
0 1 2 11 "GO:0005452" "inorganic anion exchanger activity" 1
0 1 2 19 "GO:0005484" "SNAP receptor activity" 1
0 1 3 8 "GO:0005501;GO:0019840" "isoprenoid binding" 1
0 1 3 79 "GO:0005506" "iron ion binding" 1
0 1 3 69 "GO:0005507" "copper ion binding" 1
0 0.846624908192676 2 688 "GO:0005509" "calcium ion binding" 1
0 1 2 19 "GO:0005516" "calmodulin binding" 1
0 1 5 87 "GO:0005525;GO:0032550;GO:0032561;GO:0001883;GO:0032549;GO:0001882;GO:0019001" "guanyl nucleotide binding" 1
0 1 2 49 "GO:0005543" "phospholipid binding" 1
0 1 3 10 "GO:0005544" "calcium-dependent phospholipid binding" 1
0 1 4 7 "GO:0005546;GO:1902936" "phosphatidylinositol-4,5-bisphosphate binding" 1
0 1 4 15 "GO:0008017;GO:0015631" "tubulin binding" 1
0 1 5 98 "GO:0008028;GO:0046943;GO:0005342" "organic acid transmembrane transporter activity" 1
0 1 3 6 "GO:0008061" "chitin binding" 1
0 1 4 54 "GO:0008066" "glutamate receptor activity" 1
0 0.0956682918564631 2 15 "GO:0008080" "N-acetyltransferase activity" 1
0 1 5 38 "GO:0008081" "phosphoric diester hydrolase activity" 1
0 0.099693605531084 3 80 "GO:0008092" "cytoskeletal protein binding" 1
0 1 2 6 "GO:0008126" "acetylesterase activity" 1
0 0.285194261087174 4 50 "GO:0008135;GO:0090079;GO:0045182" "translation regulator activity" 1
0 1 2 44 "GO:0008146;GO:0016782" "transferase activity, transferring sulfur-containing groups" 1
0 1 4 73 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 1
0 1 2 12 "GO:0008170" "N-methyltransferase activity" 1
0 1 2 10 "GO:0008171" "O-methyltransferase activity" 1
0 1 2 10 "GO:0008172;GO:0008119" "S-methyltransferase activity" 1
0 1 2 11 "GO:0008173" "RNA methyltransferase activity" 1
0 1 2 5 "GO:0008175" "tRNA methyltransferase activity" 1
0 1 2 57 "GO:0008188;GO:0004983" "neuropeptide receptor activity" 1
0 1 6 5 "GO:0008191" "metalloendopeptidase inhibitor activity" 1
0 1 7 8 "GO:0008198" "ferrous iron binding" 1
0 1 2 20 "GO:0008227" "G protein-coupled amine receptor activity" 1
0 1 2 22 "GO:0008235;GO:0004181" "metalloexopeptidase activity" 1
0 1 4 40 "GO:0008238" "exopeptidase activity" 1
0 1 2 10 "GO:0008252" "nucleotidase activity" 1
0 1 3 7 "GO:0008253" "5'-nucleotidase activity" 1
0 0.965912846995351 3 755 "GO:0008270;GO:0046914" "transition metal ion binding" 1
0 1 2 6 "GO:0008276" "protein methyltransferase activity" 1
0 1 2 89 "GO:0008289" "lipid binding" 1
0 1 2 7 "GO:0008318" "protein prenyltransferase activity" 1
0 1 5 19 "GO:0008374" "O-acyltransferase activity" 1
0 0.265692366894832 5 46 "GO:0008375;GO:0008194" "UDP-glycosyltransferase activity" 1
0 0.0895813625317614 3 14 "GO:0008483;GO:0016769" "transaminase activity" 1
0 1 4 9 "GO:0008484" "sulfuric ester hydrolase activity" 1
0 1 4 7 "GO:0008504;GO:0015378;GO:0015373;GO:0015377;GO:0015296" "anion:sodium symporter activity" 1
0 0.793632296074563 4 233 "GO:0008509" "anion transmembrane transporter activity" 1
0 0.255745600993533 2 44 "GO:0008514" "organic anion transmembrane transporter activity" 1
0 1 6 5 "GO:0008519" "ammonium transmembrane transporter activity" 1
0 1 2 72 "GO:0008528" "G protein-coupled peptide receptor activity" 1
0 1 2 8 "GO:0008747;GO:0016833" "oxo-acid-lyase activity" 1
0 1 2 41 "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 1
0 1 5 5 "GO:0009044;GO:0097599" "xylanase activity" 1
0 1 2 15 "GO:0009975;GO:0016849" "cyclase activity" 1
0 1 2 9 "GO:0015036" "disulfide oxidoreductase activity" 1
0 0.937791014118463 3 653 "GO:0015075;GO:0015318;GO:0022857;GO:0005215" "transporter activity" 1
0 1 3 181 "GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 1
0 1 2 88 "GO:0015081" "sodium ion transmembrane transporter activity" 1
0 1 2 9 "GO:0015101" "organic cation transmembrane transporter activity" 1
0 1 2 50 "GO:0015103" "inorganic anion transmembrane transporter activity" 1
0 1 3 8 "GO:0015106" "bicarbonate transmembrane transporter activity" 1
0 1 6 33 "GO:0015252;GO:0015078" "proton transmembrane transporter activity" 1
0 1 5 84 "GO:0015276;GO:0022834" "ligand-gated ion channel activity" 1
0 1 4 7 "GO:0015278;GO:0099604" "ligand-gated calcium channel activity" 1
0 1 7 28 "GO:0015280;GO:0005272" "sodium channel activity" 1
0 1 4 94 "GO:0015291;GO:0022804;GO:0022853" "active transmembrane transporter activity" 1
0 1 2 54 "GO:0015294;GO:0015293;GO:0015370" "solute:cation symporter activity" 1
0 1 3 6 "GO:0015295" "solute:proton symporter activity" 1
0 1 2 18 "GO:0015297" "antiporter activity" 1
0 1 3 9 "GO:0015925" "galactosidase activity" 1
0 1 3 10 "GO:0015926" "glucosidase activity" 1
0 0.154372675297029 2 25 "GO:0015932;GO:1901505" "nucleobase-containing compound transmembrane transporter activity" 1
0 1 2 12 "GO:0016229" "steroid dehydrogenase activity" 1
0 1 4 5 "GO:0016289" "CoA hydrolase activity" 1
0 0.42560278989446 2 497 "GO:0016301;GO:0016772" "transferase activity, transferring phosphorus-containing groups" 1
0 1 3 11 "GO:0016405" "CoA-ligase activity" 1
0 0.0101601151939387 4 23 "GO:0016407" "acetyltransferase activity" 0.80874516943752
0 0.0834540357512684 5 13 "GO:0016408" "C-acyltransferase activity" 1
0 1 4 15 "GO:0016409" "palmitoyltransferase activity" 1
0 0.148675550998478 2 24 "GO:0016410" "N-acyltransferase activity" 1
0 1 2 7 "GO:0016411" "acylglycerol O-acyltransferase activity" 1
0 1 3 14 "GO:0016421;GO:0016885" "ligase activity, forming carbon-carbon bonds" 1
0 0.582052655668857 2 606 "GO:0016491" "oxidoreductase activity" 1
0 1 3 69 "GO:0016616;GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 1
0 1 3 18 "GO:0016620" "oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor" 1
0 1 4 7 "GO:0016624" "oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor" 1
0 1 2 28 "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 1
0 1 2 7 "GO:0016634" "oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor" 1
0 0.101715086338849 2 16 "GO:0016641;GO:0016638" "oxidoreductase activity, acting on the CH-NH2 group of donors" 1
0 1 3 22 "GO:0016645" "oxidoreductase activity, acting on the CH-NH group of donors" 1
0 1 2 9 "GO:0016646" "oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor" 1
0 1 2 8 "GO:0016647" "oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor" 1
0 1 2 15 "GO:0016651" "oxidoreductase activity, acting on NAD(P)H" 1
0 0.101715086338849 2 16 "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 1
0 1 3 7 "GO:0016668" "oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor" 1
0 1 3 20 "GO:0016702;GO:0016701" "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen" 1
0 1 2 72 "GO:0016705" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen" 1
0 1 3 20 "GO:0016706" "2-oxoglutarate-dependent dioxygenase activity" 1
0 1 3 19 "GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 1
0 1 3 6 "GO:0016714" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen" 1
0 1 3 27 "GO:0016722" "oxidoreductase activity, oxidizing metal ions" 1
0 0.430168066253055 2 1076 "GO:0016740" "transferase activity" 1
0 0.171808805243958 2 112 "GO:0016747;GO:0016746" "transferase activity, transferring acyl groups" 1
0 1 3 6 "GO:0016755;GO:0003810" "transferase activity, transferring amino-acyl groups" 1
0 0.572197439329994 2 126 "GO:0016757" "transferase activity, transferring glycosyl groups" 1
0 0.423883560641271 2 82 "GO:0016758" "transferase activity, transferring hexosyl groups" 1
0 1 2 40 "GO:0016763" "transferase activity, transferring pentosyl groups" 1
0 1 2 65 "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 1
0 1 3 5 "GO:0016774" "phosphotransferase activity, carboxyl group as acceptor" 1
0 1 4 33 "GO:0016776;GO:0019205" "phosphotransferase activity, phosphate group as acceptor" 1
0 1 4 32 "GO:0016779" "nucleotidyltransferase activity" 1
0 0.72524154079248 2 556 "GO:0016788" "hydrolase activity, acting on ester bonds" 1
0 1 3 9 "GO:0016790" "thiolester hydrolase activity" 1
0 1 2 12 "GO:0016799" "hydrolase activity, hydrolyzing N-glycosyl compounds" 1
0 0.327225513427025 3 59 "GO:0016810" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds" 1
0 0.219874270369409 2 37 "GO:0016811" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides" 1
0 1 2 15 "GO:0016814" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines" 1
0 0.232599189119492 2 137 "GO:0016829" "lyase activity" 1
0 0.176787616026213 2 29 "GO:0016830" "carbon-carbon lyase activity" 1
0 0.0895813625317614 2 14 "GO:0016831" "carboxy-lyase activity" 1
0 1 2 59 "GO:0016836;GO:0016835" "carbon-oxygen lyase activity" 1
0 1 2 25 "GO:0016840" "carbon-nitrogen lyase activity" 1
0 1 4 10 "GO:0016841;GO:0003941" "ammonia-lyase activity" 1
0 1 2 15 "GO:0016842" "amidine-lyase activity" 1
0 1 2 6 "GO:0016846" "carbon-sulfur lyase activity" 1
0 1 2 60 "GO:0016853" "isomerase activity" 1
0 1 4 9 "GO:0016857;GO:0016854" "racemase and epimerase activity" 1
0 1 3 22 "GO:0016860" "intramolecular oxidoreductase activity" 1
0 1 2 8 "GO:0016861" "intramolecular oxidoreductase activity, interconverting aldoses and ketoses" 1
0 1 2 5 "GO:0016863" "intramolecular oxidoreductase activity, transposing C=C bonds" 1
0 1 2 85 "GO:0016874" "ligase activity" 1
0 1 3 16 "GO:0016878;GO:0016877" "ligase activity, forming carbon-sulfur bonds" 1
0 1 2 30 "GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 1
0 1 4 6 "GO:0016881" "acid-amino acid ligase activity" 1
0 1 2 5 "GO:0016884" "carbon-nitrogen ligase activity, with glutamine as amido-N-donor" 1
0 0.0277887261712705 2 39 "GO:0016887" "ATPase activity" 1
0 1 2 25 "GO:0016903" "oxidoreductase activity, acting on the aldehyde or oxo group of donors" 1
0 1 4 8 "GO:0016917" "GABA receptor activity" 1
0 0.779934734326426 2 608 "GO:0017076;GO:0000166;GO:0036094;GO:1901265;GO:0035639;GO:0032555;GO:0032553;GO:0097367;GO:0043168" "small molecule binding" 1
0 0.000179693265733679 6 375 "GO:0017111;GO:0016462;GO:0016818;GO:0016817" "hydrolase activity, acting on acid anhydrides" 0.0715179197620042
0 1 3 6 "GO:0019104" "DNA N-glycosylase activity" 1
0 1 5 10 "GO:0019200" "carbohydrate kinase activity" 1
0 1 5 6 "GO:0019202" "amino acid kinase activity" 1
0 1 2 12 "GO:0019239" "deaminase activity" 1
0 1 3 20 "GO:0019825" "oxygen binding" 1
