"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
18 0.814868578417959 3 52 "GO:0006364;GO:0016072" "rRNA processing" 0.954513100053568
92 0.0448927306066472 3 164 "GO:0006396" "RNA processing" 0.513563671852159
144 0.265083844929717 7 19 "GO:0006400" "tRNA modification" 0.801241024123881
15 0.911098007831856 6 17 "GO:0006405;GO:0050658;GO:0051168;GO:0050657;GO:0051236;GO:0006913;GO:0015931;GO:0051169" "nucleocytoplasmic transport" 0.98315145215168
-3 0.989763016887409 3 7 "GO:0006417;GO:0010608;GO:0034248" "regulation of translation" 0.997069538638177
-279 0.136317794143693 6 9 "GO:0006473;GO:0043543" "protein acylation" 0.703275892514053
88 0.196201418573868 2 70 "GO:0006486;GO:0043413;GO:0070085" "protein glycosylation" 0.786527650676302
322 0.0324725686584407 3 14 "GO:0006487" "protein N-linked glycosylation" 0.474469158004334
215 0.391721419246403 2 5 "GO:0006493" "protein O-linked glycosylation" 0.951200807766053
0 0.999694180279954 3 50 "GO:0006508" "proteolysis" 0.999694180279954
-13 0.931572085819418 4 14 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "ubiquitin-dependent protein catabolic process" 0.987079823795155
130 0.21704290145148 3 29 "GO:0006518;GO:0043604" "peptide metabolic process" 0.801241024123881
61 0.718682057603319 2 11 "GO:0006520" "cellular amino acid metabolic process" 0.951953295382718
-346 0.168577682749887 2 5 "GO:0006575" "cellular modified amino acid metabolic process" 0.750335960474987
-5 0.983419214432795 6 6 "GO:0006597;GO:0006596;GO:0008215;GO:0006595;GO:0042401;GO:0006576;GO:0009309;GO:0044106;GO:0009308" "cellular biogenic amine biosynthetic process" 0.997069538638177
29 0.852357319392029 5 13 "GO:0006623;GO:0006605;GO:0007034;GO:0072666;GO:0072594;GO:0072665;GO:0033365" "establishment of protein localization to organelle" 0.969591752115381
-46 0.453685553936855 2 87 "GO:0006629" "lipid metabolic process" 0.951200807766053
15 0.907856866932094 3 19 "GO:0006631;GO:0032787" "monocarboxylic acid metabolic process" 0.98315145215168
-31 0.761242738603927 3 31 "GO:0006644" "phospholipid metabolic process" 0.951953295382718
-13 0.924297472544907 4 18 "GO:0006650;GO:0046486;GO:0046488" "glycerolipid metabolic process" 0.987079823795155
187 0.318249458247135 3 9 "GO:0006661" "phosphatidylinositol biosynthetic process" 0.866972618344068
762 0.0024078752729867 4 5 "GO:0006664;GO:1903509;GO:0009247;GO:0046467" "glycolipid metabolic process" 0.335777715179585
353 0.059631797658869 4 9 "GO:0006665;GO:0006643" "membrane lipid metabolic process" 0.513563671852159
-214 0.154416994661918 3 14 "GO:0006790" "sulfur compound metabolic process" 0.733799272217631
-40 0.610198563139277 2 52 "GO:0006796;GO:0019637;GO:0006793" "phosphorus metabolic process" 0.951200807766053
41 0.869328228925431 2 5 "GO:0006801;GO:0072593" "superoxide metabolic process" 0.973067479690602
49 0.236906777749945 2 201 "GO:0006810;GO:0051234;GO:0051179;GO:0006811" "localization" 0.801241024123881
68 0.489423069760226 2 33 "GO:0006814;GO:0015672" "monovalent inorganic cation transport" 0.951200807766053
17 0.935951340611339 3 7 "GO:0006839" "mitochondrial transport" 0.987079823795155
109 0.663969662974293 2 5 "GO:0006869" "lipid transport" 0.951200807766053
-147 0.522724809648639 5 6 "GO:0006884;GO:0008361" "regulation of cell size" 0.951200807766053
21 0.792398137261166 5 51 "GO:0006886;GO:0015031;GO:0015833;GO:0045184;GO:0042886;GO:0008104;GO:0033036" "amide transport" 0.951953295382718
-560 0.0145278135807944 3 6 "GO:0006888" "endoplasmic reticulum to Golgi vesicle-mediated transport" 0.366423742537814
235 0.268088442504349 2 7 "GO:0006891" "intra-Golgi vesicle-mediated transport" 0.801241024123881
411 0.101602816164688 4 5 "GO:0006897" "endocytosis" 0.591903181840558
-150 0.0946661450171215 2 40 "GO:0006928" "movement of cell or subcellular component" 0.58078959240234
23 0.679807111088636 2 104 "GO:0006950;GO:0050896" "response to stimulus" 0.951200807766053
85 0.71024170470605 2 6 "GO:0006955;GO:0002376" "immune response" 0.951953295382718
70 0.258191206151241 2 87 "GO:0006974;GO:0033554;GO:0051716;GO:0006281" "cellular response to stress" 0.801241024123881
5 0.894410940017468 2 221 "GO:0006996" "organelle organization" 0.98315145215168
75 0.480732302204213 5 28 "GO:0007005" "mitochondrion organization" 0.951200807766053
228 0.320088930227679 3 6 "GO:0007007;GO:0007006;GO:0061024" "membrane organization" 0.866972618344068
43 0.524269886267327 5 72 "GO:0007010;GO:0000226" "cytoskeleton organization" 0.951200807766053
14 0.927633699279087 5 13 "GO:0007015;GO:0097435" "supramolecular fiber organization" 0.987079823795155
-28 0.631844338635295 2 100 "GO:0007017" "microtubule-based process" 0.951200807766053
-265 0.212797502752174 2 7 "GO:0007059" "chromosome segregation" 0.801241024123881
-384 0.0404469936563846 2 9 "GO:0007154" "cell communication" 0.513563671852159
41 0.684774927079869 2 32 "GO:0007155;GO:0022610" "cell adhesion" 0.951200807766053
53 0.834577671265028 3 5 "GO:0007157;GO:0098742" "heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules" 0.960967373009215
71 0.719917762085474 2 8 "GO:0007158" "neuron cell-cell adhesion" 0.951953295382718
-28 0.533381650541177 2 168 "GO:0007165" "signal transduction" 0.951200807766053
15 0.838200616104954 2 59 "GO:0007186" "G protein-coupled receptor signaling pathway" 0.960967373009215
29 0.768472334451648 5 32 "GO:0007218" "neuropeptide signaling pathway" 0.951953295382718
-47 0.729313016842712 5 17 "GO:0007219;GO:0007166" "cell surface receptor signaling pathway" 0.951953295382718
-439 0.0556448875674864 3 6 "GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0007267;GO:0023052" "signaling" 0.513563671852159
62 0.716264076221734 4 11 "GO:0007283;GO:0003006;GO:0048232;GO:0007276;GO:0048609" "male gamete generation" 0.951953295382718
282 0.262187412456564 5 5 "GO:0007346" "regulation of mitotic cell cycle" 0.801241024123881
16 0.94331993260021 3 6 "GO:0007600;GO:0050877;GO:0003008" "system process" 0.987079823795155
157 0.155164603816944 2 26 "GO:0008033;GO:0006399" "tRNA processing" 0.733799272217631
182 0.159550104399325 2 19 "GO:0008610" "lipid biosynthetic process" 0.73914027956422
-3 0.989236585625935 2 6 "GO:0008643" "carbohydrate transport" 0.997069538638177
106 0.18989099345848 2 49 "GO:0009059" "macromolecule biosynthetic process" 0.786527650676302
211 0.35648499404692 2 6 "GO:0009100" "glycoprotein metabolic process" 0.91360889939735
-57 0.763030199438217 2 9 "GO:0009117;GO:0006753" "nucleoside phosphate metabolic process" 0.951953295382718
-245 0.217798873098188 2 8 "GO:0009408;GO:0009266;GO:0009628" "response to temperature stimulus" 0.801241024123881
42 0.68721115627151 3 30 "GO:0009451" "RNA modification" 0.951200807766053
-105 0.414645405507862 2 19 "GO:0009653" "anatomical structure morphogenesis" 0.951200807766053
-254 0.15370354749125 4 10 "GO:0009966;GO:0010646;GO:0023051;GO:0048583" "regulation of signaling" 0.733799272217631
116 0.0261503626792222 3 123 "GO:0016071" "mRNA metabolic process" 0.424009452013103
34 0.737252852134342 3 31 "GO:0016192" "vesicle-mediated transport" 0.951953295382718
-137 0.490412801972212 5 8 "GO:0016311" "dephosphorylation" 0.951200807766053
-143 0.422846810172902 2 10 "GO:0016477;GO:0048870;GO:0040011" "cell motility" 0.951200807766053
-104 0.651453146164352 8 6 "GO:0016573;GO:0016570;GO:0018393;GO:0016569;GO:0006475;GO:0018394;GO:0018205" "peptidyl-lysine modification" 0.951200807766053
-110 0.248807026613805 5 35 "GO:0018193" "peptidyl-amino acid modification" 0.801241024123881
2 0.968288095383161 3 206 "GO:0019222;GO:0060255;GO:0010468" "regulation of metabolic process" 0.994576459963699
12 0.943596131116954 3 12 "GO:0019318;GO:0005996;GO:0019319;GO:0046364;GO:0016051" "carbohydrate biosynthetic process" 0.987079823795155
196 0.210150829789259 3 13 "GO:0019725" "cellular homeostasis" 0.801241024123881
-30 0.767743764471825 3 32 "GO:0019752;GO:0043436;GO:0006082" "oxoacid metabolic process" 0.951953295382718
-120 0.102306450631736 2 60 "GO:0022402" "cell cycle process" 0.591903181840558
-67 0.525113163842766 2 29 "GO:0022411" "cellular component disassembly" 0.951200807766053
-78 0.466172991054604 1 28 "GO:0022414" "reproductive process" 0.951200807766053
-86 0.0802712948794972 2 139 "GO:0022607" "cellular component assembly" 0.552987505927681
-98 0.0803902541656981 2 105 "GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933" "protein-containing complex subunit organization" 0.552987505927681
100 0.222413814674888 6 48 "GO:0030001;GO:0006812" "cation transport" 0.801241024123881
-188 0.268256906755132 2 11 "GO:0030030" "cell projection organization" 0.801241024123881
110 0.60614511205657 4 7 "GO:0030036;GO:0030029" "actin cytoskeleton organization" 0.951200807766053
136 0.588746793535828 3 5 "GO:0030154" "cell differentiation" 0.951200807766053
-55 0.828037278335741 4 5 "GO:0030203;GO:0006022" "glycosaminoglycan metabolic process" 0.959002358072516
79 0.640890911648115 2 11 "GO:0030431" "sleep" 0.951200807766053
190 0.448766420586996 3 5 "GO:0030488" "tRNA methylation" 0.951200807766053
182 0.469843296688623 2 5 "GO:0031023" "microtubule organizing center organization" 0.951200807766053
-26 0.570541583263933 2 160 "GO:0031323;GO:0051171;GO:0080090" "regulation of cellular metabolic process" 0.951200807766053
-15 0.913854433497817 5 17 "GO:0031570;GO:0000075;GO:0045786" "negative regulation of cell cycle" 0.98315145215168
-454 0.0073959849158499 5 11 "GO:0032270;GO:0031325;GO:0051247;GO:0009893;GO:0010604;GO:0051173" "positive regulation of macromolecule metabolic process" 0.335777715179585
-59 0.623831142040621 1 22 "GO:0032501" "multicellular organismal process" 0.951200807766053
-113 0.164060906990796 1 49 "GO:0032502" "developmental process" 0.744836517738214
29 0.871532663549672 3 10 "GO:0032535;GO:0090066" "regulation of cellular component size" 0.973067479690602
156 0.317291558684651 3 13 "GO:0032774" "RNA biosynthetic process" 0.866972618344068
-10 0.950379933187446 3 12 "GO:0032879" "regulation of localization" 0.987689577971702
10 0.957232190104733 4 9 "GO:0032886" "regulation of microtubule-based process" 0.987689577971702
326 0.193969746969364 2 5 "GO:0032970" "regulation of actin filament-based process" 0.786527650676302
-22 0.875836813453078 2 16 "GO:0032984;GO:0000390;GO:0032988" "protein-containing complex disassembly" 0.973067479690602
-175 0.324637324049541 2 10 "GO:0033043" "regulation of organelle organization" 0.866972618344068
73 0.415367592785774 4 40 "GO:0034220;GO:0055085" "transmembrane transport" 0.951200807766053
53 0.397869219607907 5 83 "GO:0034470;GO:0034660" "ncRNA metabolic process" 0.951200807766053
-69 0.669880524061463 2 12 "GO:0034613;GO:0070727" "cellular protein localization" 0.951200807766053
108 0.259704439951535 3 35 "GO:0034645" "cellular macromolecule biosynthetic process" 0.801241024123881
105 0.30855634482605 2 30 "GO:0034654;GO:0018130;GO:0019438;GO:1901362" "heterocycle biosynthetic process" 0.866972618344068
-59 0.683649088743696 2 15 "GO:0035556" "intracellular signal transduction" 0.951200807766053
128 0.609837004675413 4 5 "GO:0042127" "regulation of cell population proliferation" 0.951200807766053
-231 0.313217027526479 2 6 "GO:0042221" "response to chemical" 0.866972618344068
46 0.491414867933731 3 74 "GO:0042592;GO:0065008" "regulation of biological quality" 0.951200807766053
138 0.197498132548675 3 28 "GO:0042981;GO:0043067;GO:0010941" "regulation of programmed cell death" 0.786527650676302
-67 0.768856603748834 2 6 "GO:0043254;GO:0044087" "regulation of protein-containing complex assembly" 0.951953295382718
92 0.322577832532204 2 37 "GO:0043603" "cellular amide metabolic process" 0.866972618344068
131 0.567278820103195 3 6 "GO:0044092" "negative regulation of molecular function" 0.951200807766053
-69 0.72702090470229 4 8 "GO:0044242;GO:0016042" "cellular lipid catabolic process" 0.951953295382718
35 0.538934965124851 2 103 "GO:0044248;GO:1901575;GO:0009056" "catabolic process" 0.951200807766053
-13 0.858890966666682 2 57 "GO:0044255" "cellular lipid metabolic process" 0.969991290713119
39 0.579720744384995 2 67 "GO:0044265;GO:0009057" "macromolecule catabolic process" 0.951200807766053
133 0.0779416948988268 4 57 "GO:0044271" "cellular nitrogen compound biosynthetic process" 0.552987505927681
-270 0.238782424387177 4 6 "GO:0044272" "sulfur compound biosynthetic process" 0.801241024123881
-19 0.789607732448602 2 64 "GO:0044281" "small molecule metabolic process" 0.951953295382718
-103 0.427820633082598 2 19 "GO:0044283" "small molecule biosynthetic process" 0.951200807766053
-247 0.14539757384943 3 11 "GO:0044772;GO:0044770" "cell cycle phase transition" 0.733449983640458
340 0.0869025446723202 3 8 "GO:0046395;GO:0016054;GO:0044282" "small molecule catabolic process" 0.556728661662401
-116 0.559129305130113 4 8 "GO:0046434" "organophosphate catabolic process" 0.951200807766053
99 0.497532438033516 2 15 "GO:0046474;GO:0008654;GO:0045017" "phospholipid biosynthetic process" 0.951200807766053
30 0.663456570178975 2 71 "GO:0046907;GO:0051641;GO:0051649" "establishment of localization in cell" 0.951200807766053
-1 0.992677161815983 4 16 "GO:0048193" "Golgi vesicle transport" 0.997069538638177
32 0.512166550413447 2 142 "GO:0048519;GO:0010629;GO:0010605;GO:0009892" "negative regulation of biological process" 0.951200807766053
-389 0.00966100450881126 4 14 "GO:0048522;GO:0048518" "positive regulation of cellular process" 0.365508003916693
7 0.90822665953612 2 97 "GO:0048523" "negative regulation of cellular process" 0.98315145215168
-434 0.0206180111344754 2 9 "GO:0048856" "anatomical structure development" 0.424009452013103
-82 0.615689461681064 2 12 "GO:0048869" "cellular developmental process" 0.951200807766053
-408 0.104300120148116 2 5 "GO:0051049" "regulation of transport" 0.591903181840558
-136 0.321164921612733 4 17 "GO:0051128" "regulation of cellular component organization" 0.866972618344068
17 0.794119983917171 2 73 "GO:0051276" "chromosome organization" 0.951953295382718
381 0.0553584577277964 2 8 "GO:0051336" "regulation of hydrolase activity" 0.513563671852159
211 0.358199083904688 2 6 "GO:0051493;GO:1902903" "regulation of cytoskeleton organization" 0.91360889939735
-286 0.126863629144872 3 9 "GO:0051604" "protein maturation" 0.684082172882769
157 0.237093444634189 2 18 "GO:0051640;GO:0051656" "organelle localization" 0.801241024123881
101 0.245175677195421 2 43 "GO:0051726" "regulation of cell cycle" 0.801241024123881
428 0.0618824358235266 6 6 "GO:0055080;GO:0098771;GO:0050801" "ion homeostasis" 0.513563671852159
474 0.0114641097872515 2 9 "GO:0055082;GO:0048878" "chemical homeostasis" 0.366423742537814
86 0.597644925188485 3 12 "GO:0055086" "nucleobase-containing small molecule metabolic process" 0.951200807766053
-143 0.446354805162586 4 9 "GO:0060271;GO:0044782;GO:0120031;GO:0120036;GO:0030031" "cilium organization" 0.951200807766053
-487 0.052500900249026 4 5 "GO:0061912;GO:0016236" "macroautophagy" 0.513563671852159
-73 0.665392147236977 3 11 "GO:0061982" "meiosis I cell cycle process" 0.951200807766053
225 0.024585234068651 2 32 "GO:0065009;GO:0050790" "regulation of catalytic activity" 0.424009452013103
123 0.447917078231526 6 12 "GO:0070838;GO:0072511" "divalent inorganic cation transport" 0.951200807766053
6 0.910760249980406 4 104 "GO:0071705;GO:0071702;GO:0006820" "anion transport" 0.98315145215168
51 0.672064205178761 4 22 "GO:0090407" "organophosphate biosynthetic process" 0.951200807766053
64 0.680574975436191 3 13 "GO:0098609" "cell-cell adhesion" 0.951200807766053
141 0.426783964641991 3 10 "GO:0098662;GO:0098655;GO:0098660;GO:0070588;GO:0006816" "calcium ion transport" 0.951200807766053
220 0.0471727918986599 2 26 "GO:1901137;GO:1901135" "carbohydrate derivative metabolic process" 0.513563671852159
46 0.717522221566969 2 20 "GO:1901565" "organonitrogen compound catabolic process" 0.951953295382718
53 0.50134250173198 2 53 "GO:1901566" "organonitrogen compound biosynthetic process" 0.951200807766053
43 0.413044619888613 2 120 "GO:1901576;GO:0044249;GO:0009058" "biosynthetic process" 0.951200807766053
-197 0.43197087756051 6 5 "GO:1901605" "alpha-amino acid metabolic process" 0.951200807766053
-132 0.564811390452457 3 6 "GO:1901615;GO:0006066" "alcohol metabolic process" 0.951200807766053
-107 0.45980647297143 2 15 "GO:1903046" "meiotic cell cycle process" 0.951200807766053
-161 0.0730268005320011 2 40 "GO:1903047" "mitotic cell cycle process" 0.552569457358808
