"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-68 0.565551859728191 5 23 "GO:0000462;GO:0030490" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.870264687036138
157 0.313217845079007 2 13 "GO:0000463;GO:0000470" "maturation of LSU-rRNA" 0.799666901490892
-12 0.961146038178125 6 5 "GO:0000479;GO:0000478;GO:0000469;GO:0090502;GO:0090501;GO:0090305" "endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.999049133059152
497 0.00516360442858332 4 10 "GO:0000491" "small nucleolar ribonucleoprotein complex assembly" 0.223794405853145
618 0.00360406082141585 5 7 "GO:0000492" "box C/D snoRNP assembly" 0.204530451615349
9 0.964973313994716 4 8 "GO:0000712" "resolution of meiotic recombination intermediates" 0.999049133059152
-30 0.695888499803301 6 54 "GO:0000723;GO:0032200;GO:0060249" "telomere organization" 0.923866887609545
20 0.789621005297253 2 59 "GO:0000724;GO:0000725;GO:0006302;GO:0006310" "DNA recombination" 0.95342536277913
-101 0.552875090243536 3 11 "GO:0000727" "double-strand break repair via break-induced replication" 0.870264687036138
-146 0.461474672125451 2 8 "GO:0000902" "cell morphogenesis" 0.82310831377784
11 0.886598182809283 2 51 "GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361" "cellular nitrogen compound catabolic process" 0.981947750452931
-407 0.105148802219374 6 5 "GO:0000972" "transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery" 0.585323536976729
161 0.366675321089543 2 10 "GO:0001510;GO:0043414;GO:0032259" "macromolecule methylation" 0.811643841141026
-51 0.809491175460121 7 7 "GO:0001522" "pseudouridine synthesis" 0.959263711587485
351 0.162480739843895 2 5 "GO:0001578" "microtubule bundle formation" 0.641564787893495
-228 0.363021967676109 3 5 "GO:0001676" "long-chain fatty acid metabolic process" 0.811643841141026
55 0.826167913536083 3 5 "GO:0001708" "cell fate specification" 0.96174418652662
158 0.530716696507456 4 5 "GO:0001731" "formation of translation preinitiation complex" 0.866710000771169
64 0.452797981109192 4 44 "GO:0001932;GO:0031399;GO:0042325;GO:0032268;GO:0019220;GO:0051246;GO:0051174" "regulation of cellular protein metabolic process" 0.822281133694293
659 0.00189822870742699 5 7 "GO:0001934;GO:0031401;GO:0042327;GO:0045937;GO:0010562" "positive regulation of protein phosphorylation" 0.204530451615349
-116 0.558272941484589 5 8 "GO:0002084;GO:0035601;GO:0042159;GO:0098734;GO:0098732;GO:0030163;GO:0042157" "protein catabolic process" 0.870264687036138
0 0.999049133059152 5 9 "GO:0002098;GO:0002097" "tRNA wobble uridine modification" 0.999049133059152
-205 0.0963045201666137 4 21 "GO:0002181;GO:0006412;GO:0043043" "peptide biosynthetic process" 0.585323536976729
-85 0.358853924026716 4 37 "GO:0002224;GO:0002221" "pattern recognition receptor signaling pathway" 0.811643841141026
-95 0.381866394626306 4 27 "GO:0003333;GO:0006865;GO:1905039;GO:0015849;GO:1903825;GO:0098656" "carboxylic acid transmembrane transport" 0.811643841141026
228 0.0269364004017379 4 30 "GO:0003341;GO:0007018" "microtubule-based movement" 0.436754492228179
-381 0.0970471980854466 4 6 "GO:0003352;GO:0060632;GO:0051270" "regulation of microtubule-based movement" 0.585323536976729
-105 0.1264983023587 2 69 "GO:0005975" "carbohydrate metabolic process" 0.603977404244929
-20 0.696523452224054 2 135 "GO:0006259" "DNA metabolic process" 0.923866887609545
46 0.758207888881678 4 14 "GO:0006325" "chromatin organization" 0.939974293221147
79 0.67529291194192 2 9 "GO:0006338" "chromatin remodeling" 0.923442716932625
-308 0.147471423519819 2 7 "GO:0006353" "DNA-templated transcription, termination" 0.631622889415074
62 0.245041870777065 6 118 "GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219" "regulation of RNA metabolic process" 0.782673109238643
18 0.816714961027647 2 52 "GO:0006364;GO:0016072" "rRNA processing" 0.959263711587485
-53 0.248248739494195 3 164 "GO:0006396" "RNA processing" 0.782673109238643
-110 0.396303223455272 2 19 "GO:0006400" "tRNA modification" 0.811643841141026
-100 0.46413156019191 6 17 "GO:0006405;GO:0050658;GO:0051168;GO:0050657;GO:0051236;GO:0006913;GO:0015931;GO:0051169" "nucleocytoplasmic transport" 0.82310831377784
141 0.508102547357741 6 7 "GO:0006417;GO:0010608;GO:0034248" "posttranscriptional regulation of gene expression" 0.855502118534006
231 0.217631684959991 6 9 "GO:0006473;GO:0043543" "protein acetylation" 0.726505771851735
-96 0.161238275820975 5 70 "GO:0006486;GO:0043413;GO:0070085" "protein glycosylation" 0.641564787893495
-245 0.103797043771773 2 14 "GO:0006487" "protein N-linked glycosylation" 0.585323536976729
-373 0.137855181639015 2 5 "GO:0006493" "protein O-linked glycosylation" 0.613590710432479
86 0.286854279186477 2 50 "GO:0006508" "proteolysis" 0.794096602138174
137 0.36251205184111 5 14 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "ubiquitin-dependent protein catabolic process" 0.811643841141026
-219 0.0372513228548091 3 29 "GO:0006518;GO:0043604" "peptide metabolic process" 0.466945383977899
-51 0.764718640335731 2 11 "GO:0006520" "cellular amino acid metabolic process" 0.939974293221147
2 0.993628046346409 2 5 "GO:0006575" "cellular modified amino acid metabolic process" 0.999049133059152
-127 0.579187485546084 5 6 "GO:0006597;GO:0006596;GO:0008215;GO:0006595;GO:0042401;GO:0006576;GO:0009309;GO:0044106;GO:0009308" "cellular biogenic amine biosynthetic process" 0.876503728126407
-277 0.0763435535722812 6 13 "GO:0006623;GO:0006605;GO:0007034;GO:0072666;GO:0072594;GO:0072665;GO:0033365" "protein targeting" 0.585323536976729
30 0.624564969295839 2 87 "GO:0006629" "lipid metabolic process" 0.891674515912927
75 0.560559981072311 2 19 "GO:0006631;GO:0032787" "monocarboxylic acid metabolic process" 0.870264687036138
20 0.843470030328305 2 31 "GO:0006644" "phospholipid metabolic process" 0.967008570123865
58 0.661114638694474 4 18 "GO:0006650;GO:0046486;GO:0046488" "glycerophospholipid metabolic process" 0.921031163910836
-7 0.970529821707414 2 9 "GO:0006661" "phosphatidylinositol biosynthetic process" 0.999049133059152
-505 0.0445038491208481 4 5 "GO:0006664;GO:1903509;GO:0009247;GO:0046467" "glycolipid metabolic process" 0.481065416687263
-157 0.401479621375318 2 9 "GO:0006665;GO:0006643" "membrane lipid metabolic process" 0.811643841141026
39 0.796342166224476 3 14 "GO:0006790" "sulfur compound metabolic process" 0.95645328959236
151 0.0560901843223801 2 52 "GO:0006796;GO:0019637;GO:0006793" "phosphorus metabolic process" 0.509298873647211
-109 0.665414585380516 3 5 "GO:0006801;GO:0072593" "reactive oxygen species metabolic process" 0.921031163910836
-66 0.112108000315433 2 201 "GO:0006810;GO:0006811;GO:0051234;GO:0051179" "localization" 0.585323536976729
-32 0.74290753421333 7 33 "GO:0006814;GO:0015672" "monovalent inorganic cation transport" 0.939974293221147
-434 0.0411405624650131 4 7 "GO:0006839" "mitochondrial transport" 0.466945383977899
-281 0.263200363773607 2 5 "GO:0006869" "lipid transport" 0.786137928639589
169 0.461640777498807 3 6 "GO:0006884;GO:0008361" "cell volume homeostasis" 0.82310831377784
-89 0.260937964600121 5 51 "GO:0006886;GO:0015031;GO:0045184;GO:0015833;GO:0008104;GO:0033036;GO:0042886" "amide transport" 0.786137928639589
493 0.0317202687413413 3 6 "GO:0006888" "endoplasmic reticulum to Golgi vesicle-mediated transport" 0.443345646076024
-350 0.0991301527312143 3 7 "GO:0006891" "intra-Golgi vesicle-mediated transport" 0.585323536976729
-150 0.550797849301246 2 5 "GO:0006897" "endocytosis" 0.870264687036138
164 0.0663781799855232 2 40 "GO:0006928" "movement of cell or subcellular component" 0.55806840210051
-5 0.927810449942902 2 104 "GO:0006950;GO:0050896" "response to stimulus" 0.998165744725302
-146 0.5243794241778 2 6 "GO:0006955;GO:0002376" "immune response" 0.862566154263483
-33 0.587199914123954 3 87 "GO:0006974;GO:0033554;GO:0051716;GO:0006281" "cellular response to stress" 0.877108786692978
1 0.975295428277188 2 221 "GO:0006996" "organelle organization" 0.999049133059152
57 0.595318757526041 2 28 "GO:0007005" "mitochondrion organization" 0.877515311418255
-188 0.413459734315111 6 6 "GO:0007007;GO:0007006;GO:0061024" "membrane organization" 0.816133562517654
-56 0.407454636476448 5 72 "GO:0007010;GO:0000226" "cytoskeleton organization" 0.811643841141026
-6 0.971098718238098 2 13 "GO:0007015;GO:0097435" "supramolecular fiber organization" 0.999049133059152
63 0.276786895370419 2 100 "GO:0007017" "microtubule-based process" 0.787569853182103
194 0.360883745399079 2 7 "GO:0007059" "chromosome segregation" 0.811643841141026
493 0.00845997015057258 2 9 "GO:0007154" "cell communication" 0.274344746311425
-84 0.403106415351223 2 32 "GO:0007155;GO:0022610" "cell adhesion" 0.811643841141026
73 0.770978689454053 3 5 "GO:0007157;GO:0098742" "heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules" 0.939974293221147
-329 0.0976420856582972 2 8 "GO:0007158" "neuron cell-cell adhesion" 0.585323536976729
-2 0.969567605685445 2 168 "GO:0007165" "signal transduction" 0.999049133059152
-29 0.700022487527937 3 59 "GO:0007186" "G protein-coupled receptor signaling pathway" 0.923866887609545
-66 0.506727785608227 5 32 "GO:0007218" "neuropeptide signaling pathway" 0.855502118534006
-25 0.852656095720075 2 17 "GO:0007219;GO:0007166" "cell surface receptor signaling pathway" 0.972627807680688
363 0.113307181228242 6 6 "GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0007267;GO:0023052" "signaling" 0.585323536976729
-115 0.499576960543108 3 11 "GO:0007283;GO:0003006;GO:0048232;GO:0007276;GO:0048609" "spermatogenesis" 0.855502118534006
-110 0.660489131942076 3 5 "GO:0007346" "regulation of mitotic cell cycle" 0.921031163910836
-67 0.770803947533862 3 6 "GO:0007600;GO:0050877;GO:0003008" "system process" 0.939974293221147
-107 0.33207589236386 2 26 "GO:0008033;GO:0006399" "tRNA processing" 0.811643841141026
-148 0.253872244949313 2 19 "GO:0008610" "lipid biosynthetic process" 0.786137928639589
130 0.571231006028126 2 6 "GO:0008643" "carbohydrate transport" 0.870264687036138
-141 0.0817561054108936 4 49 "GO:0009059" "macromolecule biosynthetic process" 0.585323536976729
154 0.502527668570952 3 6 "GO:0009100" "glycoprotein metabolic process" 0.855502118534006
366 0.0507894941309695 5 9 "GO:0009117;GO:0006753" "nucleoside phosphate metabolic process" 0.484697420681587
173 0.383061951594575 2 8 "GO:0009408;GO:0009266;GO:0009628" "response to temperature stimulus" 0.811643841141026
-21 0.836085350290161 2 30 "GO:0009451" "RNA modification" 0.967008570123865
-29 0.81981127774437 2 19 "GO:0009653" "anatomical structure morphogenesis" 0.959263711587485
21 0.906600169983008 3 10 "GO:0009966;GO:0010646;GO:0023051;GO:0048583" "regulation of signaling" 0.982669782776434
-54 0.304022345373061 3 123 "GO:0016071" "mRNA metabolic process" 0.799666901490892
-54 0.592611939164 3 31 "GO:0016192" "vesicle-mediated transport" 0.877515311418255
326 0.100357071708445 2 8 "GO:0016311" "dephosphorylation" 0.585323536976729
155 0.382490960051561 2 10 "GO:0016477;GO:0048870;GO:0040011" "cell motility" 0.811643841141026
31 0.894127991483541 4 6 "GO:0016573;GO:0016570;GO:0018393;GO:0016569;GO:0006475;GO:0018394;GO:0018205" "peptidyl-lysine modification" 0.981947750452931
120 0.210906934558765 5 35 "GO:0018193" "peptidyl-amino acid modification" 0.714565285743875
45 0.281027128227975 2 206 "GO:0019222;GO:0060255;GO:0010468" "regulation of metabolic process" 0.787569853182103
-218 0.179608115479465 3 12 "GO:0019318;GO:0005996;GO:0019319;GO:0046364;GO:0016051" "carbohydrate biosynthetic process" 0.679517370230643
-158 0.3113165149836 2 13 "GO:0019725" "cellular homeostasis" 0.799666901490892
87 0.386158512336125 5 32 "GO:0019752;GO:0043436;GO:0006082" "carboxylic acid metabolic process" 0.811643841141026
177 0.0162955370127226 2 60 "GO:0022402" "cell cycle process" 0.372379237270279
26 0.807938732766735 4 29 "GO:0022411" "cellular component disassembly" 0.959263711587485
-34 0.747185147546153 1 28 "GO:0022414" "reproductive process" 0.939974293221147
108 0.0288862263952568 4 139 "GO:0022607" "cellular component assembly" 0.437144892781553
43 0.450033927964329 2 105 "GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933" "protein-containing complex subunit organization" 0.822281133694293
-63 0.440685716123069 4 48 "GO:0030001;GO:0006812" "cation transport" 0.822281133694293
256 0.13037397712776 4 11 "GO:0030030" "cell projection organization" 0.603977404244929
-168 0.430257138444717 4 7 "GO:0030036;GO:0030029" "actin cytoskeleton organization" 0.822281133694293
-72 0.774340056530196 3 5 "GO:0030154" "cell differentiation" 0.939974293221147
-300 0.231569973351032 2 5 "GO:0030203;GO:0006022" "glycosaminoglycan metabolic process" 0.750948342152632
-34 0.841218055946283 2 11 "GO:0030431" "sleep" 0.967008570123865
29 0.90907777261256 4 5 "GO:0030488" "tRNA methylation" 0.982669782776434
253 0.313525789571319 3 5 "GO:0031023" "microtubule organizing center organization" 0.799666901490892
65 0.161012713229249 3 160 "GO:0031323;GO:0051171;GO:0080090" "regulation of cellular metabolic process" 0.641564787893495
42 0.759712785404021 2 17 "GO:0031570;GO:0000075;GO:0045786" "negative regulation of cell cycle" 0.939974293221147
516 0.00234190918103157 3 11 "GO:0032270;GO:0031325;GO:0051247;GO:0009893;GO:0010604;GO:0051173" "positive regulation of cellular metabolic process" 0.204530451615349
-8 0.946035663889482 1 22 "GO:0032501" "multicellular organismal process" 0.999049133059152
35 0.664064856559803 1 49 "GO:0032502" "developmental process" 0.921031163910836
-25 0.888033038060547 3 10 "GO:0032535;GO:0090066" "regulation of cellular component size" 0.981947750452931
-143 0.358272555293315 2 13 "GO:0032774" "RNA biosynthetic process" 0.811643841141026
-21 0.895432530148708 2 12 "GO:0032879" "regulation of localization" 0.981947750452931
-163 0.384644308942298 2 9 "GO:0032886" "regulation of microtubule-based process" 0.811643841141026
-434 0.0837376036210762 2 5 "GO:0032970" "regulation of actin filament-based process" 0.585323536976729
-122 0.387049876293397 2 16 "GO:0032984;GO:0000390;GO:0032988" "protein-containing complex disassembly" 0.811643841141026
217 0.221742767346211 2 10 "GO:0033043" "regulation of organelle organization" 0.729501567936085
-35 0.696371059639041 2 40 "GO:0034220;GO:0055085" "transmembrane transport" 0.923866887609545
-33 0.604589115574736 6 83 "GO:0034470;GO:0034660" "ncRNA metabolic process" 0.879754674586315
-238 0.143237164343521 4 12 "GO:0034613;GO:0070727" "cellular protein localization" 0.625285313576524
-159 0.0959820217397763 2 35 "GO:0034645" "cellular macromolecule biosynthetic process" 0.585323536976729
38 0.716280341420944 3 30 "GO:0034654;GO:0018130;GO:0019438;GO:1901362" "heterocycle biosynthetic process" 0.929117928586024
-1 0.994836245881683 2 15 "GO:0035556" "intracellular signal transduction" 0.999049133059152
-375 0.135539198245786 3 5 "GO:0042127" "regulation of cell population proliferation" 0.613590710432479
140 0.542108216699485 2 6 "GO:0042221" "response to chemical" 0.870264687036138
-83 0.210356276926727 2 74 "GO:0042592;GO:0065008" "regulation of biological quality" 0.714565285743875
-115 0.280470244291833 4 28 "GO:0042981;GO:0043067;GO:0010941" "regulation of programmed cell death" 0.787569853182103
80 0.726319423289818 2 6 "GO:0043254;GO:0044087" "regulation of protein-containing complex assembly" 0.936786983447663
-141 0.12911326813614 2 37 "GO:0043603" "cellular amide metabolic process" 0.603977404244929
-234 0.306779919854545 3 6 "GO:0044092" "negative regulation of molecular function" 0.799666901490892
263 0.185909469398217 2 8 "GO:0044242;GO:0016042" "cellular lipid catabolic process" 0.680668541183794
43 0.451810444448362 2 103 "GO:0044248;GO:1901575;GO:0009056" "catabolic process" 0.822281133694293
39 0.601852518153629 3 57 "GO:0044255" "cellular lipid metabolic process" 0.879754674586315
1 0.991596221840545 3 67 "GO:0044265;GO:0009057" "macromolecule catabolic process" 0.999049133059152
-142 0.0598590155029727 2 57 "GO:0044271" "cellular nitrogen compound biosynthetic process" 0.522615250737492
100 0.663577065912248 2 6 "GO:0044272" "sulfur compound biosynthetic process" 0.921031163910836
27 0.708449218024097 2 64 "GO:0044281" "small molecule metabolic process" 0.926019590123068
5 0.970153001618877 3 19 "GO:0044283" "small molecule biosynthetic process" 0.999049133059152
383 0.0238686790494294 3 11 "GO:0044772;GO:0044770" "mitotic cell cycle phase transition" 0.416783857247729
-156 0.433893887051583 2 8 "GO:0046395;GO:0016054;GO:0044282" "organic acid catabolic process" 0.822281133694293
193 0.331314866257209 2 8 "GO:0046434" "organophosphate catabolic process" 0.811643841141026
-95 0.514376007155437 3 15 "GO:0046474;GO:0008654;GO:0045017" "phospholipid biosynthetic process" 0.855502118534006
-60 0.375127285284975 3 71 "GO:0046907;GO:0051641;GO:0051649" "establishment of localization in cell" 0.811643841141026
-21 0.884134306863082 2 16 "GO:0048193" "Golgi vesicle transport" 0.981947750452931
-32 0.510559915131094 2 142 "GO:0048519;GO:0010629;GO:0010605;GO:0009892" "negative regulation of biological process" 0.855502118534006
240 0.111001033804019 2 14 "GO:0048522;GO:0048518" "positive regulation of cellular process" 0.585323536976729
-36 0.534982641919624 3 97 "GO:0048523" "negative regulation of cellular process" 0.867436140826819
399 0.0332020968426978 2 9 "GO:0048856" "anatomical structure development" 0.443345646076024
26 0.872602367297718 2 12 "GO:0048869" "cellular developmental process" 0.981947750452931
594 0.0180448088545069 3 5 "GO:0051049" "regulation of transport" 0.372379237270279
213 0.119705953094445 3 17 "GO:0051128" "regulation of cellular component organization" 0.6038500300542
-89 0.183324162484409 3 73 "GO:0051276" "chromosome organization" 0.680668541183794
-390 0.0498117254033433 2 8 "GO:0051336" "regulation of hydrolase activity" 0.484697420681587
-226 0.323821657911588 5 6 "GO:0051493;GO:1902903" "regulation of cytoskeleton organization" 0.811643841141026
425 0.0234462039367046 4 9 "GO:0051604" "protein maturation" 0.416783857247729
-8 0.950665711798646 2 18 "GO:0051640;GO:0051656" "organelle localization" 0.999049133059152
4 0.961830732255873 2 43 "GO:0051726" "regulation of cell cycle" 0.999049133059152
-402 0.0799076352582152 4 6 "GO:0055080;GO:0098771;GO:0050801" "ion homeostasis" 0.585323536976729
-444 0.0177134978177634 3 9 "GO:0055082;GO:0048878" "chemical homeostasis" 0.372379237270279
134 0.407609682335141 3 12 "GO:0055086" "nucleobase-containing small molecule metabolic process" 0.811643841141026
269 0.150990677701746 5 9 "GO:0060271;GO:0044782;GO:0120031;GO:0120036;GO:0030031" "plasma membrane bounded cell projection organization" 0.634720071079562
490 0.0512455422747052 3 5 "GO:0061912;GO:0016236" "selective autophagy" 0.484697420681587
-185 0.274831017363864 2 11 "GO:0061982" "meiosis I cell cycle process" 0.787569853182103
-130 0.19281669862853 2 32 "GO:0065009;GO:0050790" "regulation of catalytic activity" 0.683896727948067
-128 0.430194917655104 4 12 "GO:0070838;GO:0072511" "divalent inorganic cation transport" 0.822281133694293
-43 0.44933281894397 2 104 "GO:0071705;GO:0071702;GO:0006820" "anion transport" 0.822281133694293
112 0.35335567229167 2 22 "GO:0090407" "organophosphate biosynthetic process" 0.811643841141026
-175 0.262750576737486 3 13 "GO:0098609" "cell-cell adhesion" 0.786137928639589
-29 0.871753194112973 8 10 "GO:0098662;GO:0098655;GO:0098660;GO:0070588;GO:0006816" "calcium ion transport" 0.981947750452931
-13 0.904283318349266 4 26 "GO:1901137;GO:1901135" "carbohydrate derivative metabolic process" 0.982669782776434
-175 0.163924042721686 2 20 "GO:1901565" "organonitrogen compound catabolic process" 0.641564787893495
-42 0.587315134701906 2 53 "GO:1901566" "organonitrogen compound biosynthetic process" 0.877108786692978
-45 0.389838980129381 3 120 "GO:1901576;GO:0044249;GO:0009058" "biosynthetic process" 0.811643841141026
103 0.68086251066138 6 5 "GO:1901605" "alpha-amino acid metabolic process" 0.923866887609545
-54 0.814640081631171 3 6 "GO:1901615;GO:0006066" "organic hydroxy compound metabolic process" 0.959263711587485
-94 0.516316256560171 2 15 "GO:1903046" "meiotic cell cycle process" 0.855502118534006
266 0.00300653838559646 2 40 "GO:1903047" "mitotic cell cycle process" 0.204530451615349
