"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 1 4 9 "GO:0007158" "neuron cell-cell adhesion" 1
0 1 4 21 "GO:0007166" "cell surface receptor signaling pathway" 1
0 1 3 163 "GO:0007186" "G protein-coupled receptor signaling pathway" 1
0 1 5 111 "GO:0007218" "neuropeptide signaling pathway" 1
0 1 2 15 "GO:0007219" "Notch signaling pathway" 1
0 1 6 7 "GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0007267;GO:0023052" "signaling" 1
0 1 3 11 "GO:0007283;GO:0003006;GO:0048232;GO:0007276;GO:0048609" "gamete generation" 1
0 1 5 6 "GO:0007346" "regulation of mitotic cell cycle" 1
0 1 4 6 "GO:0007399;GO:0048731" "nervous system development" 1
0 1 3 10 "GO:0007600;GO:0050877;GO:0003008" "system process" 1
0 1 3 6 "GO:0008285;GO:0042127" "regulation of cell population proliferation" 1
0 0.104203585886155 2 20 "GO:0008610" "lipid biosynthetic process" 1
0 1 3 7 "GO:0008643" "carbohydrate transport" 1
0 1 2 54 "GO:0009059" "macromolecule biosynthetic process" 1
0 1 6 5 "GO:0009062;GO:0019395;GO:0072329;GO:0034440;GO:0030258" "fatty acid oxidation" 1
0 1 2 6 "GO:0009100" "glycoprotein metabolic process" 1
0 1 2 7 "GO:0009117" "nucleotide metabolic process" 1
0 1 2 19 "GO:0009408;GO:0009266;GO:0009628" "response to temperature stimulus" 1
0 1 3 36 "GO:0009451" "RNA modification" 1
0 1 2 20 "GO:0009653" "anatomical structure morphogenesis" 1
0 1 2 11 "GO:0009966;GO:0010646;GO:0023051;GO:0048583" "regulation of signaling" 1
0 1 3 5 "GO:0010564" "regulation of cell cycle process" 1
0 1 2 6 "GO:0015918;GO:0015850" "sterol transport" 1
0 0.457099669440329 2 277 "GO:0016070" "RNA metabolic process" 1
0 1 5 146 "GO:0016071" "mRNA metabolic process" 1
0 0.0125363451366049 2 32 "GO:0016192" "vesicle-mediated transport" 0.890049794286816
0 1 5 7 "GO:0016226;GO:0031163" "metallo-sulfur cluster assembly" 1
0 0.0429628833900898 5 8 "GO:0016311" "dephosphorylation" 0.890049794286816
0 1 3 10 "GO:0016477;GO:0048870;GO:0040011" "cell motility" 1
0 0.0270567704643905 4 5 "GO:0016573;GO:0016570;GO:0018393;GO:0016569;GO:0006475;GO:0018394" "covalent chromatin modification" 0.890049794286816
0 0.022053451448359 2 43 "GO:0018193" "peptidyl-amino acid modification" 0.890049794286816
0 0.0429628833900898 2 8 "GO:0018205" "peptidyl-lysine modification" 0.890049794286816
0 0.728248839008713 2 227 "GO:0019222;GO:0060255;GO:0010468" "regulation of metabolic process" 1
0 1 4 15 "GO:0019318;GO:0005996;GO:0019319;GO:0046364;GO:0016051" "carbohydrate biosynthetic process" 1
0 1 2 13 "GO:0019725" "cellular homeostasis" 1
0 1 4 35 "GO:0019752;GO:0043436;GO:0006082" "carboxylic acid metabolic process" 1
0 1 2 74 "GO:0022402" "cell cycle process" 1
0 1 2 31 "GO:0022411" "cellular component disassembly" 1
0 1 1 30 "GO:0022414" "reproductive process" 1
0 0.054828967707511 3 163 "GO:0022607" "cellular component assembly" 0.939925160700189
0 0.0239213311424648 3 118 "GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933" "protein-containing complex subunit organization" 0.890049794286816
0 1 2 56 "GO:0030001;GO:0006812" "cation transport" 1
0 1 3 11 "GO:0030030" "cell projection organization" 1
0 1 2 8 "GO:0030036;GO:0030029" "actin cytoskeleton organization" 1
0 1 2 9 "GO:0030154" "cell differentiation" 1
0 1 3 5 "GO:0030203;GO:0006022" "glycosaminoglycan metabolic process" 1
0 1 2 19 "GO:0030431" "sleep" 1
0 1 4 7 "GO:0030488" "tRNA methylation" 1
0 1 3 5 "GO:0031023" "microtubule organizing center organization" 1
0 1 2 5 "GO:0031123" "RNA 3'-end processing" 1
0 0.636214331332042 4 178 "GO:0031323;GO:0051171;GO:0080090" "regulation of cellular metabolic process" 1
0 1 4 12 "GO:0031325;GO:0009893;GO:0010604;GO:0051173" "positive regulation of metabolic process" 1
0 1 2 19 "GO:0031570;GO:0000075;GO:0045786" "negative regulation of cell cycle" 1
0 1 1 34 "GO:0032501" "multicellular organismal process" 1
0 1 1 57 "GO:0032502" "developmental process" 1
0 1 3 10 "GO:0032535;GO:0090066" "regulation of cellular component size" 1
0 1 3 14 "GO:0032774" "RNA biosynthetic process" 1
0 1 3 13 "GO:0032879" "regulation of localization" 1
0 1 2 11 "GO:0032886" "regulation of microtubule-based process" 1
0 1 2 6 "GO:0032970;GO:1902903" "regulation of actin filament-based process" 1
0 1 2 17 "GO:0032984;GO:0000390;GO:0032988" "protein-containing complex disassembly" 1
0 1 5 13 "GO:0033043" "regulation of organelle organization" 1
0 1 3 45 "GO:0034220;GO:0055085" "transmembrane transport" 1
0 0.0812887927212201 3 88 "GO:0034470;GO:0034660" "ncRNA metabolic process" 1
0 1 3 13 "GO:0034613;GO:0070727" "cellular protein localization" 1
0 1 3 39 "GO:0034645" "cellular macromolecule biosynthetic process" 1
0 1 2 33 "GO:0034654;GO:0018130;GO:0019438;GO:1901362" "heterocycle biosynthetic process" 1
0 0.0992426880231828 3 19 "GO:0035556" "intracellular signal transduction" 1
0 1 2 6 "GO:0036297" "interstrand cross-link repair" 1
0 1 2 6 "GO:0042221" "response to chemical" 1
0 1 3 45 "GO:0042981;GO:0043067;GO:0010941" "regulation of apoptotic process" 1
0 1 2 7 "GO:0043254;GO:0044087" "regulation of protein-containing complex assembly" 1
0 0.207129914450729 2 42 "GO:0043603" "cellular amide metabolic process" 1
0 1 2 6 "GO:0044092" "negative regulation of molecular function" 1
0 1 2 9 "GO:0044242;GO:0016042" "cellular lipid catabolic process" 1
0 1 2 113 "GO:0044248;GO:1901575;GO:0009056" "catabolic process" 1
0 0.291060363563025 3 62 "GO:0044255" "cellular lipid metabolic process" 1
0 1 3 73 "GO:0044265;GO:0009057" "macromolecule catabolic process" 1
0 0.306823348235074 2 66 "GO:0044271" "cellular nitrogen compound biosynthetic process" 1
0 1 2 7 "GO:0044272" "sulfur compound biosynthetic process" 1
0 1 2 72 "GO:0044281" "small molecule metabolic process" 1
0 1 3 23 "GO:0044283" "small molecule biosynthetic process" 1
0 1 4 19 "GO:0044772;GO:0044770" "mitotic cell cycle phase transition" 1
0 1 2 9 "GO:0046395;GO:0016054;GO:0044282" "organic acid catabolic process" 1
0 1 2 10 "GO:0046434" "organophosphate catabolic process" 1
0 1 2 16 "GO:0046474;GO:0008654;GO:0045017" "phospholipid biosynthetic process" 1
0 1 2 82 "GO:0046907;GO:0051641;GO:0051649" "cellular localization" 1
0 1 4 17 "GO:0048193" "Golgi vesicle transport" 1
0 1 4 13 "GO:0048285;GO:0000266" "organelle fission" 1
0 1 3 162 "GO:0048519;GO:0010629;GO:0010605;GO:0009892" "negative regulation of biological process" 1
0 1 3 16 "GO:0048522;GO:0048518" "positive regulation of biological process" 1
0 1 2 114 "GO:0048523" "negative regulation of cellular process" 1
0 1 2 11 "GO:0048856" "anatomical structure development" 1
0 1 2 16 "GO:0048869" "cellular developmental process" 1
0 1 4 21 "GO:0051128" "regulation of cellular component organization" 1
0 1 4 154 "GO:0051276;GO:0000723;GO:0032200;GO:0060249;GO:0042592;GO:0065008" "chromosome organization" 1
0 1 2 8 "GO:0051336" "regulation of hydrolase activity" 1
0 1 2 8 "GO:0051493" "regulation of cytoskeleton organization" 1
0 1 2 11 "GO:0051604" "protein maturation" 1
0 1 3 25 "GO:0051640;GO:0051656" "organelle localization" 1
0 1 2 47 "GO:0051726" "regulation of cell cycle" 1
0 1 4 6 "GO:0055080;GO:0098771;GO:0050801" "ion homeostasis" 1
0 1 2 9 "GO:0055082;GO:0048878" "chemical homeostasis" 1
0 1 3 14 "GO:0055086;GO:0006753" "nucleobase-containing small molecule metabolic process" 1
0 1 5 9 "GO:0060271;GO:0044782;GO:0120031;GO:0120036;GO:0030031" "cilium organization" 1
0 1 2 6 "GO:0060627;GO:0051049" "regulation of transport" 1
0 1 4 5 "GO:0061912;GO:0016236" "macroautophagy" 1
0 1 2 33 "GO:0065009;GO:0050790" "regulation of catalytic activity" 1
0 1 2 5 "GO:0070646" "protein modification by small protein removal" 1
0 1 7 14 "GO:0070838;GO:0072511" "divalent metal ion transport" 1
0 1 2 119 "GO:0071702;GO:0006820" "anion transport" 1
0 1 2 88 "GO:0071705" "nitrogen compound transport" 1
0 1 4 23 "GO:0090407" "organophosphate biosynthetic process" 1
0 1 2 20 "GO:0098609" "cell-cell adhesion" 1
0 1 6 12 "GO:0098662;GO:0098655;GO:0098660;GO:0070588;GO:0006816" "inorganic cation transmembrane transport" 1
0 0.133440162662189 2 26 "GO:1901137;GO:1901135" "carbohydrate derivative metabolic process" 1
0 1 3 5 "GO:1901292;GO:0034404" "nucleoside phosphate catabolic process" 1
0 1 2 21 "GO:1901565" "organonitrogen compound catabolic process" 1
0 0.279020397065853 4 59 "GO:1901566" "organonitrogen compound biosynthetic process" 1
0 0.166147514235944 3 135 "GO:1901576;GO:0009058;GO:0044249" "biosynthetic process" 1
0 1 2 5 "GO:1901605" "alpha-amino acid metabolic process" 1
0 1 3 6 "GO:1901615;GO:0006066" "alcohol metabolic process" 1
0 1 2 17 "GO:1903046;GO:0061982" "meiotic cell cycle process" 1
0 1 2 52 "GO:1903047" "mitotic cell cycle process" 1
