gene_name,logfold
LOC111099557,-0.628060839697469
LOC111099558,0
LOC111099559,0
LOC111099560,0
LOC111099561,0
LOC111099562,0
LOC111099563,0.862414168597559
LOC111099564,0
LOC111099565,-1.02876946235766
LOC111099566,0
LOC111099567,-0.642386110100607
LOC111099568,2.58291783609904
LOC111099569,0
LOC111099570,0
LOC111099571,-0.252119125317594
LOC111099572,0
LOC111099573,-0.787368856113222
LOC111099574,0.894299289714761
LOC111099575,0
LOC111099576,0
LOC111099577,0.571984621331876
LOC111099578,0
LOC111099579,0
LOC111099580,-0.156462524742839
LOC111099581,0
LOC111099582,1.27044470226491
LOC111099583,0.862414081810848
LOC111099584,-1.29193308727213
LOC111099585,0.189218970177431
LOC111099586,0
LOC111099587,0.586125742411313
LOC111099588,0
LOC111099589,0
LOC111099590,0
LOC111099591,0
LOC111099592,0.590158884673165
LOC111099593,-0.184144361808997
LOC111099594,0
LOC111099595,0.502144015089442
LOC111099596,-0.0526479621509079
LOC111099597,0
LOC111099598,0
LOC111099599,0
LOC111099600,0
LOC111099601,1.5126876569183
LOC111099602,0
LOC111099603,-0.050015206069121
LOC111099604,-0.47384899251095
LOC111099605,0
LOC111099606,0
LOC111099607,0
LOC111099608,1.75498190162944
LOC111099609,0
LOC111099610,-0.351463734522104
LOC111099611,-0.877865116287142
LOC111099612,0.709361534322477
LOC111099613,1.29351337959656
LOC111099614,0.0447973365421406
LOC111099615,0
LOC111099616,0
LOC111099617,-1.44219814326929
LOC111099618,0
LOC111099619,0
LOC111099620,0
LOC111099621,0
LOC111099622,0
LOC111099623,-0.765494836329227
LOC111099624,0
LOC111099625,0.465573181180561
LOC111099626,0.322808384746284
LOC111099627,0
LOC111099628,0
LOC111099629,0
LOC111099630,0
LOC111099631,2.56680985813962
LOC111099632,0.894309265628222
LOC111099633,-0.629706276543555
LOC111099634,0
LOC111099635,0
LOC111099636,0
LOC111099637,0
LOC111099638,0
LOC111099639,0
LOC111099640,0
LOC111099641,0
LOC111099642,0
LOC111099643,0
LOC111099644,0.3963000281754
LOC111099645,0
LOC111099646,0.353149255874749
LOC111099647,0
LOC111099648,-1.38841252678789
LOC111099649,0
LOC111099650,0
LOC111099651,0
LOC111099652,0
LOC111099653,2.35812631652008
LOC111099654,0
LOC111099655,0
LOC111099656,0
LOC111099657,-0.622016957485506
LOC111099658,0
LOC111099659,0.557156304286394
LOC111099660,0.360637686059426
LOC111099661,0
LOC111099662,0
LOC111099663,0
LOC111099664,0.1531335779819
LOC111099665,-1.98100056187788
LOC111099666,-0.828715831574241
LOC111099667,0
LOC111099668,0
LOC111099669,0
LOC111099670,0
LOC111099671,0
LOC111099672,-0.53487928537304
LOC111099673,0
LOC111099674,0
LOC111099675,0.396300028128124
LOC111099676,0
LOC111099677,0
LOC111099678,0.709688376411679
LOC111099679,0
LOC111099680,0
LOC111099681,0
LOC111099682,0
LOC111099683,0
LOC111099684,-1.0703852550362
LOC111099685,0
LOC111099686,0
LOC111099687,0
LOC111099688,0.105772109605025
LOC111099689,0
LOC111099690,0.503549704993943
LOC111099691,0
LOC111099692,-0.274387684538676
LOC111099693,0.563651944219768
LOC111099694,0
LOC111099695,2.19696884171193
LOC111099696,-0.471171525998142
LOC111099697,0
LOC111099698,0
LOC111099699,0
LOC111099700,1.00130469643689
LOC111099701,0.862414168546638
LOC111099702,0
LOC111099703,0.134788479192702
LOC111099704,0
LOC111099705,-1.19401825973777
LOC111099706,0
LOC111099707,0
LOC111099708,0
LOC111099709,0
LOC111099710,0
LOC111099711,0
LOC111099712,0
LOC111099713,1.00907385629885
LOC111099714,0
LOC111099715,-0.272182631086167
LOC111099716,0
LOC111099717,0
LOC111099718,0
LOC111099719,0
LOC111099720,0
LOC111099721,0
LOC111099722,0.899351501638736
LOC111099723,0.0979810144563624
LOC111099724,-0.537727572116375
LOC111099725,0
LOC111099726,0
LOC111099727,0
LOC111099728,0
LOC111099729,-0.317867492232181
LOC111099730,0
LOC111099731,-2.2528533395422
LOC111099732,0
LOC111099733,0
LOC111099734,0.181734736606911
LOC111099735,0.862414168546638
LOC111099736,0
LOC111099737,-1.28490981578572
LOC111099738,0
LOC111099739,0
LOC111099740,0
LOC111099741,-0.344885873686688
LOC111099742,0
LOC111099743,0
LOC111099744,0
LOC111099745,0
LOC111099746,0.579839686466227
LOC111099747,0.507797641298175
LOC111099748,-1.85057957427077
LOC111099749,0
LOC111099750,-0.70135207883359
LOC111099751,0
LOC111099752,0
LOC111099753,0.558498548524165
LOC111099754,0.502179339035753
LOC111099755,0
LOC111099756,0
LOC111099757,0
LOC111099758,0
LOC111099759,0
LOC111099760,0
LOC111099761,0.038581519650892
LOC111099762,0
LOC111099763,-0.17602616798886
LOC111099764,0
LOC111099765,0
LOC111099766,0.494554676889867
LOC111099767,4.81699772749122
LOC111099768,0
LOC111099769,0
LOC111099770,0.396303969090769
LOC111099771,0
LOC111099772,-0.296157673995034
LOC111099773,1.19708061162859
LOC111099774,0
LOC111099775,0
LOC111099776,1.1785561829271
LOC111099777,0
LOC111099778,0
LOC111099779,0
LOC111099780,0
LOC111099781,-0.574735311867351
LOC111099782,0.868836799009631
LOC111099783,0
LOC111099784,0
LOC111099785,0
LOC111099786,0.918714813005239
LOC111099787,0
LOC111099788,0
LOC111099789,0
LOC111099790,0
LOC111099791,0
LOC111099792,0.510853791805356
LOC111099793,0.270988583182635
LOC111099794,2.02710898737576
LOC111099795,0
LOC111099796,0
LOC111099797,0.390411923819486
LOC111099798,1.48713924548387
LOC111099799,0
LOC111099800,0
LOC111099801,0
LOC111099802,0
LOC111099803,0.354265658243176
LOC111099804,0
LOC111099805,0
LOC111099806,0
LOC111099807,0
LOC111099808,-1.2422759043956
LOC111099809,0
LOC111099810,0
LOC111099811,0.212182111366172
LOC111099812,1.47648650447323
LOC111099813,0
LOC111099814,0
LOC111099815,0
LOC111099816,0
LOC111099817,0
LOC111099818,0
LOC111099819,0
LOC111099820,0
LOC111099821,0.918709667631532
LOC111099822,-0.0429762557714605
LOC111099823,-0.831512347853002
LOC111099824,0
LOC111099825,0
LOC111099826,1.75294757011838
LOC111099827,0
LOC111099828,0
LOC111099829,0
LOC111099830,1.78136198225908
LOC111099831,0.949326789092509
LOC111099832,0
LOC111099833,0
LOC111099834,0.918709667631532
LOC111099835,0
LOC111099836,0
LOC111099837,0
LOC111099838,0
LOC111099839,0
LOC111099840,0
LOC111099841,0
LOC111099842,0
LOC111099843,0.949326789400046
LOC111099844,0
LOC111099845,0
LOC111099846,0
LOC111099847,0
LOC111099848,0
LOC111099849,0
LOC111099850,1.67824776176882
LOC111099851,0
LOC111099852,0.639361059546007
LOC111099853,0.648857516042144
LOC111099854,0
LOC111099855,0
LOC111099856,0
LOC111099857,0
LOC111099858,0
LOC111099859,0
LOC111099860,0.695593340654557
LOC111099861,0
LOC111099862,0
LOC111099863,0
LOC111099864,0
LOC111099865,0
LOC111099866,0.652409497173128
LOC111099867,0.359607871463277
LOC111099868,0
LOC111099869,0.36179230428931
LOC111099870,1.78441101329918
LOC111099871,0
LOC111099872,1.99345607323847
LOC111099873,-0.150881757175152
LOC111099874,0
LOC111099875,0
LOC111099876,0.267640289335013
LOC111099877,0
LOC111099878,0
LOC111099879,0
LOC111099880,0
LOC111099881,0
LOC111099882,0.34755987729773
LOC111099883,0
LOC111099884,-0.512574107730868
LOC111099885,0
LOC111099886,1.20917100522812
LOC111099887,0.720463124883554
LOC111099888,0
LOC111099889,0
LOC111099890,0
LOC111099891,0
LOC111099892,0
LOC111099893,0.699794023052409
LOC111099894,0
LOC111099895,0
LOC111099896,-1.07752893597757
LOC111099897,0
LOC111099898,0
LOC111099899,0.862414168546638
LOC111099900,2.35562584013877
LOC111099901,0
LOC111099902,0.149530074751133
LOC111099903,0
LOC111099904,0.775741934679229
LOC111099905,0.133434680009542
LOC111099906,0
LOC111099907,0
LOC111099908,0
LOC111099909,1.8676397658003
LOC111099910,0
LOC111099911,-2.52468183768496
LOC111099912,0
LOC111099913,0
LOC111099914,0
LOC111099915,0
LOC111099916,0
LOC111099917,0
LOC111099918,0.65675121909118
LOC111099919,0
LOC111099920,0
LOC111099921,0
LOC111099922,-0.852755190376116
LOC111099923,3.66776153101765
LOC111099924,0
LOC111099925,0
LOC111099926,0
LOC111099927,0
LOC111099928,-0.278402150716748
LOC111099929,0.0794609259068279
LOC111099930,0.634472146531009
LOC111099931,-0.633538389336547
LOC111099932,0.655315392009865
LOC111099933,0.151215516205439
LOC111099934,0
LOC111099935,0
LOC111099936,0
LOC111099937,0
LOC111099938,0.650047854733427
LOC111099939,0
LOC111099940,0
LOC111099941,-0.104523288408269
LOC111099942,0
LOC111099943,0
LOC111099944,0
LOC111099945,0.0103079843159364
LOC111099946,0
LOC111099947,0
LOC111099948,0
LOC111099949,0
LOC111099950,0
LOC111099951,0
LOC111099952,0
LOC111099953,0
LOC111099954,0
LOC111099955,0.862414168546638
LOC111099956,-0.866859693282602
LOC111099957,0
LOC111099958,0.949338095360174
LOC111099959,0.621313054460241
LOC111099960,0.67188145404482
LOC111099961,0
LOC111099962,0
LOC111099963,0
LOC111099964,0
LOC111099965,0.299140083512818
LOC111099966,0.868836798947033
LOC111099967,0
LOC111099968,0
LOC111099969,0
LOC111099970,0
LOC111099971,0
LOC111099972,0
LOC111099973,0
LOC111099974,0
LOC111099975,1.00762201905186
LOC111099976,0
LOC111099977,0
LOC111099978,-0.301638888492336
LOC111099979,0
LOC111099980,0.0959179992143858
LOC111099981,0
LOC111099982,0.949326789195205
LOC111099983,1.71875190956157
LOC111099984,0.674028755546801
LOC111099985,0
LOC111099986,0
LOC111099987,0.396299806809234
LOC111099988,0
LOC111099989,0
LOC111099990,0
LOC111099991,0
LOC111099992,0
LOC111099993,0
LOC111099994,0.396303969090769
LOC111099995,-0.074820205717076
LOC111099996,0
LOC111099997,-0.385051845186506
LOC111099998,0.416299854933102
LOC111099999,1.08993819078949
LOC111100000,1.24528489906737
LOC111100001,0
LOC111100002,0
LOC111100003,0
LOC111100004,0
LOC111100005,0.935501097789714
LOC111100006,0
LOC111100007,-0.138324883072926
LOC111100008,0
LOC111100009,0
LOC111100010,0
LOC111100011,0
LOC111100012,0
LOC111100013,0
LOC111100014,0
LOC111100015,0
LOC111100016,0
LOC111100017,-0.371704167850747
LOC111100018,0
LOC111100019,0.396303969090769
LOC111100020,0
LOC111100021,0
LOC111100022,0
LOC111100023,0
LOC111100024,0
LOC111100025,1.13719543780141
LOC111100026,-0.614765929213454
LOC111100027,0
LOC111100028,0.393549946937769
LOC111100029,-0.198554683207746
LOC111100030,0
LOC111100031,0
LOC111100032,0
LOC111100033,0
LOC111100034,0.204923447179598
LOC111100035,0
LOC111100036,0
LOC111100037,0
LOC111100038,0
LOC111100039,0
LOC111100040,-0.486872890528285
LOC111100041,0
LOC111100042,0.932299819930516
LOC111100043,4.43104068946581
LOC111100044,0
LOC111100045,0
LOC111100046,0
LOC111100047,-0.0428340692499188
LOC111100048,0
LOC111100049,1.11679898913916
LOC111100050,0
LOC111100051,0
LOC111100052,-0.138324883072926
LOC111100053,0
LOC111100054,0.449102253644252
LOC111100055,0
LOC111100056,0
LOC111100057,0
LOC111100058,0
LOC111100059,0
LOC111100060,0
LOC111100061,0
LOC111100062,0
LOC111100063,0
LOC111100064,-0.188819117858028
LOC111100065,-1.35681642931545
LOC111100066,0.654464519683756
LOC111100067,0
LOC111100068,0
LOC111100069,0
LOC111100070,0
LOC111100071,0
LOC111100072,0
LOC111100073,-0.224225890985508
LOC111100074,0
LOC111100075,0
LOC111100076,0
LOC111100077,0
LOC111100078,0.918709667631532
LOC111100079,0.574605369646024
LOC111100080,0.868836798947033
LOC111100081,0
LOC111100082,0
LOC111100083,0
LOC111100084,0
LOC111100085,-0.968465308326108
LOC111100086,0
LOC111100087,0
LOC111100088,0
LOC111100089,0.115311036974265
LOC111100090,-0.184168000165303
LOC111100091,0
LOC111100092,2.05413115702717
LOC111100093,0.894299289714761
LOC111100094,0
LOC111100095,0
LOC111100096,0
LOC111100097,0
LOC111100098,0
LOC111100099,0
LOC111100100,1.54424063767097
LOC111100101,-0.44108170025844
LOC111100102,0
LOC111100103,0
LOC111100104,0
LOC111100105,0
LOC111100106,0
LOC111100107,0
LOC111100108,0
LOC111100109,0
LOC111100110,0
LOC111100111,0.949326788961853
LOC111100112,1.8408538594571
LOC111100113,0
LOC111100114,0
LOC111100115,0
LOC111100116,0.86241408170505
LOC111100117,0
LOC111100118,-0.0605612652514927
LOC111100119,0
LOC111100120,0
LOC111100121,0.94933189135224
LOC111100122,0
LOC111100123,0
LOC111100124,0
LOC111100125,0
LOC111100126,0.609798300194912
LOC111100127,0
LOC111100128,0
LOC111100129,-0.491017475338764
LOC111100130,0
LOC111100131,0.862414168546638
LOC111100132,-0.34588571489135
LOC111100133,0.949326788961853
LOC111100134,0.20701605272658
LOC111100135,0.39322120811414
LOC111100136,0
LOC111100137,0
LOC111100138,0.692474489808509
LOC111100139,0
LOC111100140,0
LOC111100141,0.701334628632459
LOC111100142,0
LOC111100143,0.957779828793277
LOC111100144,0
LOC111100145,0
LOC111100146,0
LOC111100147,2.07832833726421
LOC111100148,0.915415439346372
LOC111100149,0
LOC111100150,0
LOC111100151,0
LOC111100152,0.894299289714761
LOC111100153,0
LOC111100154,-0.055492719044568
LOC111100155,0
LOC111100156,0
LOC111100157,0
LOC111100158,-1.16799094138723
LOC111100159,0
LOC111100160,0
LOC111100161,0
LOC111100162,0
LOC111100163,0
LOC111100164,0
LOC111100165,-0.0279625996154942
LOC111100166,0
LOC111100167,0
LOC111100168,0.862414081743313
LOC111100169,0
LOC111100170,2.84317488422307
LOC111100171,1.76010694874673
LOC111100172,0.232076068555766
LOC111100173,0
LOC111100174,0
LOC111100175,0
LOC111100176,1.39117431735706
LOC111100177,0
LOC111100178,0
LOC111100179,0.862419312864202
LOC111100180,0
LOC111100181,0
LOC111100182,0
LOC111100183,0
LOC111100184,0
LOC111100185,0
LOC111100186,0.953431496412277
LOC111100187,0.0396066552183647
LOC111100188,-0.12382910075198
LOC111100189,0
LOC111100190,0.667584181613551
LOC111100191,1.84115631765955
LOC111100192,0.304951493756205
LOC111100193,0
LOC111100194,0
LOC111100195,0.949326789027181
LOC111100196,2.39596220435801
LOC111100197,0
LOC111100198,0
LOC111100199,1.59091259095755
LOC111100200,0
LOC111100201,0
LOC111100202,0
LOC111100203,-0.823462793092804
LOC111100204,0
LOC111100205,0
LOC111100206,0
LOC111100207,0
LOC111100208,0
LOC111100209,0
LOC111100210,0
LOC111100211,0
LOC111100212,0
LOC111100213,0
LOC111100214,0
LOC111100215,0
LOC111100216,0
LOC111100217,0
LOC111100218,0
LOC111100219,0
LOC111100220,-1.34294618221629
LOC111100221,0.862414168546638
LOC111100222,-0.257042341943676
LOC111100223,0
LOC111100224,-0.630611478630331
LOC111100225,0
LOC111100226,0
LOC111100227,0.894311753707797
LOC111100228,0
LOC111100229,-0.503219100501784
LOC111100230,0
LOC111100231,0.576044366671194
LOC111100232,0
LOC111100233,4.28159627626099
LOC111100234,0
LOC111100235,0
LOC111100236,0
LOC111100237,4.78267440311899
LOC111100238,-0.406914613982051
LOC111100239,1.97698362810158
LOC111100240,0
LOC111100241,-0.949847441705644
LOC111100242,-0.0338638202383212
LOC111100243,0.301779526162037
LOC111100244,-0.903968974935982
LOC111100245,0
LOC111100246,0
LOC111100247,0
LOC111100248,2.37414744776276
LOC111100249,0
LOC111100250,0
LOC111100251,0
LOC111100252,1.54471979378345
LOC111100253,0
LOC111100254,0
LOC111100255,0
LOC111100256,0
LOC111100257,0
LOC111100258,0
LOC111100259,0.393549946937769
LOC111100260,0
LOC111100261,0
LOC111100262,0
LOC111100263,0
LOC111100264,0
LOC111100265,0
LOC111100266,0
LOC111100267,0
LOC111100268,0.303293170627918
LOC111100269,0.237008367036039
LOC111100270,0
LOC111100271,0
LOC111100272,0
LOC111100273,1.68451253412643
LOC111100274,-0.20202023422159
LOC111100275,-0.7011546825565
LOC111100276,0
LOC111100277,0.759586687773665
LOC111100278,0.862414168546638
LOC111100279,0.25435905213717
LOC111100280,3.27242212616532
LOC111100281,0
LOC111100282,0
LOC111100283,0
LOC111100284,0
LOC111100285,0
LOC111100286,0
LOC111100287,0.449646430894749
LOC111100288,-0.545459020672588
LOC111100289,0.894299289714761
LOC111100290,0
LOC111100291,0
LOC111100292,0
LOC111100293,0
LOC111100294,0
LOC111100295,0
LOC111100296,0
LOC111100297,0.862414168546637
LOC111100298,0
LOC111100299,0
LOC111100300,0
LOC111100301,0
LOC111100302,0
LOC111100303,0.862414081721246
LOC111100304,2.20170014210127
LOC111100305,1.17747773485929
LOC111100306,0
LOC111100307,0
LOC111100308,0.396300028128124
LOC111100309,0
LOC111100310,0
LOC111100311,1.62701520165477
LOC111100312,0
LOC111100313,0
LOC111100314,-0.0163528218175852
LOC111100315,0
LOC111100316,0
LOC111100317,0
LOC111100318,-1.07859112465164
LOC111100319,0
LOC111100320,0
LOC111100321,0.911159030039444
LOC111100322,0
LOC111100323,-0.43961202052746
LOC111100324,0.868836798947033
LOC111100325,0.157624229259122
LOC111100326,0
LOC111100327,1.35018561840849
LOC111100328,0
LOC111100329,0
LOC111100330,0.0972805389190385
LOC111100331,0
LOC111100332,0
LOC111100333,1.84115631765955
LOC111100334,0
LOC111100335,0
LOC111100336,-0.120623830322242
LOC111100337,0
LOC111100338,0
LOC111100339,0.485291967067614
LOC111100340,0.598524598573266
LOC111100341,0
LOC111100342,0
LOC111100343,0
LOC111100344,1.26933152876508
LOC111100345,0
LOC111100346,0
LOC111100347,-0.0341585594542888
LOC111100348,0.113877932040243
LOC111100349,-0.694171514803351
LOC111100350,-0.340040584840042
LOC111100351,0.992616344304176
LOC111100352,0
LOC111100353,0
LOC111100354,0
LOC111100355,1.55275076954269
LOC111100356,0
LOC111100357,0
LOC111100358,0
LOC111100359,2.15115687034852
LOC111100360,0
LOC111100361,0
LOC111100362,-0.454300228866655
LOC111100363,0.868836799364475
LOC111100364,-0.555527503084034
LOC111100365,0
LOC111100366,0.410884455461784
LOC111100367,0.949326788961853
LOC111100368,0
LOC111100369,-0.170635700209878
LOC111100370,0
LOC111100371,-0.2031360382331
LOC111100372,0
LOC111100373,-0.68613458076865
LOC111100374,0
LOC111100375,0
LOC111100376,1.12537651532674
LOC111100377,0
LOC111100378,1.08141605459162
LOC111100379,3.50806361686788
LOC111100380,-0.355405252193198
LOC111100381,2.46588104102819
LOC111100382,0.0538730215398956
LOC111100383,0
LOC111100384,-0.382017331824097
LOC111100385,0.940911961973461
LOC111100386,0.695209003735807
LOC111100387,0
LOC111100388,-0.526561160186173
LOC111100389,0
LOC111100390,0
LOC111100391,0
LOC111100392,0
LOC111100393,0.247461679699531
LOC111100394,0.282785531373988
LOC111100395,0
LOC111100396,-1.27948893515502
LOC111100397,0
LOC111100398,0
LOC111100399,0
LOC111100400,0
LOC111100401,0.631889449407217
LOC111100402,-1.0388491089375
LOC111100403,-0.587970646928823
LOC111100404,0
LOC111100405,0
LOC111100406,1.54683697917452
LOC111100407,0.565824005448153
LOC111100408,0.269584430495919
LOC111100409,0.918709667631532
LOC111100410,-0.1959209668893
LOC111100411,0
LOC111100412,2.497255264741
LOC111100413,0.183628351430717
LOC111100414,2.21615128339802
LOC111100415,2.20274118598674
LOC111100416,0
LOC111100417,0
LOC111100418,0.862414168597559
