"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"cvn04142","cvn04142","Lysosome",111,-0.269815037089854,-1.04804665551603,0.360724233983287,0.720490367775832,0.708268043137616,2379,"tags=24%, list=18%, signal=20%","111135761/111106928/111133850/111123884/111119282/111117743/111107171/111134525/111137183/111123898/111115087/111134999/111131382/111129849/111099613/111135828/111121876/111130246/111111564/111125814/111129848/111119188/111106930/111131384/111106926/111106920/111106927"
"cvn00860","cvn00860","Porphyrin metabolism",18,-0.386054032777978,-1.04728175843177,0.391080617495712,0.720490367775832,0.708268043137616,3171,"tags=56%, list=24%, signal=42%","111108232/111117758/111130240/111137219/111117954/111115437/111120634/111104407/111126053/111111231"
"cvn04145","cvn04145","Phagosome",57,-0.302155576343119,-1.04705910538209,0.380877742946708,0.720490367775832,0.708268043137616,3382,"tags=33%, list=25%, signal=25%","111120869/111136674/111115230/111119158/111123746/111112952/111125459/111108442/111114114/111119261/111124264/111134525/111134508/111135828/111125144/111125836/111125296/111101010/111134000"
"cvn03250","cvn03250","Viral life cycle - HIV-1",28,0.329157889601327,1.04447685596013,0.372208436724566,0.720490367775832,0.708268043137616,3598,"tags=54%, list=27%, signal=39%","111104027/111130886/111135329/111118801/111100430/111110601/111137756/111106750/111111648/111108190/111123211/111130748/111102475/111129825/111111579"
"cvn03083","cvn03083","Polycomb repressive complex",37,-0.328146519751785,-1.04214538684875,0.394779771615008,0.720490367775832,0.708268043137616,2960,"tags=32%, list=22%, signal=25%","111106455/111110179/111104603/111125600/111118834/111104330/111103962/111104315/111104434/111104245/111104148/111123344"
"cvn03450","cvn03450","Non-homologous end-joining",13,0.403842324523256,1.03909491992531,0.416075650118203,0.720490367775832,0.708268043137616,2620,"tags=54%, list=20%, signal=43%","111133337/111129829/111133963/111105836/111120092/111121647/111135834"
"cvn00531","cvn00531","Glycosaminoglycan degradation",14,-0.408489057663114,-1.03802479441616,0.416812609457093,0.720490367775832,0.708268043137616,2075,"tags=29%, list=16%, signal=24%","111119282/111131382/111119188/111131384"
"cvn01212","cvn01212","Fatty acid metabolism",48,0.277629051647924,1.0323303246568,0.406824146981627,0.720490367775832,0.708268043137616,1763,"tags=23%, list=13%, signal=20%","111113990/111115744/111129730/111136066/111119570/111107112/111116989/111115745/111101286/111136438/111121658"
"cvn00020","cvn00020","Citrate cycle (TCA cycle)",37,0.296273575019982,1.02545567027984,0.406169665809769,0.720490367775832,0.708268043137616,1250,"tags=24%, list=9%, signal=22%","111099657/111117164/111105925/111110280/111125610/111121721/111123350/111135400/111132318"
"cvn00620","cvn00620","Pyruvate metabolism",37,-0.322052642431128,-1.02279212312208,0.429037520391517,0.731176619258783,0.71877301414739,2457,"tags=32%, list=18%, signal=27%","111103557/111102444/111136227/111100523/111130103/111115614/111109254/111137877/111136621/111134713/111129934/111112920"
"cvn04141","cvn04141","Protein processing in endoplasmic reticulum",107,-0.260466535684777,-1.00777649178035,0.442415730337079,0.739638074715803,0.727090930342634,2697,"tags=31%, list=20%, signal=25%","111112828/111138488/111118731/111121739/111125459/111100861/111128544/111128114/111107728/111111296/111106043/111120719/111108442/111109659/111135701/111131501/111117689/111121034/111133565/111130192/111130428/111120710/111128926/111137525/111123155/111108423/111125296/111121740/111133262/111125576/111124955/111106364/111112938"
"cvn00562","cvn00562","Inositol phosphate metabolism",47,-0.300832344897989,-1.00239379800209,0.446227929373997,0.739638074715803,0.727090930342634,3534,"tags=36%, list=27%, signal=27%","111127799/111129161/111120505/111132579/111129055/111135914/111128349/111104803/111126338/111101050/111124953/111125100/111126336/111135587/111124467/111100314/111131147"
"cvn00511","cvn00511","Other glycan degradation",36,-0.315505186549268,-0.993499843112491,0.453795379537954,0.742016769244492,0.729429272941519,2363,"tags=28%, list=18%, signal=23%","111106928/111123884/111102612/111123898/111131382/111106930/111131384/111106926/111106920/111106927"
"cvn00770","cvn00770","Pantothenate and CoA biosynthesis",15,-0.380775441392731,-0.981861232369173,0.482698961937716,0.778754325259516,0.765543616827536,2466,"tags=20%, list=19%, signal=16%","111122830/111111294/111134767"
"cvn00520","cvn00520","Amino sugar and nucleotide sugar metabolism",45,-0.296921015700957,-0.978279974773931,0.494363929146538,0.785216840772396,0.771896502890655,1309,"tags=18%, list=10%, signal=16%","111131382/111133304/111138520/111099882/111100603/111131384/111100475/111118006"
"cvn00640","cvn00640","Propanoate metabolism",28,0.306707404911487,0.97323745260867,0.501240694789082,0.785216840772396,0.771896502890655,2704,"tags=36%, list=20%, signal=29%","111119686/111119284/111105925/111136066/111107112/111136438/111105866/111100566/111129319/111115883"
"cvn00982","cvn00982","Drug metabolism - cytochrome P450",20,0.326922309915603,0.956117189581989,0.506172839506173,0.785216840772396,0.771896502890655,1579,"tags=15%, list=12%, signal=13%","111121161/111134997/111110471"
"cvn00010","cvn00010","Glycolysis / Gluconeogenesis",44,-0.290965802307572,-0.962144949629069,0.517460317460318,0.792565802692385,0.779120797775028,2046,"tags=23%, list=15%, signal=19%","111135106/111130103/111115614/111109254/111129670/111099882/111134713/111100475/111112920/111118006"
"cvn00030","cvn00030","Pentose phosphate pathway",21,-0.333679248067534,-0.936724920320385,0.544388609715243,0.81180239352057,0.798031061051105,3392,"tags=38%, list=25%, signal=28%","111130276/111123214/111136873/111124867/111108492/111135106/111131512/111118006"
"cvn00830","cvn00830","Retinol metabolism",23,-0.323699073972728,-0.933616542747498,0.55685618729097,0.81180239352057,0.798031061051105,1728,"tags=17%, list=13%, signal=15%","111123710/111131828/111131171/111128239"
"cvn00983","cvn00983","Drug metabolism - other enzymes",39,0.266550285858481,0.928221657639576,0.556135770234987,0.81180239352057,0.798031061051105,2263,"tags=23%, list=17%, signal=19%","111121161/111107393/111135080/111136587/111110471/111120502/111106862/111124500/111109043"
"cvn04130","cvn04130","SNARE interactions in vesicular transport",14,0.343482864621414,0.913956914981328,0.554524361948956,0.81180239352057,0.798031061051105,1050,"tags=21%, list=8%, signal=20%","111101201/111135408/111130083"
"cvn04144","cvn04144","Endocytosis",130,0.215369582633501,0.94911768545582,0.592057761732852,0.820278969957081,0.806363841715095,2231,"tags=25%, list=17%, signal=21%","111134171/111128868/111112863/111101148/111121437/111133356/111125084/111123210/111134929/111100430/111108170/111119072/111134629/111134821/111125974/111119369/111128573/111104190/111119084/111106223/111137779/111113173/111105529/111116971/111118549/111134129/111101822/111102907/111119514/111111648/111120187/111118964"
"cvn03013","cvn03013","Nucleocytoplasmic transport",91,-0.247713627164548,-0.93380214516512,0.59656652360515,0.820278969957081,0.806363841715095,2467,"tags=22%, list=19%, signal=18%","111101511/111135764/111123260/111127225/111120993/111101880/111110572/111101410/111122996/111133565/111103867/111104381/111107607/111128793/111119442/111125457/111101470/111106364/111118318/111136185"
"cvn00561","cvn00561","Glycerolipid metabolism",34,0.274599835771063,0.925769086666715,0.589420654911839,0.820278969957081,0.806363841715095,2691,"tags=29%, list=20%, signal=24%","111131656/111115675/111100090/111137368/111104123/111130644/111121919/111130726/111103498/111131560"
"cvn00513","cvn00513","Various types of N-glycan biosynthesis",30,-0.305296570205561,-0.924361145519552,0.581239530988275,0.820278969957081,0.806363841715095,2212,"tags=23%, list=17%, signal=20%","111108038/111119322/111131382/111108423/111131384/111134558/111128282"
"cvn00260","cvn00260","Glycine, serine and threonine metabolism",35,-0.295059354213623,-0.920372564049244,0.589614740368509,0.820278969957081,0.806363841715095,2682,"tags=37%, list=20%, signal=30%","111109454/111119088/111106392/111108232/111119746/111108492/111123773/111114474/111111318/111109254/111122141/111130119/111128625"
"cvn04820","cvn04820","Cytoskeleton in muscle cells",60,0.234929120483355,0.920158777530863,0.632311977715877,0.828121724024321,0.814073552107423,3065,"tags=35%, list=23%, signal=27%","111129877/111118385/111126214/111111487/111114836/111115624/111135364/111119035/111128420/111125973/111122350/111134722/111113265/111131563/111130864/111120504/111112605/111128051/111118916/111132974/111123242"
"cvn04814","cvn04814","Motor proteins",111,-0.235687126788493,-0.915483094059739,0.636490250696379,0.828121724024321,0.814073552107423,3098,"tags=23%, list=23%, signal=18%","111099196/111119158/111138369/111126134/111123746/111138063/111120563/111123434/111136151/111134649/111119261/111124264/111130940/111100502/111132966/111121055/111128885/111107250/111120585/111128702/111125151/111101010/111116030/111114230/111099548/111134000"
"cvn00360","cvn00360","Phenylalanine metabolism",10,-0.383125058128899,-0.900650542782167,0.609375,0.828121724024321,0.814073552107423,99,"tags=30%, list=1%, signal=30%","111106780/111119088/111137596"
"cvn00410","cvn00410","beta-Alanine metabolism",29,0.279911154543957,0.897297623860626,0.635467980295567,0.828121724024321,0.814073552107423,3281,"tags=38%, list=25%, signal=29%","111119686/111136066/111134260/111134997/111107112/111136438/111130726/111103498/111115883/111131063/111115386"
"cvn03020","cvn03020","RNA polymerase",16,0.311757347535455,0.861331659973467,0.630434782608696,0.828121724024321,0.814073552107423,3736,"tags=44%, list=28%, signal=32%","111121947/111130877/111136991/111123724/111125090/111118291/111104454"
"cvn00071","cvn00071","Fatty acid degradation",38,0.252757138405472,0.87997069969447,0.680412371134021,0.843758894405616,0.829445455135578,2887,"tags=37%, list=22%, signal=29%","111113990/111115744/111136066/111107112/111116989/111115745/111101286/111136438/111121658/111130726/111103498/111121538/111115883/111118429"
"cvn00240","cvn00240","Pyrimidine metabolism",37,-0.271807408833953,-0.863220604752658,0.67536704730832,0.843758894405616,0.829445455135578,2172,"tags=22%, list=16%, signal=18%","111132766/111104101/111126502/111135218/111126661/111121137/111127434/111136057"
"cvn00900","cvn00900","Terpenoid backbone biosynthesis",22,0.283591918467033,0.858590036246395,0.662531017369727,0.843758894405616,0.829445455135578,2318,"tags=27%, list=17%, signal=23%","111103286/111103307/111103374/111132335/111122171/111137241"
"cvn00340","cvn00340","Histidine metabolism",25,-0.286335083851866,-0.846723315189503,0.703826955074875,0.843758894405616,0.829445455135578,2094,"tags=20%, list=16%, signal=17%","111125850/111109637/111115614/111109392/111112920"
"cvn00480","cvn00480","Glutathione metabolism",38,-0.2631302965587,-0.837734080765721,0.718241042345277,0.843758894405616,0.829445455135578,1717,"tags=21%, list=13%, signal=18%","111116885/111132346/111127434/111137751/111133693/111132090/111126728/111124674"
"cvn00130","cvn00130","Ubiquinone and other terpenoid-quinone biosynthesis",10,0.343418458291479,0.829322525968567,0.68075117370892,0.843758894405616,0.829445455135578,1685,"tags=20%, list=13%, signal=17%","111110659/111122173"
"cvn00062","cvn00062","Fatty acid elongation",11,-0.343934170266922,-0.822646385233609,0.706806282722513,0.843758894405616,0.829445455135578,885,"tags=18%, list=7%, signal=17%","111127947/111126467"
"cvn00730","cvn00730","Thiamine metabolism",10,0.336485071846633,0.812579064977676,0.699530516431925,0.843758894405616,0.829445455135578,112,"tags=10%, list=1%, signal=10%","111138462"
