"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"cvn04144","cvn04144","Endocytosis",132,0.44538533412203,1.34955380505261,0.030241935483871,0.298076923076923,0.272275571318634,3187,"tags=33%, list=24%, signal=25%","111120187/111125099/111112319/111119513/111112439/111119512/111136896/111104852/111102907/111107174/111136866/111125956/111134954/111112863/111116971/111112700/111135084/111133388/111134171/111121253/111115795/111127289/111129312/111134242/111121335/111121437/111129503/111135594/111106223/111123210/111125223/111105462/111104835/111104585/111104028/111133563/111105923/111119177/111101822/111104196/111137900/111112119/111123772"
"cvn00430","cvn00430","Taurine and hypotaurine metabolism",13,-0.558361964854807,-1.62703212801902,0.0384794363798024,0.332572271568292,0.303785024051072,3057,"tags=62%, list=23%, signal=48%","111126728/111138329/111131381/111099052/111122278/111135113/111124675/111110958"
"cvn00280","cvn00280","Valine, leucine and isoleucine degradation",50,0.515889686389336,1.42655059504575,0.0431499460625674,0.348076231571377,0.317946970987339,2378,"tags=28%, list=18%, signal=23%","111127947/111113990/111122171/111115744/111115745/111103451/111108694/111112920/111115614/111135360/111111207/111109254/111121738/111103498"
"cvn01040","cvn01040","Biosynthesis of unsaturated fatty acids",18,0.635269945877981,1.5099752224282,0.0509375099489531,0.351174861863035,0.320777385781807,1603,"tags=33%, list=12%, signal=29%","111113990/111115744/111107112/111115745/111119293/111124908"
"cvn00514","cvn00514","Other types of O-glycan biosynthesis",29,0.558054097904684,1.43474162848054,0.0471142520612485,0.351174861863035,0.320777385781807,1363,"tags=28%, list=10%, signal=25%","111127037/111101197/111101820/111118946/111123056/111136634/111099105/111114547"
"cvn03460","cvn03460","Fanconi anemia pathway",41,0.519256012494001,1.39168318599377,0.0546875,0.351174861863035,0.320777385781807,3200,"tags=37%, list=24%, signal=28%","111129379/111128124/111130645/111121059/111131048/111129910/111108030/111102874/111119126/111134136/111138268/111128959/111108150/111120979/111131667"
"cvn04310","cvn04310","Wnt signaling pathway",68,0.483121557022858,1.37679140178684,0.0551431601272534,0.351174861863035,0.320777385781807,3748,"tags=44%, list=28%, signal=32%","111134796/111121723/111116519/111114913/111119203/111103827/111103778/111121740/111123003/111135857/111133687/111108759/111126345/111135231/111118435/111124929/111125644/111109809/111117024/111125819/111119924/111101169/111127135/111108394/111129084/111121739/111135006/111115059/111105834/111131147"
"cvn01250","cvn01250","Biosynthesis of nucleotide sugars",31,0.537790076370465,1.39673639389881,0.0636574074074074,0.385127314814815,0.351790935672515,3069,"tags=35%, list=23%, signal=28%","111100603/111118471/111124535/111124599/111127562/111099882/111132797/111118006/111109888/111129163/111128700"
"cvn00515","cvn00515","Mannose type O-glycan biosynthesis",10,0.684541679950103,1.45374514233887,0.0679611650485437,0.390360169491525,0.356570837726056,272,"tags=30%, list=2%, signal=29%","111127037/111101197/111101820"
"cvn04080","cvn04080","Neuroactive ligand-receptor interaction",64,0.473901068197899,1.34822435237567,0.0709745762711864,0.390360169491525,0.356570837726056,2862,"tags=28%, list=21%, signal=22%","111129566/111131195/111134720/111135843/111119377/111115939/111118671/111110739/111104676/111104778/111115795/111128844/111124637/111100850/111127153/111128930/111128924/111123767"
"cvn01212","cvn01212","Fatty acid metabolism",48,0.485741156805768,1.33218983941716,0.0905125408942203,0.476174671660898,0.434957290338358,2029,"tags=25%, list=15%, signal=21%","111127947/111113990/111128659/111115744/111107112/111115745/111099995/111119293/111135553/111124908/111100523/111117093"
"cvn01230","cvn01230","Biosynthesis of amino acids",67,0.452576080076392,1.29236716895697,0.106652587117212,0.52676724137931,0.481170598911071,2308,"tags=24%, list=17%, signal=20%","111134810/111116065/111128747/111100398/111100399/111130098/111126492/111111213/111111035/111122808/111128990/111136221/111117164/111132780/111132779/111117165"
"cvn04070","cvn04070","Phosphatidylinositol signaling system",55,0.459649220346011,1.2867630667656,0.108836206896552,0.52676724137931,0.481170598911071,2592,"tags=27%, list=19%, signal=22%","111101050/111127799/111125442/111100277/111125100/111126338/111100148/111135914/111134544/111120505/111135557/111122823/111128823/111138290/111130239"
"cvn04330","cvn04330","Notch signaling pathway",26,0.529534067180757,1.3327680446428,0.113908872901679,0.530114370042428,0.484228002213614,1778,"tags=27%, list=13%, signal=23%","111129125/111118946/111132383/111127576/111136502/111125404/111133687"
"cvn00562","cvn00562","Inositol phosphate metabolism",47,0.470541309187061,1.28084322391499,0.123348017621145,0.552781856746615,0.504933405466677,2592,"tags=28%, list=19%, signal=22%","111101050/111127799/111125442/111125100/111127562/111126338/111100148/111135914/111134544/111120505/111135557/111138290/111130239"
"cvn00360","cvn00360","Phenylalanine metabolism",10,0.625661271894128,1.32870219799026,0.152565880721221,0.588807785888078,0.537840952746831,2664,"tags=40%, list=20%, signal=32%","111134810/111100724/111125148/111135147"
"cvn00563","cvn00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",20,0.535538622611454,1.29512591252128,0.15,0.588807785888078,0.537840952746831,3390,"tags=55%, list=25%, signal=41%","111129796/111099115/111119347/111118285/111136211/111137394/111136158/111120568/111133439/111101711/111119995"
"cvn00760","cvn00760","Nicotinate and nicotinamide metabolism",24,0.513222387644817,1.2764672237951,0.160583941605839,0.588807785888078,0.537840952746831,464,"tags=17%, list=3%, signal=16%","111138521/111121723/111103017/111135848"
"cvn00640","cvn00640","Propanoate metabolism",28,0.498941294760311,1.27477539055267,0.156028368794326,0.588807785888078,0.537840952746831,1979,"tags=25%, list=15%, signal=21%","111105925/111130103/111107112/111105866/111099995/111100523/111109254"
"cvn00240","cvn00240","Pyrimidine metabolism",37,0.477929341147513,1.26568699415023,0.139482564679415,0.588807785888078,0.537840952746831,3624,"tags=43%, list=27%, signal=32%","111103017/111135848/111124500/111134405/111132068/111118263/111127104/111135526/111126502/111129901/111138142/111125470/111118358/111118131/111102818/111100897"
"cvn04146","cvn04146","Peroxisome",77,0.425589017552296,1.22996983098607,0.15866388308977,0.588807785888078,0.537840952746831,2083,"tags=22%, list=15%, signal=19%","111135289/111133729/111113990/111107393/111115744/111107112/111115745/111132335/111134248/111131127/111101232/111135112/111131586/111135553/111135891/111106696/111135201"
"cvn04512","cvn04512","ECM-receptor interaction",23,0.511267227448735,1.2588740938651,0.177478580171359,0.621788283658787,0.567966679288148,1679,"tags=26%, list=12%, signal=23%","111114114/111111291/111113265/111134722/111109289/111119175"
"cvn04140","cvn04140","Autophagy - animal",104,0.402816576496721,1.19299709276926,0.179856115107914,0.621788283658787,0.567966679288148,2580,"tags=26%, list=19%, signal=21%","111125099/111113124/111115682/111111295/111110712/111111995/111130075/111133363/111125870/111107437/111103827/111103778/111121740/111135071/111122737/111102243/111133771/111135557/111120866/111127007/111108144/111131216/111107852/111128115/111129365/111101201/111107462"
"cvn00100","cvn00100","Steroid biosynthesis",10,0.603586316948182,1.28182213288983,0.194174757281553,0.626522904483431,0.572291474299785,684,"tags=20%, list=5%, signal=19%","111114616/111134947"
"cvn00310","cvn00310","Lysine degradation",31,0.473231464770024,1.22906620747499,0.196759259259259,0.626522904483431,0.572291474299785,3092,"tags=39%, list=23%, signal=30%","111123912/111103451/111112920/111115614/111121380/111137017/111109254/111130627/111131506/111103498/111130847/111107127"
"cvn03050","cvn03050","Proteasome",27,-0.342043579196457,-1.17059798805211,0.19620253164557,0.626522904483431,0.572291474299785,2235,"tags=37%, list=17%, signal=31%","111130411/111111088/111130528/111109472/111099573/111122853/111115377/111104018/111138440/111130431"
"cvn00561","cvn00561","Glycerolipid metabolism",34,0.461596900703599,1.2132508971642,0.207762557077626,0.63207075962539,0.577359110575607,2378,"tags=29%, list=18%, signal=24%","111115675/111131656/111103451/111100277/111112920/111109442/111115614/111122823/111136067/111103498"
"cvn00500","cvn00500","Starch and sucrose metabolism",22,0.493160823400813,1.20707757483641,0.236162361623616,0.63207075962539,0.577359110575607,2288,"tags=36%, list=17%, signal=30%","111135290/111125157/111129461/111099882/111108864/111120703/111118006/111137764"
"cvn00250","cvn00250","Alanine, aspartate and glutamate metabolism",32,0.457789558637594,1.19803646960797,0.231386025200458,0.63207075962539,0.577359110575607,4265,"tags=44%, list=31%, signal=30%","111134810/111100398/111100399/111126492/111135360/111104084/111136594/111127491/111123929/111108835/111112622/111133052/111130741/111134252"
"cvn00350","cvn00350","Tyrosine metabolism",13,0.531451775107462,1.19369359747647,0.260869565217391,0.63207075962539,0.577359110575607,2664,"tags=31%, list=20%, signal=25%","111134810/111100724/111125148/111135147"
"cvn00410","cvn00410","beta-Alanine metabolism",29,0.462562579753072,1.18923558027959,0.248527679623086,0.63207075962539,0.577359110575607,4419,"tags=52%, list=33%, signal=35%","111107112/111103451/111132068/111112920/111127104/111115614/111103498/111115386/111134458/111134260/111116870/111134997/111130419/111134506/111136066"
"cvn00970","cvn00970","Aminoacyl-tRNA biosynthesis",45,0.435142094528501,1.18209974905216,0.240659340659341,0.63207075962539,0.577359110575607,902,"tags=13%, list=7%, signal=12%","111118963/111135733/111126003/111119553/111118652/111125723"
"cvn04148","cvn04148","Efferocytosis",98,0.399736776904381,1.1805943616664,0.209445585215606,0.63207075962539,0.577359110575607,1402,"tags=14%, list=10%, signal=13%","111135946/111113124/111121723/111134726/111117970/111110712/111134431/111128659/111117731/111134947/111130916/111127576/111130408/111112330"
"cvn03410","cvn03410","Base excision repair",47,0.432640467019866,1.17767473281186,0.247797356828194,0.63207075962539,0.577359110575607,2479,"tags=30%, list=18%, signal=24%","111121171/111137687/111135354/111118241/111102061/111131837/111100311/111123349/111109690/111099552/111132381/111128425/111135118/111108767"
"cvn03040","cvn03040","Spliceosome",92,0.398738703393381,1.17041474430981,0.233471074380165,0.63207075962539,0.577359110575607,1558,"tags=16%, list=12%, signal=15%","111112733/111137770/111119513/111119512/111129112/111133954/111121854/111121021/111118318/111119442/111134531/111114893/111136440/111135640/111136164"
"cvn00983","cvn00983","Drug metabolism - other enzymes",39,0.437321671943281,1.16495406363926,0.255580357142857,0.63207075962539,0.577359110575607,2195,"tags=26%, list=16%, signal=22%","111107393/111109043/111124500/111109028/111132068/111118263/111127104/111121161/111126502/111126505"
"cvn00230","cvn00230","Purine metabolism",79,0.397965641896163,1.15284144734787,0.261186264308013,0.63207075962539,0.577359110575607,3268,"tags=32%, list=24%, signal=24%","111138521/111119949/111103017/111107393/111135848/111124500/111126455/111127492/111116677/111119950/111110751/111129901/111135359/111134201/111128130/111118006/111123024/111110100/111132060/111127491/111118358/111120226/111137449/111111874/111118131"
"cvn04141","cvn04141","Protein processing in endoplasmic reticulum",108,0.385154014116739,1.14680416405725,0.244648318042813,0.63207075962539,0.577359110575607,2009,"tags=20%, list=15%, signal=17%","111131566/111138095/111137525/111131501/111119513/111119512/111112828/111121846/111126835/111133727/111128114/111118121/111121035/111136571/111121740/111104099/111119846/111102146/111127289/111129841/111137033/111121335"
"cvn00062","cvn00062","Fatty acid elongation",11,0.544199648678098,1.18266935100287,0.285326086956522,0.650772626931567,0.594442155961849,1251,"tags=18%, list=9%, signal=17%","111127947/111119293"
"cvn00010","cvn00010","Glycolysis / Gluconeogenesis",44,0.422439345224635,1.14420563147811,0.295805739514349,0.650772626931567,0.594442155961849,2378,"tags=25%, list=18%, signal=21%","111130103/111103451/111112920/111111035/111122808/111115614/111099882/111127323/111109254/111118006/111103498"
"cvn00620","cvn00620","Pyruvate metabolism",37,0.43169561368526,1.14324749838804,0.291338582677165,0.650772626931567,0.594442155961849,2378,"tags=30%, list=18%, signal=25%","111130103/111103451/111125858/111099995/111112920/111115614/111128990/111100523/111127323/111109254/111103498"
"cvn03450","cvn03450","Non-homologous end-joining",13,-0.387861617546082,-1.13020469282323,0.288065843621399,0.650772626931567,0.594442155961849,2082,"tags=46%, list=15%, signal=39%","111106142/111132242/111105836/111121647/111134792/111104153"
"cvn01200","cvn01200","Carbon metabolism",108,0.37741913069776,1.12377338626898,0.285423037716616,0.650772626931567,0.594442155961849,3245,"tags=27%, list=24%, signal=21%","111105925/111134810/111116065/111131656/111130103/111100625/111107112/111105866/111134248/111111213/111111035/111122808/111099882/111128990/111117164/111127323/111109254/111123214/111117165/111109454/111120752/111121719/111134458/111109973/111119284/111102576/111106299/111137005/111116870"
"cvn00601","cvn00601","Glycosphingolipid biosynthesis - lacto and neolacto series",14,0.50231281859167,1.14299859001883,0.311284046692607,0.672595886603669,0.614376407945935,2372,"tags=36%, list=18%, signal=29%","111101197/111101820/111134834/111115600/111119565"
"cvn00340","cvn00340","Histidine metabolism",27,0.446040949197292,1.13185494673751,0.329383886255924,0.683964469378214,0.624760933316333,2805,"tags=37%, list=21%, signal=29%","111100724/111103451/111108448/111112920/111115614/111109637/111108524/111103498/111113239/111115386"
"cvn00450","cvn00450","Selenocompound metabolism",13,0.500439248408146,1.12403637494662,0.350461133069829,0.683964469378214,0.624760933316333,2813,"tags=38%, list=21%, signal=31%","111119949/111135137/111119950/111110368/111107520"
"cvn01210","cvn01210","2-Oxocarboxylic acid metabolism",32,0.426179511284129,1.11531289319397,0.339060710194731,0.683964469378214,0.624760933316333,3047,"tags=31%, list=22%, signal=24%","111134810/111111213/111117164/111135360/111127323/111109254/111130627/111117165/111121719/111109973"
"cvn04137","cvn04137","Mitophagy - animal",63,0.387885572007174,1.10208942656769,0.340402969247084,0.683964469378214,0.624760933316333,2485,"tags=25%, list=18%, signal=21%","111115682/111111295/111137396/111111995/111108202/111107437/111112700/111121740/111130067/111132041/111137573/111133771/111127007/111131216/111104494/111128115"
"cvn04142","cvn04142","Lysosome",113,0.36296721994257,1.08318610064369,0.35030549898167,0.683964469378214,0.624760933316333,2224,"tags=18%, list=16%, signal=15%","111133259/111106921/111106925/111106928/111119851/111119435/111107171/111134947/111120040/111117672/111119282/111113388/111119434/111118438/111106926/111137174/111120703/111119208/111119431/111106930"
"cvn04145","cvn04145","Phagosome",57,-0.25142989115118,-1.05909893240677,0.334770714329922,0.683964469378214,0.624760933316333,1574,"tags=18%, list=12%, signal=16%","111136731/111120142/111108442/111137486/111125459/111138109/111119158/111119261/111125836/111134508"
"cvn00790","cvn00790","Folate biosynthesis",12,-0.388102114903044,-1.08009929293632,0.36,0.691428571428571,0.631578947368421,1865,"tags=50%, list=14%, signal=43%","111117281/111128057/111135358/111137020/111134904/111114756"
"cvn04820","cvn04820","Cytoskeleton in muscle cells",60,0.382951601586274,1.08286386372379,0.367237687366167,0.694308752676659,0.634209821931703,3517,"tags=35%, list=26%, signal=26%","111114114/111112605/111113265/111134722/111130951/111131563/111126968/111103558/111124927/111126214/111130864/111123024/111128420/111118354/111130257/111125072/111132450/111128702/111125973/111132974/111114836"
"cvn03008","cvn03008","Ribosome biogenesis in eukaryotes",57,-0.244041778653281,-1.02797796256822,0.373333333333333,0.694974358974359,0.634817813765182,1705,"tags=25%, list=13%, signal=22%","111130565/111112561/111134591/111123245/111128176/111104038/111110500/111133163/111130413/111138173/111128265/111120769/111122623/111121480"
"cvn03030","cvn03030","DNA replication",33,0.409549516397298,1.07811536131977,0.389521640091116,0.700032320620556,0.639437961419386,2019,"tags=24%, list=15%, signal=21%","111121171/111137687/111124297/111122245/111131693/111121347/111105728/111132381"
"cvn01232","cvn01232","Nucleotide metabolism",52,0.386710494944754,1.07164847726884,0.397837837837838,0.700032320620556,0.639437961419386,2072,"tags=19%, list=15%, signal=16%","111138521/111103017/111107393/111135848/111124500/111118263/111135526/111126502/111129901/111128130"
"cvn00020","cvn00020","Citrate cycle (TCA cycle)",37,0.403728097206018,1.06918190161704,0.403824521934758,0.700032320620556,0.639437961419386,2308,"tags=27%, list=17%, signal=22%","111105925/111100625/111105866/111111213/111128990/111117164/111127323/111109254/111103886/111117165"
"cvn03440","cvn03440","Homologous recombination",25,0.426076861064761,1.06734319483256,0.392727272727273,0.700032320620556,0.639437961419386,3561,"tags=36%, list=26%, signal=27%","111130645/111131048/111127309/111136966/111119126/111115556/111120979/111131667/111121716"
"cvn00260","cvn00260","Glycine, serine and threonine metabolism",35,0.403518107191908,1.06574714051911,0.404977375565611,0.700032320620556,0.639437961419386,1979,"tags=20%, list=15%, signal=17%","111134403/111116065/111100724/111108232/111125858/111135360/111109254"
"cvn00520","cvn00520","Amino sugar and nucleotide sugar metabolism",46,0.389821920767928,1.05944702262933,0.414928649835346,0.707131924367279,0.645923027912695,3069,"tags=22%, list=23%, signal=17%","111100603/111118471/111124535/111124599/111099882/111132797/111118006/111109888/111129163/111128700"
"cvn00770","cvn00770","Pantothenate and CoA biosynthesis",15,0.45109814129858,1.03807213851232,0.45045045045045,0.729664628497313,0.666505315286802,2378,"tags=27%, list=18%, signal=22%","111103451/111132068/111127104/111103498"
"cvn00510","cvn00510","N-Glycan biosynthesis",33,0.39315872629981,1.03496755652264,0.453302961275626,0.729664628497313,0.666505315286802,2343,"tags=24%, list=17%, signal=20%","111101197/111101820/111136571/111125632/111125051/111137033/111137190/111113429"
"cvn03083","cvn03083","Polycomb repressive complex",38,0.389115163593443,1.03479681632988,0.459821428571429,0.729664628497313,0.666505315286802,865,"tags=11%, list=6%, signal=10%","111123912/111104330/111104315/111123056"
"cvn00061","cvn00061","Fatty acid biosynthesis",14,0.45305318867398,1.03090969748642,0.464332036316472,0.729664628497313,0.666505315286802,4812,"tags=57%, list=36%, signal=37%","111099995/111135553/111100523/111129333/111121884/111121658/111135547/111121707"
"cvn00600","cvn00600","Sphingolipid metabolism",45,-0.247073320899745,-0.990574237074143,0.434782608695652,0.729664628497313,0.666505315286802,1809,"tags=36%, list=13%, signal=31%","111122386/111108630/111137368/111133398/111121929/111131382/111121876/111111442/111129840/111122385/111135040/111127974/111133742/111124357/111112101/111135173"
"cvn00730","cvn00730","Thiamine metabolism",10,-0.369556134431929,-0.976331580859097,0.462633451957295,0.729664628497313,0.666505315286802,2042,"tags=70%, list=15%, signal=59%","111136090/111130301/111135358/111137020/111125074/111124652/111134904"
"cvn03082","cvn03082","ATP-dependent chromatin remodeling",70,0.352665312738714,1.01106123219545,0.486855941114616,0.729853778046549,0.666678092169532,3668,"tags=37%, list=27%, signal=27%","111114820/111125651/111123963/111105716/111104330/111125271/111104315/111117803/111128560/111108477/111114783/111129852/111134187/111114721/111135329/111128559/111119597/111121076/111118354/111121077/111125973/111118359/111132974/111123662/111120856/111105834"
"cvn03018","cvn03018","RNA degradation",54,0.35963312756773,1.00556797758522,0.497844827586207,0.729853778046549,0.666678092169532,2865,"tags=22%, list=21%, signal=18%","111100321/111101883/111126014/111109182/111101096/111131294/111104518/111122313/111123162/111134434/111131610/111108235"
"cvn00040","cvn00040","Pentose and glucuronate interconversions",12,0.4537207774223,1.00293987994932,0.497340425531915,0.729853778046549,0.666678092169532,3010,"tags=42%, list=22%, signal=32%","111124535/111124599/111109442/111120752/111104054"
"cvn00534","cvn00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",15,0.434539807758654,0.999967914321753,0.500643500643501,0.729853778046549,0.666678092169532,3374,"tags=33%, list=25%, signal=25%","111118293/111104029/111132159/111136074/111135541"
"cvn00564","cvn00564","Glycerophospholipid metabolism",45,0.367236385521191,0.997628233687212,0.493406593406593,0.729853778046549,0.666678092169532,2819,"tags=27%, list=21%, signal=21%","111115675/111114331/111120839/111100277/111100381/111111015/111122823/111136067/111138290/111101119/111137103/111121119"
"cvn00670","cvn00670","One carbon pool by folate",19,-0.308837056707414,-0.9720264704608,0.480952380952381,0.729853778046549,0.666678092169532,2092,"tags=37%, list=15%, signal=31%","111115204/111117281/111099502/111104244/111108616/111100544/111114756"
"cvn04068","cvn04068","FoxO signaling pathway",66,0.350043559020527,0.995389566668902,0.507430997876858,0.730942270751188,0.667672365627444,3392,"tags=29%, list=25%, signal=22%","111105936/111129300/111121723/111134248/111121740/111135557/111135231/111119845/111125223/111105462/111117024/111119924/111108199/111121135/111104196/111113171/111121739/111103474/111121090"
"cvn00591","cvn00591","Linoleic acid metabolism",11,0.449377997835592,0.976600382499619,0.513586956521739,0.731106138107417,0.667822048727958,6765,"tags=82%, list=50%, signal=41%","111128571/111121119/111121956/111123661/111111230/111127589/111127642/111127588/111119379"
"cvn00220","cvn00220","Arginine biosynthesis",13,0.428416544077897,0.962266210542571,0.546772068511199,0.76568231841526,0.699405336525466,1048,"tags=15%, list=8%, signal=14%","111134810/111126492"
"cvn00532","cvn00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",12,0.431361316459013,0.953514779292361,0.550531914893617,0.76568231841526,0.699405336525466,1399,"tags=17%, list=10%, signal=15%","111118293/111111504"
"cvn01240","cvn01240","Biosynthesis of cofactors",101,0.329819453694141,0.97414362597003,0.574511819116136,0.789953751284687,0.721575849368352,2027,"tags=16%, list=15%, signal=14%","111127901/111116065/111128337/111138462/111124535/111136728/111103451/111124599/111126157/111108232/111134405/111118263/111104850/111122042/111109254/111132797"
"cvn03010","cvn03010","Ribosome",83,0.32716709537412,0.949704137566318,0.588726513569937,0.797945945945946,0.728876244665718,582,"tags=8%, list=4%, signal=8%","111102380/111102365/111123203/111125877/111104114/111137903/111125240"
"cvn00330","cvn00330","Arginine and proline metabolism",49,0.339185937884329,0.933936962557946,0.593513513513514,0.797945945945946,0.728876244665718,2378,"tags=22%, list=18%, signal=19%","111134810/111128747/111100724/111103451/111136821/111112920/111115614/111136221/111132780/111132779/111103498"
"cvn00480","cvn00480","Glutathione metabolism",38,0.351499353688711,0.934762882998625,0.604910714285714,0.8043318288854,0.734709369577791,3230,"tags=29%, list=24%, signal=22%","111137298/111124500/111136821/111127513/111121161/111101605/111126505/111119277/111118358/111138068/111137005"
"cvn04120","cvn04120","Ubiquitin mediated proteolysis",117,0.300422600251204,0.900455902455946,0.702839756592292,0.842015946016508,0.769131573133827,3341,"tags=29%, list=25%, signal=22%","111119906/111119134/111100416/111101598/111108202/111127369/111134817/111100408/111135325/111135857/111119846/111129312/111100417/111126102/111121932/111135620/111125231/111120881/111125292/111108501/111131216/111104494/111128115/111129365/111105462/111101169/111121135/111124761/111131720/111104196/111130310/111108006/111135880/111134540"
"cvn04136","cvn04136","Autophagy - other",24,0.351287243295367,0.873708285138557,0.656934306569343,0.842015946016508,0.769131573133827,3963,"tags=42%, list=29%, signal=30%","111115682/111133363/111135071/111120866/111108144/111106048/111129370/111123262/111119270/111120906"
"cvn00900","cvn00900","Terpenoid backbone biosynthesis",22,0.355510512809742,0.870159889571075,0.665436654366544,0.842015946016508,0.769131573133827,640,"tags=14%, list=5%, signal=13%","111122171/111123669/111132335"
"cvn03430","cvn03430","Mismatch repair",21,0.355337711220982,0.866855151300054,0.663782447466007,0.842015946016508,0.769131573133827,329,"tags=10%, list=2%, signal=9%","111121171/111137687"
"cvn00051","cvn00051","Fructose and mannose metabolism",28,0.336988366227381,0.86099202587668,0.671394799054373,0.842015946016508,0.769131573133827,3010,"tags=25%, list=22%, signal=19%","111131656/111109442/111099882/111107727/111132797/111109888/111104054"
"cvn00513","cvn00513","Various types of N-glycan biosynthesis",31,0.327984410800369,0.851833797841889,0.685185185185185,0.842015946016508,0.769131573133827,272,"tags=6%, list=2%, signal=6%","111101197/111101820"
"cvn00630","cvn00630","Glyoxylate and dicarboxylate metabolism",37,0.321277640691034,0.850830648642694,0.698537682789651,0.842015946016508,0.769131573133827,3416,"tags=35%, list=25%, signal=26%","111130103/111134248/111126492/111111213/111125858/111117164/111109254/111117165/111109454/111121719/111119284/111102576/111123929"
"cvn04350","cvn04350","TGF-beta signaling pathway",37,0.320884136637273,0.849788542791242,0.699662542182227,0.842015946016508,0.769131573133827,4859,"tags=43%, list=36%, signal=28%","111125017/111113417/111125137/111130563/111125223/111117024/111130350/111113134/111119270/111136674/111130759/111128797/111112841/111112989/111123211/111135485"
"cvn03022","cvn03022","Basal transcription factors",27,0.332550349454058,0.843865924745791,0.693127962085308,0.842015946016508,0.769131573133827,3043,"tags=26%, list=22%, signal=20%","111136115/111135800/111130231/111101884/111104805/111134971/111130101"
"cvn00130","cvn00130","Ubiquinone and other terpenoid-quinone biosynthesis",10,0.385775965827876,0.819263388599273,0.69625520110957,0.842015946016508,0.769131573133827,5246,"tags=50%, list=39%, signal=31%","111123706/111135147/111104443/111110659/111121226"
