"name","term","lev","seq","value"
"carbohydrate derivative metabolic process","GO:1901137;GO:1901135",4,"LOC111136074",-0.140805490433137
"lipid biosynthetic process","GO:0008610",3,"LOC111100890",0.683263820946797
"lipid biosynthetic process","GO:0008610",3,"LOC111136598",-0.942479693978902
"lipid biosynthetic process","GO:0008610",3,"LOC111136807",-0.407559965059771
"cellular amide metabolic process","GO:0043603",3,"LOC111122501",0.000876677093728396
"regulation of anatomical structure size","GO:0032535;GO:0090066",3,"LOC111119187",-0.0494054575368929
"anion transport","GO:0071705;GO:0071702;GO:0006820",2,"LOC111119420",-0.171092405300886
"anion transport","GO:0071705;GO:0071702;GO:0006820",2,"LOC111120506",0.0974844386359785
"anion transport","GO:0071705;GO:0071702;GO:0006820",2,"LOC111121980",0.347371165783736
"anion transport","GO:0071705;GO:0071702;GO:0006820",2,"LOC111121983",-0.53451233440267
"anion transport","GO:0071705;GO:0071702;GO:0006820",2,"LOC111125104",-0.11092067191056
"anion transport","GO:0071705;GO:0071702;GO:0006820",2,"LOC111125671",0.289291059169046
"anion transport","GO:0071705;GO:0071702;GO:0006820",2,"LOC111138360",-0.061778985133088
"oxoacid metabolic process","GO:0019752;GO:0043436;GO:0006082",3,"LOC111100410",0.144774439789828
"oxoacid metabolic process","GO:0019752;GO:0043436;GO:0006082",3,"LOC111123081",-0.0946372451447479
"oxoacid metabolic process","GO:0019752;GO:0043436;GO:0006082",3,"LOC111128407",-0.00455422084879265
"oxoacid metabolic process","GO:0019752;GO:0043436;GO:0006082",3,"LOC111131381",-0.0585162808630123
"cytoskeleton organization","GO:0007010;GO:0000226",5,"LOC111100325",-0.0886443844520787
"cytoskeleton organization","GO:0007010;GO:0000226",5,"LOC111101010",0.000627901993247727
"cytoskeleton organization","GO:0007010;GO:0000226",5,"LOC111113488",-0.181475124527163
"cytoskeleton organization","GO:0007010;GO:0000226",5,"LOC111128351",0.0525808384818125
"cytoskeleton organization","GO:0007010;GO:0000226",5,"LOC111137702",-0.0413182758614985
"microtubule-based process","GO:0007017",2,"LOC111103375",-0.0283687383672523
"microtubule-based process","GO:0007017",2,"LOC111109732",0.456543310298069
"microtubule-based process","GO:0007017",2,"LOC111110718",0.46355786761453
"microtubule-based process","GO:0007017",2,"LOC111113970",0.235510844340449
"microtubule-based process","GO:0007017",2,"LOC111115715",-0.280634651656428
"microtubule-based process","GO:0007017",2,"LOC111128351",0.0525808384818125
"microtubule-based process","GO:0007017",2,"LOC111134439",0.159058065802979
"organonitrogen compound catabolic process","GO:1901565",2,"LOC111108448",-0.144508939709903
"organonitrogen compound catabolic process","GO:1901565",2,"LOC111120865",-0.139211980283468
"organonitrogen compound catabolic process","GO:1901565",2,"LOC111129789",0.281045777458943
"carboxylic acid transmembrane transport","GO:0003333;GO:0006865;GO:1905039;GO:0015849;GO:1903825;GO:0098656",4,"LOC111103821",0.013802168175504
"carboxylic acid transmembrane transport","GO:0003333;GO:0006865;GO:1905039;GO:0015849;GO:1903825;GO:0098656",4,"LOC111115707",-0.232953896608005
"carboxylic acid transmembrane transport","GO:0003333;GO:0006865;GO:1905039;GO:0015849;GO:1903825;GO:0098656",4,"LOC111133597",-0.0866042996566722
"proteolysis","GO:0006508",3,"LOC111115586",0.628862188807235
"proteolysis","GO:0006508",3,"LOC111135313",0.254833493740514
"proteolysis","GO:0006508",3,"LOC111135968",0.30188239390755
"nucleobase-containing small molecule metabolic process","GO:0055086",2,"LOC111113806",0.0137314053585252
"nucleobase-containing small molecule metabolic process","GO:0055086",2,"LOC111124868",-0.0587395162416843
"double-strand break repair via break-induced replication","GO:0000727",3,"LOC111109564",-0.287173793511786
"double-strand break repair via break-induced replication","GO:0000727",3,"LOC111135545",-0.572963742961616
"regulation of kinase activity","GO:0000079;GO:0071900;GO:1904029;GO:0045859;GO:0043549;GO:0051338",6,"LOC111131615",-0.538941326134638
"transmembrane transport","GO:0034220;GO:0055085",4,"LOC111108193",0.375119468444045
"transmembrane transport","GO:0034220;GO:0055085",4,"LOC111125293",0.100904916811829
"transmembrane transport","GO:0034220;GO:0055085",4,"LOC111133657",0.410909286701953
"transmembrane transport","GO:0034220;GO:0055085",4,"LOC111135803",-0.561752894617433
"peptide metabolic process","GO:0006518;GO:0043604",2,"LOC111102811",-0.46479908650115
"peptide metabolic process","GO:0006518;GO:0043604",2,"LOC111103150",-0.0805407354858278
"peptide metabolic process","GO:0006518;GO:0043604",2,"LOC111124752",0.241171733080063
"meiosis I cell cycle process","GO:0061982",3,"LOC111110369",-0.272959688530487
"carbohydrate metabolic process","GO:0005975",2,"LOC111112404",-0.256871555646686
"carbohydrate metabolic process","GO:0005975",2,"LOC111116280",0
"carbohydrate metabolic process","GO:0005975",2,"LOC111119793",0.275838650285369
"carbohydrate metabolic process","GO:0005975",2,"LOC111120061",-0.76002042121829
"carbohydrate metabolic process","GO:0005975",2,"LOC111123427",-0.379222954192968
"carbohydrate metabolic process","GO:0005975",2,"LOC111125277",0.306450890167326
"protein-containing complex disassembly","GO:0032984;GO:0000390;GO:0032988",2,"LOC111135339",-0.504609654314692
"cilium organization","GO:0060271;GO:0044782;GO:0120031;GO:0120036;GO:0030031",6,"LOC111137481",0.759572598459693
"organelle localization","GO:0051640;GO:0051656",3,"LOC111133705",-0.105592173785281
"regulation of cell population proliferation","GO:0042127",2,"LOC111111546",-0.35938794084376
"protein peptidyl-prolyl isomerization","GO:0000413;GO:0018208",2,"LOC111100222",0.363561780444013
"protein peptidyl-prolyl isomerization","GO:0000413;GO:0018208",2,"LOC111128632",-0.0293964382262005
"protein peptidyl-prolyl isomerization","GO:0000413;GO:0018208",2,"LOC111128939",0
"response to chemical","GO:0042221",2,"LOC111102350",0.392957511693574
"peptide biosynthetic process","GO:0002181;GO:0006412;GO:0043043",5,"LOC111128694",-0.0546920679895227
"signal transduction","GO:0007165",2,"LOC111103127",-0.0357751797289565
"signal transduction","GO:0007165",2,"LOC111103363",-1.17718356245636
"signal transduction","GO:0007165",2,"LOC111107088",0.271780963186643
"signal transduction","GO:0007165",2,"LOC111107184",-0.0564540623336992
"signal transduction","GO:0007165",2,"LOC111109354",-0.0562251466500018
"signal transduction","GO:0007165",2,"LOC111110729",-0.0635610319688447
"signal transduction","GO:0007165",2,"LOC111121449",0.122786389499222
"signal transduction","GO:0007165",2,"LOC111127078",-0.0241920384537023
"signal transduction","GO:0007165",2,"LOC111131032",0.0662298351964503
"signal transduction","GO:0007165",2,"LOC111132155",-1.61031789203982
"signal transduction","GO:0007165",2,"LOC111133520",-0.0498134220239049
"signal transduction","GO:0007165",2,"LOC111135090",0.0250423127044878
"signal transduction","GO:0007165",2,"LOC111135114",0.0470815641751999
"signal transduction","GO:0007165",2,"LOC111136831",-0.16330126347448
"cellular amino acid metabolic process","GO:0006520",5,"LOC111110454",0
"macromolecule biosynthetic process","GO:0009059",3,"LOC111115381",-0.126113748337716
"macromolecule biosynthetic process","GO:0009059",3,"LOC111121408",0.332663101617801
"macromolecule biosynthetic process","GO:0009059",3,"LOC111125277",0.306450890167326
"macromolecule biosynthetic process","GO:0009059",3,"LOC111126731",0.206913273225149
"macromolecule biosynthetic process","GO:0009059",3,"LOC111131582",0.0137330400289308
"macromolecule biosynthetic process","GO:0009059",3,"LOC111135225",-0.393861925970433
"monocarboxylic acid metabolic process","GO:0006631;GO:0032787",5,"LOC111125685",0.245448134439978
"regulation of biological quality","GO:0042592;GO:0065008",2,"LOC111106467",0.176477948407372
"regulation of biological quality","GO:0042592;GO:0065008",2,"LOC111115690",-0.00297164770284877
"regulation of biological quality","GO:0042592;GO:0065008",2,"LOC111116346",0.0214022148859475
"regulation of biological quality","GO:0042592;GO:0065008",2,"LOC111119812",-0.398377342948662
"regulation of biological quality","GO:0042592;GO:0065008",2,"LOC111130898",0.00365547545717128
"regulation of biological quality","GO:0042592;GO:0065008",2,"LOC111132442",-0.0406913394125212
"regulation of biological quality","GO:0042592;GO:0065008",2,"LOC111136544",-0.00842350765391597
"box C/D snoRNP assembly","GO:0000492",3,"LOC111126429",-0.0174791248719192
"mitochondrion organization","GO:0007005",3,"LOC111137411",-0.0176899352367163
"cell volume homeostasis","GO:0006884;GO:0008361",3,"LOC111135738",0.394338216913584
"mRNA metabolic process","GO:0016071",4,"LOC111101410",-0.417797251336053
"mRNA metabolic process","GO:0016071",4,"LOC111101883",-0.663879875956475
"mRNA metabolic process","GO:0016071",4,"LOC111103940",0.0306914018336067
"mRNA metabolic process","GO:0016071",4,"LOC111105896",0.319435666660624
"mRNA metabolic process","GO:0016071",4,"LOC111120794",-0.0331628415127135
"mRNA metabolic process","GO:0016071",4,"LOC111129063",0.378581010354761
"mRNA metabolic process","GO:0016071",4,"LOC111130790",0.522572306407887
"mRNA metabolic process","GO:0016071",4,"LOC111132626",-0.0353023567239321
"mRNA metabolic process","GO:0016071",4,"LOC111134659",0.277479566071902
"mRNA metabolic process","GO:0016071",4,"LOC111137770",0.167757406371897
"mRNA metabolic process","GO:0016071",4,"LOC111138305",-0.155648261507572
"regulation of organelle organization","GO:0033043",2,"LOC111124911",0.797045654891333
"RNA biosynthetic process","GO:0032774",2,"LOC111136643",0.558953992826135
"establishment of localization in cell","GO:0046907;GO:0051641;GO:0051649",2,"LOC111110577",0.524534672747235
"establishment of localization in cell","GO:0046907;GO:0051641;GO:0051649",2,"LOC111114456",-0.326128797781204
"establishment of localization in cell","GO:0046907;GO:0051641;GO:0051649",2,"LOC111120506",0.0974844386359785
"establishment of localization in cell","GO:0046907;GO:0051641;GO:0051649",2,"LOC111120803",-0.0316655431864514
"establishment of localization in cell","GO:0046907;GO:0051641;GO:0051649",2,"LOC111123840",-0.0793490122203078
"establishment of localization in cell","GO:0046907;GO:0051641;GO:0051649",2,"LOC111125592",-0.246502461518994
"carbohydrate biosynthetic process","GO:0019318;GO:0005996;GO:0019319;GO:0046364;GO:0016051",3,"LOC111099143",0.0105658854202269
"anatomical structure morphogenesis","GO:0009653",2,"LOC111125644",0.12111665835841
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111100168",-0.268547559058716
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111102727",-0.066847383455601
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111105529",0.0679357222314968
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111108193",0.375119468444045
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111108888",0
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111112765",-0.0498134220239049
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111118567",-0.0796913022951136
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111121983",-0.53451233440267
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111123077",0.141336968619703
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111125053",0.0854904969526427
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111125054",-0.0171010981191192
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111126440",-0.390566499801459
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111127005",0.33127831658266
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111134435",0.196682367920452
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111137174",0
"localization","GO:0006810;GO:0051234;GO:0006811;GO:0051179",2,"LOC111105907",0.0111904469009581
"tRNA wobble uridine modification","GO:0002098;GO:0002097",2,"LOC111111424",-0.01694731045521
"tRNA wobble uridine modification","GO:0002098;GO:0002097",2,"LOC111130526",0.00486344547770341
"microtubule-based movement","GO:0003341;GO:0007018",2,"LOC111115715",-0.280634651656428
"microtubule-based movement","GO:0003341;GO:0007018",2,"LOC111119946",-0.173125160219972
"microtubule-based movement","GO:0003341;GO:0007018",2,"LOC111129512",0.606041303934287
"RNA processing","GO:0006396",3,"LOC111102578",-0.487184825994188
"RNA processing","GO:0006396",3,"LOC111108729",0.248983336472644
"RNA processing","GO:0006396",3,"LOC111109804",0.0740858057857225
"RNA processing","GO:0006396",3,"LOC111115058",0.0327211117908642
"RNA processing","GO:0006396",3,"LOC111116966",-1.06654888403119
"RNA processing","GO:0006396",3,"LOC111119166",0.0738994681938673
"RNA processing","GO:0006396",3,"LOC111119654",-0.0494054492353784
"RNA processing","GO:0006396",3,"LOC111126107",-0.554974783201234
"RNA processing","GO:0006396",3,"LOC111131375",-0.274528994751896
"RNA processing","GO:0006396",3,"LOC111135387",0.0115724075773056
"RNA processing","GO:0006396",3,"LOC111136220",-0.0488785315056832
"RNA processing","GO:0006396",3,"LOC111136820",0.148788378428556
"RNA processing","GO:0006396",3,"LOC111138363",-0.580158768135749
"RNA processing","GO:0006396",3,"LOC111138391",0.636502094997099
"proteolysis involved in cellular protein catabolic process","GO:0006511;GO:0019941;GO:0043632;GO:0051603",4,"LOC111100546",-0.101063059951162
"chromosome organization","GO:0051276",2,"LOC111106437",-0.034615462101649
"chromosome organization","GO:0051276",2,"LOC111119812",-0.398377342948662
"chromosome organization","GO:0051276",2,"LOC111122996",-0.529593941355275
"chromosome organization","GO:0051276",2,"LOC111129829",0.94586603941149
"chromosome organization","GO:0051276",2,"LOC111130112",-0.156898874878283
"chromosome organization","GO:0051276",2,"LOC111133474",0.817380261929703
"chromosome organization","GO:0051276",2,"LOC111134875",0
"RNA splicing","GO:0000398;GO:0000377;GO:0006397;GO:0000375;GO:0008380",6,"LOC111119975",0.182459332732916
"RNA splicing","GO:0000398;GO:0000377;GO:0006397;GO:0000375;GO:0008380",6,"LOC111130416",0.131376885125729
"RNA splicing","GO:0000398;GO:0000377;GO:0006397;GO:0000375;GO:0008380",6,"LOC111138305",-0.155648261507572
"RNA splicing","GO:0000398;GO:0000377;GO:0006397;GO:0000375;GO:0008380",6,"LOC111117041",-0.44596076112271
"organic cyclic compound catabolic process","GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361",4,"LOC111101883",-0.663879875956475
"organic cyclic compound catabolic process","GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361",4,"LOC111118848",0.092380552469986
"organic cyclic compound catabolic process","GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361",4,"LOC111118849",-0.0793748273485245
"organic cyclic compound catabolic process","GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361",4,"LOC111130065",0.0934380419739808
"actin cytoskeleton organization","GO:0030036;GO:0030029",2,"LOC111119371",0.249247226696315
"regulation of apoptotic process","GO:0042981;GO:0043067;GO:0010941",4,"LOC111126346",-0.0654672009304871
"regulation of apoptotic process","GO:0042981;GO:0043067;GO:0010941",4,"LOC111136442",-0.353942791153297
"pseudouridine synthesis","GO:0001522",5,"LOC111138309",-0.743528861383325
"formation of translation preinitiation complex","GO:0001731",2,"LOC111099053",0.997374705755485
"cell morphogenesis","GO:0000902",3,"LOC111126608",-0.423698121559848
"cell morphogenesis","GO:0000902",3,"LOC111133569",0.0423706829460372
"regulation of cellular protein metabolic process","GO:0001932;GO:0031399;GO:0042325;GO:0032268;GO:0019220;GO:0051246;GO:0051174",5,"LOC111122401",-0.46773941905422
"toll-like receptor signaling pathway","GO:0002224;GO:0002221",4,"LOC111108700",-0.194251109210197
"toll-like receptor signaling pathway","GO:0002224;GO:0002221",4,"LOC111123291",-0.0026009789320584
"toll-like receptor signaling pathway","GO:0002224;GO:0002221",4,"LOC111132464",-0.0176899352367163
"toll-like receptor signaling pathway","GO:0002224;GO:0002221",4,"LOC111137619",0.0223086220862158
"regulation of RNA metabolic process","GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219",5,"LOC111107574",0.0336813129108438
"regulation of RNA metabolic process","GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219",5,"LOC111107790",0.468327275459348
"regulation of RNA metabolic process","GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219",5,"LOC111112045",0.0136794089574659
"regulation of RNA metabolic process","GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219",5,"LOC111124637",0.0132755831536064
"regulation of RNA metabolic process","GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219",5,"LOC111135284",0.343843660752044
"regulation of RNA metabolic process","GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219",5,"LOC111135570",-0.0448152957570011
"regulation of RNA metabolic process","GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219",5,"LOC111137832",0.458185315867188
"regulation of RNA metabolic process","GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219",5,"LOC111138001",-0.273254279791939
"regulation of RNA metabolic process","GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219",5,"LOC111135225",-0.393861925970433
"regulation of RNA metabolic process","GO:0006355;GO:1903506;GO:2000112;GO:2001141;GO:0010556;GO:0031326;GO:0051252;GO:0009889;GO:0019219",5,"LOC111107879",-1.03833234089574
"mitochondrial transport","GO:0006839",2,"LOC111135094",0.1868919336293
"meiotic cell cycle process","GO:1903046",2,"LOC111134145",-0.170799770174204
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111099454",-0.357401774108737
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111100489",-0.540630932108966
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111101121",0.494687887722018
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111105933",-0.317382998111317
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111105934",-0.115030693347935
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111109888",0.45806467009718
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111123463",-0.646053328130108
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111134518",0
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111135848",0.241630200576746
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111137394",-0.165544646663707
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111137757",-0.275748356406908
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111128099",0.201340280620616
"biosynthetic process","GO:1901576;GO:0009058;GO:0044249",2,"LOC111134483",0.00869599974131388
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111102249",-0.239765087974769
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111110930",-0.417385635430076
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111113417",0.0305465406285317
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111116220",-0.18914340740804
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111119269",0.132092411189228
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111121057",-0.0985357151908167
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111121210",-0.219515086726919
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111123088",-0.0335408682655134
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111129112",0.0418320683143873
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111135284",0.343843660752044
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111135564",-0.0398915208829353
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111136147",-0.470559659632659
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111136328",-0.251228638417821
"regulation of cellular metabolic process","GO:0031323;GO:0051171;GO:0080090",2,"LOC111138046",-0.856482323890849
"regulation of cilium movement","GO:0003352;GO:0060632;GO:0051270",4,"LOC111129389",-0.301729123488886
"response to stimulus","GO:0006950;GO:0050896",2,"LOC111115356",0.160999968620216
"response to stimulus","GO:0006950;GO:0050896",2,"LOC111128425",0.342841325043027
"response to stimulus","GO:0006950;GO:0050896",2,"LOC111130869",0.325093255600693
"response to stimulus","GO:0006950;GO:0050896",2,"LOC111132070",0
"response to stimulus","GO:0006950;GO:0050896",2,"LOC111134654",-0.144156071316356
"response to stimulus","GO:0006950;GO:0050896",2,"LOC111136704",0.0322356422162994
"response to stimulus","GO:0006950;GO:0050896",2,"LOC111137518",0.68750157317711
"ion homeostasis","GO:0055080;GO:0098771;GO:0050801",2,"LOC111123423",-0.618034496147446
"lipid metabolic process","GO:0006629",2,"LOC111099219",-0.0475678223097735
"lipid metabolic process","GO:0006629",2,"LOC111120113",0.459414530477964
"lipid metabolic process","GO:0006629",2,"LOC111121884",-0.0155414217880182
"lipid metabolic process","GO:0006629",2,"LOC111123544",0.30194809494843
"lipid metabolic process","GO:0006629",2,"LOC111124125",-0.065152711380317
"lipid metabolic process","GO:0006629",2,"LOC111125742",-0.394498399393105
"lipid metabolic process","GO:0006629",2,"LOC111127059",-0.0154952007099886
"G1/S transition of mitotic cell cycle","GO:0000082;GO:0044843",2,"LOC111126639",0.562858586810642
"cellular component assembly","GO:0022607",2,"LOC111105199",-0.373863624532703
"cellular component assembly","GO:0022607",2,"LOC111110155",0.433321947816609
"cellular component assembly","GO:0022607",2,"LOC111111322",0.0981063469395343
"cellular component assembly","GO:0022607",2,"LOC111112561",-0.326224856663087
"cellular component assembly","GO:0022607",2,"LOC111118945",-0.0101926338282445
"cellular component assembly","GO:0022607",2,"LOC111119055",0.111784123505646
"cellular component assembly","GO:0022607",2,"LOC111121432",0
"cellular component assembly","GO:0022607",2,"LOC111126629",-0.0586910741080637
"cellular component assembly","GO:0022607",2,"LOC111133954",-0.190987716378959
"cellular component assembly","GO:0022607",2,"LOC111135312",-0.38967046328928
"cellular component assembly","GO:0022607",2,"LOC111135792",-0.507172890298444
"cellular component assembly","GO:0022607",2,"LOC111136247",0.573960827575397
"sulfur compound metabolic process","GO:0006790",2,"LOC111118323",0.245911914008493
"sulfur compound metabolic process","GO:0006790",2,"LOC111122278",-0.547858464230974
"phosphorus metabolic process","GO:0006796;GO:0019637;GO:0006793",2,"LOC111124952",0.53851604603081
"transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery","GO:0000972",4,"LOC111120993",-0.185315226682856
"endocytosis","GO:0006897",2,"LOC111134206",-1.39667167839072
"regulation of alternative mRNA splicing, via spliceosome","GO:0000381;GO:0048024;GO:0043484;GO:0050684;GO:1903311",6,"LOC111118274",0.119365411467201
"regulation of alternative mRNA splicing, via spliceosome","GO:0000381;GO:0048024;GO:0043484;GO:0050684;GO:1903311",6,"LOC111123088",-0.0335408682655134
"cellular homeostasis","GO:0019725",2,"LOC111127342",-0.567097319450749
"cellular homeostasis","GO:0019725",2,"LOC111129174",0.378148647112856
"peptide transport","GO:0006886;GO:0015031;GO:0045184;GO:0015833;GO:0008104;GO:0042886;GO:0033036",3,"LOC111105880",-0.400377963969458
"peptide transport","GO:0006886;GO:0015031;GO:0045184;GO:0015833;GO:0008104;GO:0042886;GO:0033036",3,"LOC111134551",-0.0218919500516474
"movement of cell or subcellular component","GO:0006928",2,"LOC111112846",0.363637792019404
"movement of cell or subcellular component","GO:0006928",2,"LOC111115715",-0.280634651656428
"movement of cell or subcellular component","GO:0006928",2,"LOC111124937",0.114021725367763
"movement of cell or subcellular component","GO:0006928",2,"LOC111125253",-0.439965458823052
"movement of cell or subcellular component","GO:0006928",2,"LOC111129396",-0.104179773717386
"movement of cell or subcellular component","GO:0006928",2,"LOC111131814",0.185374979002732
"phospholipid metabolic process","GO:0006644",2,"LOC111100887",-0.461203062435565
