"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"16","query_1",FALSE,1,31,56,1,0.0178571428571429,0.032258064516129,"GO:0010498","GO:BP","proteasomal protein catabolic process",9567,4224,"GO:0030163,GO:0051603"
"17","query_1",FALSE,1,712,64,2,0.03125,0.00280898876404494,"GO:0010468","GO:BP","regulation of gene expression",9567,4208,"GO:0010467,GO:0010556"
"18","query_1",FALSE,1,1506,10,1,0.1,0.000664010624169987,"GO:0010467","GO:BP","gene expression",9567,4207,"GO:0009059"
"19","query_1",FALSE,1,7997,28,13,0.464285714285714,0.00162560960360135,"GO:0009987","GO:BP","cellular process",9567,3849,"GO:0008150"
"20","query_1",FALSE,1,1200,64,4,0.0625,0.00333333333333333,"GO:0016070","GO:BP","RNA metabolic process",9567,5158,"GO:0090304"
"21","query_1",FALSE,1,1010,68,3,0.0441176470588235,0.00297029702970297,"GO:0018130","GO:BP","heterocycle biosynthetic process",9567,5424,"GO:0044249,GO:0046483"
"22","query_1",FALSE,1,66,6,1,0.166666666666667,0.0151515151515152,"GO:0018193","GO:BP","peptidyl-amino acid modification",9567,5457,"GO:0036211"
"23","query_1",FALSE,1,162,33,1,0.0303030303030303,0.00617283950617284,"GO:0032502","GO:BP","developmental process",9567,7884,"GO:0008150"
"24","query_1",FALSE,1,712,64,2,0.03125,0.00280898876404494,"GO:0031326","GO:BP","regulation of cellular biosynthetic process",9567,7375,"GO:0009889,GO:0031323,GO:0044249"
"25","query_1",FALSE,1,754,64,2,0.03125,0.0026525198938992,"GO:0031323","GO:BP","regulation of cellular metabolic process",9567,7372,"GO:0019222,GO:0044237,GO:0050794"
"26","query_1",FALSE,1,7,56,1,0.0178571428571429,0.142857142857143,"GO:0031146","GO:BP","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",9567,7310,"GO:0043161"
"27","query_1",FALSE,1,15,33,1,0.0303030303030303,0.0666666666666667,"GO:0031099","GO:BP","regeneration",9567,7270,"GO:0048856"
"28","query_1",FALSE,1,7,61,1,0.0163934426229508,0.142857142857143,"GO:0030490","GO:BP","maturation of SSU-rRNA",9567,7052,"GO:0006364,GO:0042274"
"29","query_1",FALSE,1,111,56,1,0.0178571428571429,0.00900900900900901,"GO:0030163","GO:BP","protein catabolic process",9567,6928,"GO:0009057,GO:0019538,GO:1901565"
"30","query_1",FALSE,1,6,66,1,0.0151515151515152,0.166666666666667,"GO:0030150","GO:BP","protein import into mitochondrial matrix",9567,6921,"GO:0006626,GO:0044743,GO:0072655,GO:0170036"
"31","query_1",FALSE,1,70,24,1,0.0416666666666667,0.0142857142857143,"GO:0030036","GO:BP","actin cytoskeleton organization",9567,6897,"GO:0007010,GO:0030029"
"32","query_1",FALSE,1,71,24,1,0.0416666666666667,0.0140845070422535,"GO:0030029","GO:BP","actin filament-based process",9567,6890,"GO:0009987"
"33","query_1",FALSE,1,1659,37,1,0.027027027027027,0.000602772754671489,"GO:0023052","GO:BP","signaling",9567,6877,"GO:0050789"
"34","query_1",FALSE,1,119,61,1,0.0163934426229508,0.00840336134453781,"GO:0022613","GO:BP","ribonucleoprotein complex biogenesis",9567,6857,"GO:0044085"
"35","query_1",FALSE,1,64,56,1,0.0178571428571429,0.015625,"GO:0019941","GO:BP","modification-dependent protein catabolic process",9567,6301,"GO:0043632,GO:0051603"
"36","query_1",FALSE,1,361,19,1,0.0526315789473684,0.00277008310249307,"GO:0019637","GO:BP","organophosphate metabolic process",9567,6166,"GO:0006793,GO:0071704"
"37","query_1",FALSE,1,2233,21,5,0.238095238095238,0.00223914017017465,"GO:0019538","GO:BP","protein metabolic process",9567,6075,"GO:0043170,GO:0044238,GO:1901564"
"38","query_1",FALSE,1,116,19,1,0.0526315789473684,0.00862068965517241,"GO:0019439","GO:BP","aromatic compound catabolic process",9567,5984,"GO:0006725,GO:0044248"
"39","query_1",FALSE,1,998,68,3,0.0441176470588235,0.0030060120240481,"GO:0019438","GO:BP","aromatic compound biosynthetic process",9567,5983,"GO:0006725,GO:0044249"
"40","query_1",FALSE,1,55,44,1,0.0227272727272727,0.0181818181818182,"GO:0019318","GO:BP","hexose metabolic process",9567,5872,"GO:0005996"
"41","query_1",FALSE,1,774,64,2,0.03125,0.00258397932816537,"GO:0019222","GO:BP","regulation of metabolic process",9567,5789,"GO:0008152,GO:0050789"
"42","query_1",FALSE,1,712,64,2,0.03125,0.00280898876404494,"GO:0009889","GO:BP","regulation of biosynthetic process",9567,3787,"GO:0009058,GO:0019222"
"43","query_1",FALSE,1,194,33,1,0.0303030303030303,0.00515463917525773,"GO:0032501","GO:BP","multicellular organismal process",9567,7883,"GO:0008150"
"44","query_1",FALSE,1,657,64,2,0.03125,0.0030441400304414,"GO:0019219","GO:BP","regulation of nucleobase-containing compound metabolic process",9567,5786,"GO:0006139,GO:0031323,GO:0051171,GO:0080090"
"45","query_1",FALSE,1,14,54,1,0.0185185185185185,0.0714285714285714,"GO:0032940","GO:BP","secretion by cell",9567,8206,"GO:0046903,GO:0140352"
"46","query_1",FALSE,1,12,54,1,0.0185185185185185,0.0833333333333333,"GO:0006887","GO:BP","exocytosis",9567,2572,"GO:0016192,GO:0032940"
"47","query_1",FALSE,1,138,34,3,0.0882352941176471,0.0217391304347826,"GO:0006886","GO:BP","intracellular protein transport",9567,2571,"GO:0008104,GO:0015031,GO:0046907"
"48","query_1",FALSE,1,86,33,1,0.0303030303030303,0.0116279069767442,"GO:0006869","GO:BP","lipid transport",9567,2559,"GO:0010876,GO:0071702"
"49","query_1",FALSE,1,24,66,1,0.0151515151515152,0.0416666666666667,"GO:0006839","GO:BP","mitochondrial transport",9567,2537,"GO:0006810"
"50","query_1",FALSE,1,1661,34,6,0.176470588235294,0.00361228175797712,"GO:0006810","GO:BP","transport",9567,2519,"GO:0051234"
"51","query_1",FALSE,1,4518,28,9,0.321428571428571,0.00199203187250996,"GO:0006807","GO:BP","nitrogen compound metabolic process",9567,2516,"GO:0008152"
"52","query_1",FALSE,1,1143,21,3,0.142857142857143,0.0026246719160105,"GO:0006796","GO:BP","phosphate-containing compound metabolic process",9567,2510,"GO:0006793"
"53","query_1",FALSE,1,1152,21,3,0.142857142857143,0.00260416666666667,"GO:0006793","GO:BP","phosphorus metabolic process",9567,2507,"GO:0044237"
"54","query_1",FALSE,1,62,59,1,0.0169491525423729,0.0161290322580645,"GO:0006790","GO:BP","sulfur compound metabolic process",9567,2504,"GO:0044237"
"55","query_1",FALSE,1,4,68,1,0.0147058823529412,0.25,"GO:0006783","GO:BP","heme biosynthetic process",9567,2497,"GO:0006779,GO:0042168,GO:0046148"
"56","query_1",FALSE,1,10,68,1,0.0147058823529412,0.1,"GO:0006779","GO:BP","porphyrin-containing compound biosynthetic process",9567,2493,"GO:0006778,GO:0033014"
"57","query_1",FALSE,1,11,68,1,0.0147058823529412,0.0909090909090909,"GO:0006778","GO:BP","porphyrin-containing compound metabolic process",9567,2492,"GO:0033013"
"58","query_1",FALSE,1,221,19,1,0.0526315789473684,0.00452488687782805,"GO:0006753","GO:BP","nucleoside phosphate metabolic process",9567,2478,"GO:0006796,GO:0019637,GO:0055086"
"59","query_1",FALSE,1,12,59,1,0.0169491525423729,0.0833333333333333,"GO:0006751","GO:BP","glutathione catabolic process",9567,2477,"GO:0006749,GO:0042219,GO:0043171,GO:0044273"
"60","query_1",FALSE,1,18,59,1,0.0169491525423729,0.0555555555555556,"GO:0006749","GO:BP","glutathione metabolic process",9567,2475,"GO:0006518,GO:0006575,GO:0006790"
"61","query_1",FALSE,1,2222,28,4,0.142857142857143,0.0018001800180018,"GO:0006725","GO:BP","cellular aromatic compound metabolic process",9567,2457,"GO:0044237"
"62","query_1",FALSE,1,323,63,1,0.0158730158730159,0.00309597523219814,"GO:0006629","GO:BP","lipid metabolic process",9567,2369,"GO:0044238,GO:0071704"
"63","query_1",FALSE,1,10,66,1,0.0151515151515152,0.1,"GO:0006626","GO:BP","protein targeting to mitochondrion",9567,2367,"GO:0006605,GO:0072655"
"64","query_1",FALSE,1,10,34,1,0.0294117647058824,0.1,"GO:0006614","GO:BP","SRP-dependent cotranslational protein targeting to membrane",9567,2356,"GO:0006613,GO:0045047"
"65","query_1",FALSE,1,10,34,1,0.0294117647058824,0.1,"GO:0006613","GO:BP","cotranslational protein targeting to membrane",9567,2355,"GO:0006612"
"66","query_1",FALSE,1,11,34,1,0.0294117647058824,0.0909090909090909,"GO:0006612","GO:BP","protein targeting to membrane",9567,2354,"GO:0006605,GO:0090150"
"67","query_1",FALSE,1,42,27,1,0.037037037037037,0.0238095238095238,"GO:0006913","GO:BP","nucleocytoplasmic transport",9567,2591,"GO:0051169"
"68","query_1",FALSE,1,6,19,1,0.0526315789473684,0.166666666666667,"GO:0009162","GO:BP","deoxyribonucleoside monophosphate metabolic process",9567,3365,"GO:0009123"
"69","query_1",FALSE,1,423,24,1,0.0416666666666667,0.00236406619385343,"GO:0006996","GO:BP","organelle organization",9567,2642,"GO:0016043"
"70","query_1",FALSE,1,43,24,1,0.0416666666666667,0.0232558139534884,"GO:0007015","GO:BP","actin filament organization",9567,2655,"GO:0030036,GO:0097435"
"71","query_1",FALSE,1,15,19,1,0.0526315789473684,0.0666666666666667,"GO:0009123","GO:BP","nucleoside monophosphate metabolic process",9567,3327,"GO:0006753"
"72","query_1",FALSE,1,136,20,1,0.05,0.00735294117647059,"GO:0009101","GO:BP","glycoprotein biosynthetic process",9567,3310,"GO:0009059,GO:0009100,GO:1901137,GO:1901566"
"73","query_1",FALSE,1,142,20,1,0.05,0.00704225352112676,"GO:0009100","GO:BP","glycoprotein metabolic process",9567,3309,"GO:0019538,GO:1901135"
"74","query_1",FALSE,1,1700,10,1,0.1,0.000588235294117647,"GO:0009059","GO:BP","macromolecule biosynthetic process",9567,3272,"GO:0043170,GO:0044249,GO:1901576"
"75","query_1",FALSE,1,2164,10,1,0.1,0.000462107208872458,"GO:0009058","GO:BP","biosynthetic process",9567,3271,"GO:0008152"
"76","query_1",FALSE,1,178,56,1,0.0178571428571429,0.00561797752808989,"GO:0009057","GO:BP","macromolecule catabolic process",9567,3270,"GO:0043170,GO:1901575"
"77","query_1",FALSE,1,364,59,3,0.0508474576271186,0.00824175824175824,"GO:0009056","GO:BP","catabolic process",9567,3269,"GO:0008152"
"78","query_1",FALSE,1,108,26,1,0.0384615384615385,0.00925925925925926,"GO:0008380","GO:BP","RNA splicing",9567,3222,"GO:0006396"
"79","query_1",FALSE,1,5338,6,1,0.166666666666667,0.000187336080929187,"GO:0008152","GO:BP","metabolic process",9567,3159,"GO:0008150"
"80","query_1",FALSE,1,9567,6,1,0.166666666666667,0.000104525974704714,"GO:0008150","GO:BP","biological_process",9567,3158,""
"81","query_1",FALSE,1,192,34,3,0.0882352941176471,0.015625,"GO:0008104","GO:BP","protein localization",9567,3157,"GO:0070727"
"82","query_1",FALSE,1,5,33,1,0.0303030303030303,0.2,"GO:0007420","GO:BP","brain development",9567,2949,"GO:0007417,GO:0048513,GO:0060322"
"83","query_1",FALSE,1,8,33,1,0.0303030303030303,0.125,"GO:0007417","GO:BP","central nervous system development",9567,2946,"GO:0007399,GO:0048731"
"84","query_1",FALSE,1,47,33,1,0.0303030303030303,0.0212765957446809,"GO:0007399","GO:BP","nervous system development",9567,2932,"GO:0048731"
"85","query_1",FALSE,1,117,33,1,0.0303030303030303,0.00854700854700855,"GO:0007275","GO:BP","multicellular organism development",9567,2835,"GO:0032501,GO:0048856"
"86","query_1",FALSE,1,1628,37,1,0.027027027027027,0.000614250614250614,"GO:0007165","GO:BP","signal transduction",9567,2760,"GO:0007154,GO:0009987,GO:0023052,GO:0050794,GO:0051716"
"87","query_1",FALSE,1,77,50,1,0.02,0.012987012987013,"GO:0007160","GO:BP","cell-matrix adhesion",9567,2755,"GO:0031589"
"88","query_1",FALSE,1,271,50,1,0.02,0.003690036900369,"GO:0007155","GO:BP","cell adhesion",9567,2750,"GO:0009987"
"89","query_1",FALSE,1,1696,37,1,0.027027027027027,0.000589622641509434,"GO:0007154","GO:BP","cell communication",9567,2749,"GO:0009987"
"90","query_1",FALSE,1,112,17,1,0.0588235294117647,0.00892857142857143,"GO:0007018","GO:BP","microtubule-based movement",9567,2657,"GO:0007017"
"91","query_1",FALSE,1,198,17,1,0.0588235294117647,0.00505050505050505,"GO:0007017","GO:BP","microtubule-based process",9567,2656,"GO:0009987"
"92","query_1",FALSE,1,151,24,1,0.0416666666666667,0.00662251655629139,"GO:0007010","GO:BP","cytoskeleton organization",9567,2653,"GO:0006996"
"93","query_1",FALSE,1,17,68,1,0.0147058823529412,0.0588235294117647,"GO:0033013","GO:BP","tetrapyrrole metabolic process",9567,8258,"GO:0006725,GO:0046483,GO:1901360,GO:1901564"
"94","query_1",FALSE,1,59,66,3,0.0454545454545455,0.0508474576271186,"GO:0033365","GO:BP","protein localization to organelle",9567,8456,"GO:0008104"
"95","query_1",FALSE,1,292,34,4,0.117647058823529,0.0136986301369863,"GO:0033036","GO:BP","macromolecule localization",9567,8276,"GO:0051179"
"96","query_1",FALSE,1,322,34,4,0.117647058823529,0.0124223602484472,"GO:0071702","GO:BP","organic substance transport",9567,17372,"GO:0006810"
"97","query_1",FALSE,1,13,34,1,0.0294117647058824,0.0769230769230769,"GO:0070972","GO:BP","protein localization to endoplasmic reticulum",9567,16904,"GO:0033365"
"98","query_1",FALSE,1,192,34,3,0.0882352941176471,0.015625,"GO:0070727","GO:BP","cellular macromolecule localization",9567,16772,"GO:0033036,GO:0051641"
"99","query_1",FALSE,1,10,66,1,0.0151515151515152,0.1,"GO:0070585","GO:BP","protein localization to mitochondrion",9567,16686,"GO:0033365"
"100","query_1",FALSE,1,132,20,1,0.05,0.00757575757575758,"GO:0070085","GO:BP","glycosylation",9567,16397,"GO:0008152"
"101","query_1",FALSE,1,2639,37,1,0.027027027027027,0.000378931413414172,"GO:0065007","GO:BP","biological regulation",9567,16384,"GO:0008150"
"102","query_1",FALSE,1,5,33,1,0.0303030303030303,0.2,"GO:0060322","GO:BP","head development",9567,15000,"GO:0048856"
"103","query_1",FALSE,1,765,64,2,0.03125,0.00261437908496732,"GO:0060255","GO:BP","regulation of macromolecule metabolic process",9567,14938,"GO:0019222,GO:0043170"
"104","query_1",FALSE,1,258,19,1,0.0526315789473684,0.00387596899224806,"GO:0055086","GO:BP","nucleobase-containing small molecule metabolic process",9567,14702,"GO:0006139,GO:0044281"
"105","query_1",FALSE,1,1052,30,2,0.0666666666666667,0.00190114068441065,"GO:0055085","GO:BP","transmembrane transport",9567,14701,"GO:0006810,GO:0009987"
"106","query_1",FALSE,1,1882,37,1,0.027027027027027,0.00053134962805526,"GO:0051716","GO:BP","cellular response to stimulus",9567,14364,"GO:0009987,GO:0050896"
"107","query_1",FALSE,1,27,34,1,0.0294117647058824,0.037037037037037,"GO:0051668","GO:BP","localization within membrane",9567,14335,"GO:0051641"
"108","query_1",FALSE,1,266,34,3,0.0882352941176471,0.0112781954887218,"GO:0051649","GO:BP","establishment of localization in cell",9567,14317,"GO:0051234,GO:0051641"
"109","query_1",FALSE,1,317,34,3,0.0882352941176471,0.00946372239747634,"GO:0051641","GO:BP","cellular localization",9567,14309,"GO:0009987,GO:0051179"
"110","query_1",FALSE,1,78,56,1,0.0178571428571429,0.0128205128205128,"GO:0051603","GO:BP","proteolysis involved in protein catabolic process",9567,14275,"GO:0006508,GO:0030163"
"111","query_1",FALSE,1,24,23,1,0.0434782608695652,0.0416666666666667,"GO:0051301","GO:BP","cell division",9567,14080,"GO:0009987"
"112","query_1",FALSE,1,640,64,2,0.03125,0.003125,"GO:0051252","GO:BP","regulation of RNA metabolic process",9567,14047,"GO:0016070,GO:0019219,GO:0060255"
"113","query_1",FALSE,1,1678,34,6,0.176470588235294,0.00357568533969011,"GO:0051234","GO:BP","establishment of localization",9567,14032,"GO:0051179"
"114","query_1",FALSE,1,1693,34,6,0.176470588235294,0.00354400472533963,"GO:0051179","GO:BP","localization",9567,14002,"GO:0008150"
"115","query_1",FALSE,1,707,64,2,0.03125,0.00282885431400283,"GO:0051171","GO:BP","regulation of nitrogen compound metabolic process",9567,13995,"GO:0006807,GO:0019222"
"116","query_1",FALSE,1,14,27,1,0.037037037037037,0.0714285714285714,"GO:0051170","GO:BP","import into nucleus",9567,13994,"GO:0006913"
"117","query_1",FALSE,1,5161,6,1,0.166666666666667,0.000193760899050572,"GO:0071704","GO:BP","organic substance metabolic process",9567,17374,"GO:0008152"
"118","query_1",FALSE,1,44,27,1,0.037037037037037,0.0227272727272727,"GO:0051169","GO:BP","nuclear transport",9567,13993,"GO:0046907"
"119","query_1",FALSE,1,234,34,3,0.0882352941176471,0.0128205128205128,"GO:0071705","GO:BP","nitrogen compound transport",9567,17375,"GO:0006810"
"120","query_1",FALSE,1,849,24,1,0.0416666666666667,0.00117785630153121,"GO:0071840","GO:BP","cellular component organization or biogenesis",9567,17446,"GO:0009987"
"121","query_1",FALSE,1,2130,10,1,0.1,0.000469483568075117,"GO:1901576","GO:BP","organic substance biosynthetic process",9567,22106,"GO:0009058,GO:0071704"
"122","query_1",FALSE,1,323,59,3,0.0508474576271186,0.00928792569659443,"GO:1901575","GO:BP","organic substance catabolic process",9567,22105,"GO:0009056,GO:0071704"
"123","query_1",FALSE,1,630,20,2,0.1,0.00317460317460317,"GO:1901566","GO:BP","organonitrogen compound biosynthetic process",9567,22100,"GO:1901564,GO:1901576"
"124","query_1",FALSE,1,213,59,2,0.0338983050847458,0.00938967136150235,"GO:1901565","GO:BP","organonitrogen compound catabolic process",9567,22099,"GO:1901564,GO:1901575"
"125","query_1",FALSE,1,2625,21,5,0.238095238095238,0.0019047619047619,"GO:1901564","GO:BP","organonitrogen compound metabolic process",9567,22098,"GO:0006807,GO:0071704"
"126","query_1",FALSE,1,1020,68,3,0.0441176470588235,0.00294117647058824,"GO:1901362","GO:BP","organic cyclic compound biosynthetic process",9567,21928,"GO:1901360,GO:1901576"
"127","query_1",FALSE,1,118,19,1,0.0526315789473684,0.00847457627118644,"GO:1901361","GO:BP","organic cyclic compound catabolic process",9567,21927,"GO:1901360,GO:1901575"
"128","query_1",FALSE,1,2251,28,4,0.142857142857143,0.00177698800533096,"GO:1901360","GO:BP","organic cyclic compound metabolic process",9567,21926,"GO:0071704"
"129","query_1",FALSE,1,37,19,1,0.0526315789473684,0.027027027027027,"GO:1901292","GO:BP","nucleoside phosphate catabolic process",9567,21874,"GO:0006753,GO:0034655,GO:0046434"
"130","query_1",FALSE,1,312,20,1,0.05,0.00320512820512821,"GO:1901137","GO:BP","carbohydrate derivative biosynthetic process",9567,21751,"GO:1901135,GO:1901576"
"131","query_1",FALSE,1,404,20,1,0.05,0.00247524752475248,"GO:1901135","GO:BP","carbohydrate derivative metabolic process",9567,21749,"GO:0071704"
"132","query_1",FALSE,1,6,66,1,0.0151515151515152,0.166666666666667,"GO:0170036","GO:BP","import into the mitochondrion",9567,20786,"GO:1990542"
"133","query_1",FALSE,1,15,54,1,0.0185185185185185,0.0666666666666667,"GO:0140352","GO:BP","export from cell",9567,20313,"GO:0006810,GO:0009987"
"134","query_1",FALSE,1,59,24,1,0.0416666666666667,0.0169491525423729,"GO:0097435","GO:BP","supramolecular fiber organization",9567,19199,"GO:0016043"
"135","query_1",FALSE,1,1852,26,2,0.0769230769230769,0.00107991360691145,"GO:0090304","GO:BP","nucleic acid metabolic process",9567,18717,"GO:0006139,GO:0043170"
"136","query_1",FALSE,1,19,34,1,0.0294117647058824,0.0526315789473684,"GO:0090150","GO:BP","establishment of protein localization to membrane",9567,18587,"GO:0045184,GO:0072657"
"137","query_1",FALSE,1,707,64,2,0.03125,0.00282885431400283,"GO:0080090","GO:BP","regulation of primary metabolic process",9567,18320,"GO:0019222,GO:0044238"
"138","query_1",FALSE,1,22,34,1,0.0294117647058824,0.0454545454545455,"GO:0072657","GO:BP","protein localization to membrane",9567,17996,"GO:0008104,GO:0051668"
"139","query_1",FALSE,1,10,66,1,0.0151515151515152,0.1,"GO:0072655","GO:BP","establishment of protein localization to mitochondrion",9567,17994,"GO:0070585,GO:0072594"
"140","query_1",FALSE,1,11,34,1,0.0294117647058824,0.0909090909090909,"GO:0072599","GO:BP","establishment of protein localization to endoplasmic reticulum",9567,17981,"GO:0070972,GO:0072594"
"141","query_1",FALSE,1,49,66,3,0.0454545454545455,0.0612244897959184,"GO:0072594","GO:BP","establishment of protein localization to organelle",9567,17976,"GO:0033365,GO:0045184"
"142","query_1",FALSE,1,15,66,1,0.0151515151515152,0.0666666666666667,"GO:0071806","GO:BP","protein transmembrane transport",9567,17425,"GO:0015031,GO:0055085"
"143","query_1",FALSE,1,1997,37,1,0.027027027027027,0.000500751126690035,"GO:0050896","GO:BP","response to stimulus",9567,13774,"GO:0008150"
"144","query_1",FALSE,1,2549,37,1,0.027027027027027,0.000392310710082385,"GO:0050794","GO:BP","regulation of cellular process",9567,13691,"GO:0009987,GO:0050789"
"145","query_1",FALSE,1,2599,37,1,0.027027027027027,0.000384763370527126,"GO:0050789","GO:BP","regulation of biological process",9567,13687,"GO:0008150,GO:0065007"
"146","query_1",FALSE,1,132,20,1,0.05,0.00757575757575758,"GO:0043413","GO:BP","macromolecule glycosylation",9567,11035,"GO:0043412,GO:0070085"
"147","query_1",FALSE,1,1386,21,4,0.19047619047619,0.00288600288600289,"GO:0043412","GO:BP","macromolecule modification",9567,11034,"GO:0043170"
"148","query_1",FALSE,1,12,59,1,0.0169491525423729,0.0833333333333333,"GO:0043171","GO:BP","peptide catabolic process",9567,10920,"GO:0006518,GO:0044248,GO:1901565"
"149","query_1",FALSE,1,4052,6,1,0.166666666666667,0.000246791707798618,"GO:0043170","GO:BP","macromolecule metabolic process",9567,10919,"GO:0071704"
"150","query_1",FALSE,1,24,56,1,0.0178571428571429,0.0416666666666667,"GO:0043161","GO:BP","proteasome-mediated ubiquitin-dependent protein catabolic process",9567,10914,"GO:0006511,GO:0010498"
"151","query_1",FALSE,1,254,10,1,0.1,0.00393700787401575,"GO:0043043","GO:BP","peptide biosynthetic process",9567,10843,"GO:0006518,GO:0043604,GO:1901566"
"152","query_1",FALSE,1,4,68,1,0.0147058823529412,0.25,"GO:0042440","GO:BP","pigment metabolic process",9567,10526,"GO:0008152"
"153","query_1",FALSE,1,9,61,1,0.0163934426229508,0.111111111111111,"GO:0042274","GO:BP","ribosomal small subunit biogenesis",9567,10417,"GO:0022613,GO:0042254"
"154","query_1",FALSE,1,86,61,1,0.0163934426229508,0.0116279069767442,"GO:0042254","GO:BP","ribosome biogenesis",9567,10405,"GO:0022613"
"155","query_1",FALSE,1,15,33,1,0.0303030303030303,0.0666666666666667,"GO:0042246","GO:BP","tissue regeneration",9567,10398,"GO:0031099,GO:0048589"
"156","query_1",FALSE,1,15,59,1,0.0169491525423729,0.0666666666666667,"GO:0042219","GO:BP","cellular modified amino acid catabolic process",9567,10392,"GO:0006575,GO:1901565"
"157","query_1",FALSE,1,4,68,1,0.0147058823529412,0.25,"GO:0042168","GO:BP","heme metabolic process",9567,10346,"GO:0006778,GO:0042440"
"158","query_1",FALSE,1,21,33,1,0.0303030303030303,0.0476190476190476,"GO:0040007","GO:BP","growth",9567,10236,"GO:0008150"
"159","query_1",FALSE,1,1298,21,4,0.19047619047619,0.00308166409861325,"GO:0036211","GO:BP","protein modification process",9567,9821,"GO:0019538,GO:0043412"
"160","query_1",FALSE,1,184,61,1,0.0163934426229508,0.00543478260869565,"GO:0034660","GO:BP","ncRNA metabolic process",9567,9013,"GO:0016070"
"161","query_1",FALSE,1,90,19,1,0.0526315789473684,0.0111111111111111,"GO:0034655","GO:BP","nucleobase-containing compound catabolic process",9567,9010,"GO:0006139,GO:0019439,GO:0044270,GO:0046700,GO:1901361"
"162","query_1",FALSE,1,964,64,2,0.03125,0.0020746887966805,"GO:0034654","GO:BP","nucleobase-containing compound biosynthetic process",9567,9009,"GO:0006139,GO:0018130,GO:0019438,GO:0044271,GO:1901362"
"163","query_1",FALSE,1,2416,28,5,0.178571428571429,0.00206953642384106,"GO:0034641","GO:BP","cellular nitrogen compound metabolic process",9567,9002,"GO:0006807,GO:0044237"
"164","query_1",FALSE,1,14,27,1,0.037037037037037,0.0714285714285714,"GO:0034504","GO:BP","protein localization to nucleus",9567,8968,"GO:0033365"
"165","query_1",FALSE,1,131,61,1,0.0163934426229508,0.00763358778625954,"GO:0034470","GO:BP","ncRNA processing",9567,8945,"GO:0006396,GO:0034660"
"166","query_1",FALSE,1,14,27,1,0.037037037037037,0.0714285714285714,"GO:0006606","GO:BP","protein import into nucleus",9567,2350,"GO:0006886,GO:0034504,GO:0051170,GO:0072594"
"167","query_1",FALSE,1,317,10,1,0.1,0.00315457413249211,"GO:0043603","GO:BP","amide metabolic process",9567,11152,"GO:0006807"
"168","query_1",FALSE,1,265,10,1,0.1,0.00377358490566038,"GO:0043604","GO:BP","amide biosynthetic process",9567,11153,"GO:0043603,GO:0044271"
"169","query_1",FALSE,1,64,56,1,0.0178571428571429,0.015625,"GO:0043632","GO:BP","modification-dependent macromolecule catabolic process",9567,11169,"GO:0009057"
